country,round,Column1,survey_date,Column2,enum_sex,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,site_id,site_name,Column27,Column28,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column29,site_latitude,site_longitude,Column30,Column31,site_class,site_type,Column32,Column33,site_date_close_exp,Column34,Column35,site_access,Column36,site_owner,site_shelter,Column37,smc_exist,smc_per_female,site_community,Column38,Column39,sma_exist,sma_type,Column40,sma_name,Column41,Column42,regist_activity,origin_zone,origin_district,origin_municipality,Column43,Column44,Column45,Column46,Column47,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column48,return_prevent,Column49,per_sleep_site,Column50,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column51,per_hh_makeshift,Column52,Column53,per_hh_electricity,per_hh_safecook,nfi_a,Column54,nfi_b,Column55,nfi_c,Column56,water_location,Column57,water_source_np,Column58,water_source_p,Column59,Column60,water_treated,Column61,water_cons,water_remark,Column62,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column63,n_latrine_disable,Column64,latrine_install,Column65,latrine_site,latrine_time,Column66,bathing_gender,latrine_light,latrine_lock,hyg_station,Column67,hyg_evidence,Column68,hyg_waste,Column69,hyg_open_def,food_access,food_market,Column70,food_source,Column71,Column72,food_fuel,Column73,Column74,Column75,food_sup_lac,food_sup_child,health_issue,Column76,health_issue_b,Column77,health_issue_c,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,health_psych,health_psych_rem,health_antenat,Column92,Column93,health_center_dist,Column94,health_provider,Column95,Column96,edu_access,edu_access_f,edu_access_i,edu_distance,Column97,Column98,Column99,per_sch_female,per_sch_male,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,job_main,job_main_other,n_hh_income,job_access,Column116,job_cattle_site,job_offer,job_offer_how,Column117,job_offer_to,job_abr,Column118,job_abr_in,job_abr_family,job_recruit,Column119,food_land,Column120,Column121,Column122,Column123,sec_provided,sec_reported,sec_provider,Column124,sec_issue,Column125,Column126,Column127,Column128,Column129,Column130,n_space_child,n_space_female,Column131,gbv_report,sec_mens_seg,Column132,sec_min_discriminate,safe_male,site_unsafe_male,Column133,safe_child,site_unsafe_child,Column134,safe_female,site_unsafe_female,Column135,site_lighting,hyg_f_product,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,info_src_female,Column160,info_src_male,Column161,info_complaint,Column162,Column163,Column164,info_main,Column165,info_free,Column166,Column167,Column168,Column169,Column170,Column171,Column172,Column173,Column174,Column175
Nepal,7,,16/05/16,,Female,,Female,Resedent,,,,,Female,,,,,,,,,,,,,,,,,648,Inachok (Jhartila),Existed in R6,Jhartila,Open,25/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,6,27.67193,85.433907,1326,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,More than 75%,Yes,,,Yes,International NGO,,IOM,,,No,Bagmati,Bhaktapur,Bhaktapur municipality,7,,,,,43,197,0,2,25,57,10,94,1,1,3,5,27,52,60,117,12,22,103,0,0,0,2,0,0,10,0,0,197,1,10 minutes or less,01/10/15,No,Place of origin,,House damaged/destroyed,,51% to 75%,No,51% to 75%,None,None,None,More than 75%,None,None,,51% to 75%,More than 75%,Mosquito nets,,None,,None,,Off-site (Less than 20 minutes),No,Water truck,,Piped water supply,,,No treatment,,11-15 liters,None,,Not so good (not hygienic),4,No,0,0,0,0,0,Provided,Triple Gem Buddist,On-site,Both times,No,Yes,No,Yes,0,,,,Garbage pit,,No,"Yes, Off-site",Yes,1 hour or less,Own cash,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,Mosquito nets,,0,0,0,0,0,0,0,0,0,No,No,No,,Unknown,,,Off-site (Less than 30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,70,Yes,Similar,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Construction,,No,No,,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,Yes,,,26% to 50%,26% to 50%,26% to 50%,26% to 50%,More than 75%,26% to 50%,Yes,,No,Rains make water in open water storage/well polluted and muddy,Yes,,Yes,,Yes,,Yes,,Yes,Government,,Local leader,,Social Media,,No,,Yes,Don't know,None,,Yes,"Scarcity of water, solar lights during load sheding, heater for cooking and boiling water, entertainment system, water filter",<1500,0%,0%,100%,0%,0,0,43,0
Nepal,7,,16/05/16,,Female,,Male,,,,,,,,,,,,,,,,,,,,,,,649,Dekocha (Khowpa College),Existed in R6,Khowpa college,Open,15/06/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,5,27.677064,85.432566,1324,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,25% or less,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Bhaktapur,Bhaktapur municipality,5,Bagmati,Bhaktapur,Bhaktapur municipality,8,36,162,1,2,10,58,0,71,0,1,5,7,5,15,77,135,4,4,91,0,0,0,3,4,0,8,0,8,162,3,10 minutes or less,02/02/16,No,Place of origin,,House damaged/destroyed,,51% to 75%,No,More than 75%,None,None,None,More than 75%,None,None,,More than 75%,More than 75%,Mosquito nets,,Tarpaulin,,None,,On-site (Less than 20 minutes),No,Water truck,,Water truck,,,Boiled,,11-15 liters,Suspended solids,,Good (Hygienic),8,"Yes, separate entrance/Hand Washing Station",2,3,0,0,0,Provided,NGO/iNGO,On-site,Both times,Yes,Yes,No,No,2,Yes,No,Yes,Municipal collection,,No,"Yes, Off-site",Yes,1 hour or less,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito coil,,1,4,0,4,0,0,0,0,0,No,No,No,,Unknown,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,51% to 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,No,No,,,,No,,,No,No,,No,Weaving/knitting,,Construction,,Yes,No,Police,,None,,None,,Yes,Yes,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,25% or less,26% to 50%,26% to 50%,26% to 50%,26% to 50%,26% to 50%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,SMC/Self-assistance,,Radio/Newspaper,,Radio/Newspaper,,No,,Yes,Don't know,Access to services,,Yes,"Water problem, training programs for women and menm tarp",<1500,0%,0%,100%,0%,0,0,36,0
Nepal,7,,17/05/16,,Female,,Female,,,,,,,,,,,,,,,,,,,,,,,600,Jana Sewa Sibir,Existed in R6,,Open,25/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,14,27.668625,85.426138,1312.48476,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,No,,,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Bhaktapur,Bhaktapur municipalty,14,,,,,42,300,4,8,0,130,18,160,1,5,4,12,0,0,118,248,17,35,140,0,0,0,9,1,0,15,0,10,300,5,10 minutes or less,26/04/15,No,Place of origin,,House damaged/destroyed,,51% to 75%,No,More than 75%,None,None,25% or less,More than 75%,None,None,,More than 75%,More than 75%,Tarpaulin,,Mosquito nets,,None,,On-site (More than 20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,11-15 liters,None,,Good (Hygienic),4,"Yes, separate entrance/Hand Washing Station",2,2,0,0,0,Provided,IOM,On-site,Both times,Yes,Yes,No,Yes,1,Yes,Yes,Yes,Garbage pit,,No,"Yes, Off-site",Yes,1 hour or less,Own cash,,,Yes,Available for purchase from market,,No,No,No,Cough,,Cold,,None,,Mosquito coil,,0,1,0,1,0,0,0,0,0,No,No,No,,Unknown,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,50,Yes,Similar,No,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Daily wage labour,,No,No,,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,26% to 50%,26% to 50%,26% to 50%,26% to 50%,26% to 50%,More than 75%,Yes,,Yes,,Unknown,,Yes,,Yes,,Yes,,Yes,Government,,Radio/Newspaper,,Radio/Newspaper,,No,,Yes,Don't know,Access to services,,Yes,"Need of mosquito net, lots of sick person so lack of income",<1500,0%,20%,80%,0%,0,8,34,0
Nepal,7,,18/05/16,,Female,,Female,Local,,,,,,,,,,,,,,,,,,,,,,630,Golmadi,Existed in R6,,Open,28/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,7,27.66998,85.43233,1311.8,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,25% or less,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Bhaktapur,Bhaktapur municipalty,7,,,,,47,282,0,3,30,80,39,152,0,0,2,5,10,40,63,143,55,94,130,0,0,0,1,3,0,7,0,6,282,2,10 minutes or less,20/12/15,No,Place of origin,,House damaged/destroyed,,51% to 75%,No,More than 75%,None,None,25% or less,51% to 75%,None,None,,26% to 50%,26% to 50%,Mosquito nets,,CGIs,,Tarpaulin,,On-site (More than 20 minutes),No,Hand pumps,,Water truck,,,No treatment,,11-15 liters,None,,Good (Hygienic),6,No,0,0,0,0,0,Provided,IOM,On-site,Both times,Yes,Yes,No,Yes,1,Yes,Yes,Yes,Municipal collection,,No,"Yes, Off-site",Yes,1 hour or less,Own cash,,,Yes,Available for purchase from market,,No,No,No,None,,None,,None,,Mosquito nets,,0,2,1,3,0,0,0,0,0,No,No,No,,No,No pregnent woman,,Off-site (Less than 30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,75,Yes,Similar,Yes,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Art/Craft,,No,No,,,None,,None,,Yes,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,26% to 50%,25% or less,25% or less,25% or less,26% to 50%,More than 75%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,Government,,Radio/Newspaper,,Radio/Newspaper,,No,,Yes,Don't know,Access to services,,Yes,"Need of solar light, some people lives alone so sometimes they talk about sucide, need of CGIs for the pelple who lives in tent",<1500,0%,25%,75%,0%,0,12,35,0
Nepal,7,,12/05/16,,Male,,Male,,,,,,Male,,,,,,,,,,,,,,,,,506,Koldanda,Existed in R6,,Open,12/05/2015,,Rural,Janakpur,Ramechhap,Bhujee,5,27.473433,86.279421,1534.077054,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,"No,  no vehicular access",No,Public/Government,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Janakpur,Ramechhap,Bhujee,5,,,,,30,143,0,3,24,32,2,61,0,0,5,8,32,56,40,72,5,7,82,0,0,0,4,2,3,5,1,3,143,4,10 minutes or less,16/05/15,No,Place of habitual residence,,Fear of landslide/aftershock,,More than 75%,No,More than 75%,None,None,None,51% to 75%,25% or less,None,,More than 75%,None,CGIs,,Tarpaulin,,None,,On-site (Less than 20 minutes),Yes,Piped water supply,,Piped water supply,,,Boiled,,More than 15 liters,Suspended solids,,Not so good (not hygienic),4,No,0,0,0,0,0,Built by displaced communities,,On-site,Both times,Yes,No,No,No,2,Yes,Yes,Yes,Garbage pit,,No,No,No,6-10 hours,Own/Cultivated,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,None,,0,0,0,0,0,0,0,0,0,Yes,No,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Store/small business,,Yes,No,Police,,None,,None,,No,No,No remarkable protection issues,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,No,Toilet,,"Yes, there is lighting but it is NOT adequate",Yes,"No,  no vehicular access",Muddy path to the site,,25% or less,None,None,26% to 50%,More than 75%,26% to 50%,Yes,,No,Mud blocks water supply pipes,Yes,,Yes,,No,No food support,No,Monsoon vacation,Yes,Government,,Families & friends,,Radio/Newspaper,,Yes,Local police,Yes,Don't know,Recovery plans,,Yes,Conducted DTM assessment over the phone,1500 - 2500,0%,0%,75%,25%,0,0,23,7
Nepal,7,,18/05/16,,Male,,Male,,,,,,Female,,,,,,,,,,,,,,,,,620,Bramhayanipeeth 2,Existed in R6,Brahmyanipeeth,Open,26/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,3,27.6746833,85.4432667,1321.9,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Makeshift/tarpaulin shelter,,No,,,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Bhaktapur,Brahmyani,1,Bagmati,Bhaktapur,Jella,2,20,100,0,3,5,35,2,45,1,1,2,5,15,20,34,69,3,5,55,1,1,0,2,0,0,3,0,0,20,0,10 minutes or less,24/06/15,No,Place of origin,,House damaged/destroyed,,More than 75%,No,More than 75%,None,None,25% or less,None,More than 75%,None,,More than 75%,More than 75%,Mosquito nets,,Water filters,,None,,Off-site (Less than 20 minutes),No,Protected Well,,Piped water supply,,,No treatment,,More than 15 liters,None,,Good (Hygienic),5,"Yes, next to each other/same HWS",3,2,0,0,0,Provided,IOm,On-site,Both times,Yes,Yes,No,Yes,0,,,,No waste disposal system,,No,No,Yes,1 hour or less,Own cash,,,Yes,Available for purchase from market,,No,No,No,Cough,,Cold,,Skin infections,,Mosquito coil,,1,0,0,0,0,0,0,0,0,No,No,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Daily wage laborer,,Daily wage laborer,,100,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Making beauty products,,Office worker,,Yes,No,Self organized,,None,,None,,Yes,Yes,Everyone would be careful,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,None,26% to 50%,26% to 50%,25% or less,25% or less,26% to 50%,Yes,,Yes,,Unknown,,Yes,,Yes,,Yes,,Yes,SMC/Self-assistance,,Radio/Newspaper,,Mobile phone,,No,,No,,Access to services,,No,"Watersupply, Mosquito net, Fan",<1500,0%,20%,0%,80%,0,4,0,16
Nepal,7,,10/05/16,,Male,,Male,,,,,,Male,,,,,,,,,,,,,,,,,225,Bulungkhani,Existed in R6,,Open,02/03/2016,,Rural,Janakpur,Dolakha,Bulungkhani,9,27.47861,86.10197,1056.144843,,Spontaneous,Other,Roadside,No,Don't know,Not closing,,Yes,No,Private,Temporary shelter (CGIs),,Yes,26% to 50%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Janakpur,Dolakha,Bulungkhani,9,,,,,98,353,6,12,43,115,9,185,2,8,11,23,42,85,99,214,14,23,168,4,4,0,10,8,0,1,0,2,353,0,11-30 minutes,12/05/15,No,None (Stay here),,Fear of landslide/aftershock,,More than 75%,No,More than 75%,None,None,None,More than 75%,None,None,,More than 75%,None,CGIs,,Tarpaulin,,None,,On-site (Less than 20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,More than 15 liters,None,,Not so good (not hygienic),45,No,0,0,0,0,0,Provided,Plan International,On-site,Both times,Yes,No,No,No,2,Yes,No,No,No waste disposal system,,No,No,No,1-2 hours,Own/Cultivated,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,None,,0,0,0,0,0,0,0,0,0,Yes,No,No,,Yes,,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Store/small business,,Selling food items,,No,No,,,None,,None,,Yes,No,No remarkable issues,0,1,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,"No,  no vehicular access",Muddy path to the site,,26% to 50%,None,None,25% or less,More than 75%,More than 75%,Yes,,Yes,,Yes,,Yes,,No,No food support,No,Monsoon vacation,Yes,Government,,Families & friends,,Radio/Newspaper,,Yes,Site management,Yes,Don't know,Recovery plans,,Yes,Needs immediate help to make shleters monsoon ready.,<1500,0%,0%,100%,0%,0,0,98,0
Nepal,7,,18/05/16,,Male,,Female,,,,,,,,,,,,,,,,,,,,,,,288,Sano Byasi,Existed in R6,Sano byasi,Open,25/04/2016,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,13,27.6704,85.43345,1310.960741,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,Yes,Yes,Private,Tent,,Yes,26% to 50%,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Bhaktapur,Byasi,10,,,,,57,250,0,5,20,100,10,135,0,0,5,10,10,30,85,185,15,25,115,0,0,0,2,3,0,5,0,1,57,0,10 minutes or less,04/05/15,No,Place of origin,,House damaged/destroyed,,More than 75%,No,More than 75%,None,None,More than 75%,25% or less,None,None,,More than 75%,More than 75%,Mosquito nets,,Tarpaulin,,CGIs,,On-site (Less than 20 minutes),No,Water truck,,Water truck,,,Chlorinated,,More than 15 liters,None,,Good (Hygienic),8,"Yes, separate entrance/Hand Washing Station",4,4,0,0,0,Provided,IOM,On-site,Both times,No,No,No,Yes,0,,,,Municipal collection,,No,No,Yes,1 hour or less,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito coil,,0,3,0,3,0,0,0,0,0,No,No,No,,No,No pregnent woman,,Off-site (Less than 30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,No,No,,,,Unknown,,,No,No,,Yes,Weaving/knitting,,Technical works,,Yes,No,Self organized,,None,,None,,Yes,Yes,Everyone will be careful about protection issues,0,1,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,None,25% or less,25% or less,25% or less,None,26% to 50%,Yes,,Unknown,,Yes,,Yes,,Yes,,Yes,,Yes,SMA,,Radio/Newspaper,,Mobile phone,,No,,Yes,Don't know,Access to services,,No,"Water supply, provide tents as soon as possible for monsoon , mosquito nets",<1500,0%,80%,20%,0%,0,46,11,0
Nepal,7,,19/05/16,,Female,,Male,,,,,,,,,,,,,,,,,,,,,,,661,Cholelnani,Newly Emerged,,Open,26/04/2015,,Urban,Bagmati,Lalitpur,Karyabinayak Municipality,10,27.63097,85.30304,1344,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Bagmati,Lalitpur,Cholelnani,10,,,,,40,250,1,5,12,85,20,123,2,3,5,10,13,25,77,162,30,50,127,2,2,0,4,0,0,5,0,40,250,6,10 minutes or less,29/04/15,No,Place of habitual residence,,House damaged/destroyed,,More than 75%,No,51% to 75%,None,None,None,More than 75%,None,None,,26% to 50%,51% to 75%,Mosquito nets,,Electric fans,,Water filters,,Off-site (More than 20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,11-15 liters,None,,Good (Hygienic),40,"Yes, separate entrance/Hand Washing Station",20,20,0,0,0,Built by displaced communities,,On-site,Both times,Yes,No,Yes,Yes,40,Yes,No,Yes,Garbage pit,,No,No,Yes,1 hour or less,Own cash,,,Yes,Collect personally,,Yes,No,No,None,,None,,None,,Mosquito coil,,2,0,0,0,2,0,2,0,0,No,No,No,,Yes,,,Off-site (Less than 30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,51% to 75%,51% to 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Craftsmen,,50,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Art/Craft,,Yes,No,Self organized,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,Yes,,,None,None,None,26% to 50%,None,26% to 50%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,SMC/Self-assistance,,Radio/Newspaper,,Radio/Newspaper,,No,,Yes,Don't know,Access to services,,Yes,Water supply,<1500,0%,0%,100%,0%,0,0,40,0
Nepal,7,,18/05/16,,Male,,Male,Secretary,,,,,Male,,,,,,,,,,,,,,,,,618,Santibazar,Existed in R6,,Open,26/04/2015,,Rural,Bagmati,Nuwakot,Manakamana,9,28.01908,85.18295,765.9,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Unknown,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,25% or less,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Dadagaun,9,Bagmati,Rasuwa,Dadagaun,7,45,210,2,14,25,60,6,107,2,4,12,26,25,50,60,120,4,10,103,1,1,0,8,1,0,4,0,0,200,0,Longer,28/08/15,Yes,Nearest village,,House damaged/destroyed,,More than 75%,No,More than 75%,None,None,None,More than 75%,None,None,,None,26% to 50%,Mosquito nets,,None,,None,,On-site (Less than 20 minutes),Yes,Spring/river,,Spring/river,,,No treatment,,6-10 liters,None,,Not so good (not hygienic),3,No,0,0,0,0,0,Provided,Samaritan purse,On-site,Day time,No,No,No,Yes,0,,,,Burning,,No,"Yes, Off-site",Yes,1 hour or less,Own cash,,,Yes,Available for purchase from market,,No,No,No,None,,None,,None,,Mosquito nets,,0,4,0,4,0,0,0,0,0,No,Yes,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,Yes,Off-site (More than 20 minutes),,Off-site (More than 20 minutes),,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Daily wage laborer,,Daily wage laborer,,70,Yes,Lower,Yes,No,,,,No,,,No,No,,No,Agriculture,,Agriculture,,No,No,,,None,,None,,No,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,Yes,,,25% or less,26% to 50%,26% to 50%,26% to 50%,26% to 50%,26% to 50%,Yes,,Unknown,,Unknown,,Yes,,Yes,,Yes,,Yes,NGO/iNGO,,Families & friends,,Families & friends,,No,,Yes,Don't know,Recovery plans,,Yes,,<1500,0%,0%,100%,0%,0,0,45,0
Nepal,7,,13/05/16,,Male,,Male,SMC Treasurer,,,,,Male,SMC vice prez,,,,,Female,,,,,,Female,,,,,510,Bogetaar,Existed in R6,,Open,15/06/2015,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,1,27.991,85.191,1011.643502,,Spontaneous,Other,Private land,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,None,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Dandagaun,9,Bagmati,Rasuwa,Dandagaun,8,104,503,0,41,94,125,10,270,21,21,15,56,62,156,130,255,5,15,233,2,2,0,35,5,1,3,0,0,503,10,Longer,15/07/15,Yes,None (Stay here),,Fear of landslide/aftershock,,More than 75%,No,More than 75%,None,None,None,More than 75%,None,None,,25% or less,25% or less,Fire wood,,Cooking gas,,Mosquito nets,,Off-site (More than 20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,5 liters and less,Taste,,Not so good (not hygienic),6,No,0,0,0,0,3,Provided,Lumanti,On-site,Both times,No,Yes,No,No,0,,,,Burning,,No,No,No,1-2 hours,Own cash,,,No,,,No,No,No,Conjunctivitis,,Cough,,Other,Chicken pox,Mosquito nets,,0,1,0,1,0,2,2,0,0,Yes,No,Yes,Redcross,No,Too far,,Off-site (Less than 30 minutes),,Local Clinic/med practitioners,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,51% to 75%,51% to 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,30,No,Lower,No,No,,,,Yes,,Gulf countries,No,Yes,Kirung,Yes,Livestock,,Agriculture,,Yes,No,Self organized,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,"No,  no vehicular access",No vehicular access at all,,None,None,None,Unknown,None,25% or less,Yes,,Yes,,No,No proper or sufficient drainage system at place,Yes,,No,No food support,Yes,,Yes,Government,,Families & friends,,Families & friends,,Yes,Local NGOs,Yes,Don't know,Relocation plan,,Yes,,<1500,0%,0%,100%,0%,0,0,104,0
