country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,site_access,site_owner,site_shelter,Column35,smc_exist,smc_per_female,smc_community,Column36,Column37,sma_exist,sma_type,Column38,sma_name,Column39,Column40,regist_activity,origin_zone,origin_district,origin_municipality,Column41,Column42,Column43,Column44,Column45,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,return_prevent,Column46,per_sleep_site,Column47,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column48,per_hh_makeshift,Column49,Column50,per_hh_electricity,per_hh_safecook,nfi_a,nfi_b,nfi_c,water_location,water_source_np,water_source_p,Column51,water_treated,water_cons,water_remark,latrine_cond,n_latrine,latrine_gender,latrine_install,Column52,latrine_light,latrine_site,latrine_lock,bathing_gender,hyg_waste,hyg_open_def,hyg_station,hyg_evidence,food_access,food_market,food_source,Column53,Column54,Column55,food_sup_lac,food_sup_child,health_issue,health_issue_b,health_issue_c,Column56,Column57,Column58,Column59,Column60,Column61,health_psych,health_antenat,Column62,health_center_dist,Column63,health_provider,edu_access,edu_access_f,edu_access_i,edu_distance,Column64,Column65,Column66,per_sch_female,per_sch_male,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,job_main,job_main_other,per_hh_income,job_access,job_cattle_site,job_offer,job_offer_how,job_offer_to,job_abr,Column75,job_abr_in,job_abr_family,Column76,job_recruit,Column77,Column78,Column79,Column80,Column81,sec_provided,sec_reported,sec_provider,sec_issue,Column82,Column83,Column84,support_problem,Column85,n_space_child,n_space_female,Column86,gbv_report,sec_mens_seg,Column87,sec_min_discriminate,safe_male,site_unsafe_male,Column88,safe_child,site_unsafe_child,Column89,safe_female,site_unsafe_female,Column90,site_lighting,hyg_f_product,winter_move,Column91,Column92,Column93,winter_shelter,Column94,Column95,winter_a,Column96,winter_b,Column97,winter_c,Column98,Column99,Column100,Column101,Column102,info_src_female,nfo_src_male,info_complaint,Column103,info_main,info_free,Column104,<1500
Nepal,4,,30/11/15,,,,,male,CMC member,,,,,female,,,,,,,,,,,,,,,,,586,Harre,Newly emerged,,Yes,31/07/15,,Rural,Bagmati,Kavrepalanchok,Pokharechauri,8,27.34136,85.48882,877.2250671,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,<2 months,Yes,Private,Tent,,Yes,None,Yes,,,No,,,,,,Yes,Bagmati,Kavrepalanchok,Pokharechauri,9,,,,,33,200,2,10,19,61,6,98,3,5,6,16,25,44,58,10,16,102,4,4,0,4,3,2,5,0,10,0,4,< 30 mins,17/07/15,No,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,>75%,None,None,None,,None,None,Cooking gas,Tarpaulin,Blankets,Off-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,5-10 liters,None,Not so good (not hygienic),3,No,Provided,"District Committee, Authority, Municipality",No,On-site,No,No,Garbage pit,Yes,None,Yes,No,Yes,Own cultivated,,,No,No,No,None,None,None,None,4,0,4,No,No,No,No,Too far,Off-site (< 30 mins),,Government,Yes,Yes,No,Off site <20,,,,<75%,<75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Agriculture/Livestock,,10,No,No,No,,,No,,,No,Yes,No,,Livestock,,Agriculture,,No,No,,None,None,No,,Not enough assistance for all entitled,"Safe space, skill oriented training needed for women",0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,No,,No limitation,,No,Does not protect from cold,,Foam mat (floor),,Heater,,Winter clothes,,In the open,No,,,Radio / News,Local leader,No,,Recovery plans,Yes,The camp at the site is a part of government's  temporary  relocation plan as the IDP's place of origin is rendered high risk of landslide. The IDPs are living in tents in a private open land that has been leased for three months. They are anxious about w,<1500
Nepal,4,,12/12/15,,,,,male,CMC member,,,,,female,,,,,,,,,,,,,,,,,601,Thulichaur,Newly emerged,,Yes,12/08/15,,Rural,Bagmati,Kavrepalanchok,Pokharechauri,7,27.3478,85.48321,613.2650573,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,<2 months,"No, no vehicular access",Private,Tent,,Yes,None,Yes,,,No,,,,,,Yes,Bagmati,Kavrepalanchok,Pokharechauri,9,,,,,21,143,1,4,16,43,6,70,1,2,5,9,14,30,45,8,14,73,1,1,0,2,2,1,0,0,5,0,5,< 30 mins,17/07/15,No,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,>75%,None,None,None,,None,None,Tarpaulin,Blankets,Cooking gas,Off-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,5-10 liters,None,Non usable,0,No,Provided,None,No,On-site,No,No,No System,Yes,None,No,No,No,Own cultivated,,,No,No,No,None,None,None,None,0,2,2,No,No,No,No,Too far,Off-site (< 30 mins),,Government,Yes,Yes,No,Off site <20,,,,<75%,<75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Agriculture/Livestock,,10,No,No,No,,,No,,,No,Yes,No,,Livestock,,Livestock,,No,No,,None,None,Yes,Police,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,No,,Market,,No,Does not protect from cold,,Foam mat (floor),,Heater,,Blanket,,In the open,No,,,Radio / News,Local leader,No,,Recovery plans,Yes,The site is formed as government's temporary relocation plan as the IDP's place of origin is high risk of landslide. The IDPs are living in tents in a private land that has been leased for three months. They are anxious about their future after the three ,<1500
Nepal,4,,28/11/15,,,,,female,,,,,,male,,,,,,,,,,,,,,,,,580,Sajhkot,Newly emerged,,Yes,29/07/15,,Rural,Bagmati,Kavrepalanchok,Sikharaambote,9,27.4867056,85.5971167,1553.584492,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,<2 months,"No, no vehicular access",Private,Tent,,No,,,,,No,,,,,,Yes,Bagmati,Kavrepalanchok,Saanjhkot,9,,,,,21,130,3,3,14,43,1,64,1,4,6,9,19,33,38,2,3,66,2,2,0,5,1,0,7,0,2,10,0,< 10 mins,26/07/15,No,None (Stay here),House damaged/destroyed,,>75%,Yes,Own,None,None,>75%,None,None,None,,None,None,CGIs,Kitchen sets,Tools,Off-site (>20 minutes),Piped water (taps),Piped water (taps),,No treatment,5-10 liters,Suspended solids,No latrines,,,,,,Off-site,,No,No System,Yes,None,No,No,Yes,Own cultivated,,,No,No,No,Conjunctivitis,Diarrhea,Skin infections,Some,1,0,1,Yes,No,No,Yes,,Off-site (1 - 2 hours),,Government,Yes,Yes,No,Off site >20,,,,<50%,<50%,Working,None,Housework,Working,None,Housework,Agriculture/Livestock,,Agriculture/Livestock,,10,No,No,No,,,No,,,Yes,Yes,No,,Livestock,,Livestock,,No,No,,None,None,Yes,Police,Assistance did not respond to the actual need,Need of toilet for women,0,0,Yes,No,No,,No,Yes,,,No,Latrine,,No,Latrine,,No lighting,No,Yes,No,School,,No,The shelter has holes and cracks,,Winter clothes,,Mattress / Bed,,Blanket,,In the open,Yes,Improve animal shelter,,Radio / News,Radio / News,No,,Shelter,Yes,"Out of 65 badly destroyed houses, 21 hhs are living under tent in a private land. Local NGO distributed tents and DDC has shifted 21 Hhs to the current locaton about a month ago. Absence of latrines, electricity, and water supply. Open defecation and peop",1500 - 2500
Nepal,4,,05/09/15,,,,,male,SMC coordinator,,,,,female,Member of women group,,,,,male,Member of SMC,,,,,,,,,,187,Arughat,Existed in previous rounds,,Yes,06/05/15,,Peri-Urban,Gandaki,Gorkha,Tandrang,1,28.03885,84.80825,493.4772007,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,<2 months,"No, no vehicular access",Public/Government,Temporary shelter,,Yes,<50%,Yes,,,No,,,,,,Yes,Gandaki,Gorkha,Tandrang,1,,,,,23,127,2,4,7,43,8,64,1,3,5,9,5,12,43,9,17,63,1,1,0,3,0,1,0,0,2,80,2,< 30 mins,26/04/15,No,Place of origin,Fear of landslide/aftershock,,>75%,No,Own,None,None,None,>75%,None,None,,>75%,None,Blankets,Kitchen sets,None,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Filtered,>15 liters,None,Good (Hygienic),4,"Yes, next to each other/same HWS",Provided,Christian aid,Yes,On-site,Yes,No,Garbage pit,No,Yes,Yes,"Yes, On-Site",Yes,Own cash,,,No,No,No,Common cold,Skin infections,None,None,0,0,0,Yes,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,No,Off site >20,,,,>75%,>75%,Working,None,Housework,Working,None,Housework,Trade,,Trade,,40,Yes,Yes,No,,,No,,,No,No,No,,Weaving / knitting,,Construction,,Yes,No,Military,None,None,Yes,Police,None,Some HHs have land access and some have not.,0,0,Yes,No,No,,No,Yes,,,Yes,,,No,Water point,,"Yes, there is lighting and it is adequate",Yes,Yes,No,Access to supplies/water,,No,Does not protect from cold,,Heater,,Blanket,,Winter clothes,,In shelter separate for cooking,Don't know,,,Families & friends,Authorities,No,,None,Yes,,<1500
Nepal,4,,10/09/15,,,,,male,Chairperson,,Chair person,,,male,Co-chair person,,Co chair person,,,female,Volunter,,Volunter,,,,,,,,203,Hope Esparanza,Existed in previous rounds,,Yes,11/05/15,,Urban,Bagmati,Kathmandu,Kathmandu municipality,6,27.7,85.3559,1331.992197,,Spontaneous,"Collective Centre  (schools, offices, religious, hospital, other)",,No,>2 months,Yes,Public/Government,Tent,,Yes,<25%,Yes,,,Yes,Individual/Private,,Dwarika foundation,,,No,Bagmati,Sindhupalchok,Tatopani,"6,7,8",,,,,93,441,7,35,43,103,22,210,8,15,49,84,55,98,93,26,48,231,4,4,0,15,3,5,9,0,2,0,0,Longer,24/06/15,No,Place of Habitual residence,Fear of landslide/aftershock,,>75%,No,Own,None,None,<75%,None,None,None,,>75%,None,Safer housing / Shelter material,Blankets,Kitchen sets,On-site (<20 minutes),Hand pumps,Water truck,Dwarika foundation,Filtered,>15 liters,Odor/smell,Good (Hygienic),4,"Yes, next to each other/same HWS",Provided,Dwarika foundation,Yes,On-site,Yes,No,Municipal Collection,No,Yes,No,"Yes, On-Site",Yes,Food distribution,,,No,No,No,Conjunctivitis,Skin infections,None,None,0,1,1,Yes,No,No,Yes,,On-site,NGO,"Local clinic, medical practitioners",Yes,Yes,No,Off site <20,,,,Unknown,<75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Agriculture/Livestock,,None,,0,No,No,No,,,No,,,Yes,No,No,,Weaving / knitting,,Construction,,Yes,Yes,Self organized,None,None,No,,None,,1,1,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,No,,Nearest health facility,,No,Does not protect from cold,,Mattress / Bed,,Blanket,,Winter clothes,,In shelter where people sleep,No,,,Families & friends,Families & friends,No,,How to get information,No,,<1500
Nepal,4,,19/12/15,,,,,male,SMC member,,,,,male,Teacher,,,,,female,Secretary,,Women SMC,,,male,Leader,,Youth SMC,,613,Khorlabesi,Newly emerged,,Yes,19/08/15,,Rural,Gandaki,Gorkha,Uhiya,1,28.25377,84.87984,978.7247013,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,>2 months,"No, no vehicular access",Private,Makeshift,,Yes,<50%,Yes,,,Yes,International NGO,,People in need (PIN),,,No,Gandaki,Gorkha,Uhiya,1,,,,,38,239,6,11,25,51,2,95,2,8,11,22,42,67,78,11,13,144,2,2,0,14,3,0,10,0,1,239,1,< 30 mins,26/04/15,No,Place of origin,Fear of landslide/aftershock,,>75%,Yes,Own,None,None,None,None,>75%,None,,None,None,Water supply / Filter,Electricity / Solar system,Tarpaulin,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Chlorinated,>15 liters,Suspended solids,Not so good (not hygienic),4,No,Provided,San Medicinal Fund,No,On-site,Yes,No,Burning,No,None,Yes,"Yes, Off-site",No,Food distribution,,,No,No,Yes,Skin infections,Malnutrition,Diarrhea,Some,0,0,0,No,No,No,No,Too far,Off-site (> 2 hours),,Government,Yes,Yes,No,On site <20,Government,,,>75%,>75%,Working,"Social issues, cultural restrictions",Housework,Working,"Social issues, cultural restrictions",Housework,Agriculture/Livestock,,None,,5,No,Yes,No,,,Yes,,Gulf countries,No,Yes,No,,Livestock,,Livestock,,No,No,,None,None,No,,None,"This site has not any access in terms of road, foot trail, health facility, etc so that they have not getting facility of vaccine, check up, etc. For women, they needed hygiene products specially sanitary pad.",0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,Yes,No,Access to supplies/water,,No,Does not protect from cold,,Mattress / Bed,,Food stock,,Other,Cooking gas,In shelter separate for cooking,Yes,Move animal to valley,,Families & friends,Mobile Phone,No,,None,Yes,"They have lack of access to market, foot trail due to landslides so they have requesting to repair the trail. A primary school is operating in this site in 4 small tents. The main problem is lacking of health services. They have to walk for more than 5 ho",<1500
Nepal,4,,03/10/15,,,,,male,Site resident,,SM,All,,female,Site resident,,SM,All,,male,Site resident,,SM,All,,,,,,,501,Chombar,Existed in previous rounds,,Yes,03/06/15,,Rural,Gandaki,Gorkha,Barpak,8,28.20207,84.73583,1733.113875,,Spontaneous,Other,Agricultural land,No,Unknown,"No, no vehicular access",Private,Makeshift,,No,,,,,Unknown,,,,,,No,Gandaki,Gorkha,Barpak,1,Gandaki,Gorkha,Barpak,1,39,207,2,8,23,66,8,107,1,3,10,18,27,50,58,4,12,100,1,1,0,3,0,1,7,0,13,0,0,30 mins - 1 hour,26/04/15,Yes,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,<25%,None,>75%,None,,>75%,None,CGIs,Kitchen sets,Improved stoves,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,10-15 liters,None,Good (Hygienic),5,No,Provided,Care Nepal,No,On-site,No,No,Burning,No,None,No,"Yes, On-Site",No,Food distribution,,,No,No,Yes,None,None,None,None,0,0,0,No,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,No,Off site >20,,,,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,None,,8,No,Yes,No,,,Yes,,"Malaysia, Kuwait,
Qatar, Saudi, Malaysia",No,No,No,,Weaving / knitting,,Art / Craft,,Yes,No,Self organized,None,None,Yes,Police,None,"Insufficient information about GBV, safe migration & also about Anti-trafficking.",0,0,Yes,Unknown,No,,Unknown,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,No,,Main access road,,Yes,,,Foam mat (floor),,Blanket,,Mattress / Bed,,In shelter where people sleep,Yes,Improve animal shelter,,Radio / News,Radio / News,Unknown,,Situation in areas of origin,Yes,"They want conformation from government by sending geologists in their place of origin, whether their place is safe to live, safe from landslides or else. They also want to have skills based training so that wherever they go they can make their living and ",1500 - 2500
Nepal,4,,04/10/15,,,,,male,Advisor,,SMC,,,female,Member,,SMC,,,,,,,,,,,,,,502,RCB,Existed in previous rounds,,Yes,04/06/15,,Rural,Gandaki,Gorkha,Barpak,4,28.20612,84.74176,1847.720068,,Spontaneous,"Collective Centre  (schools, offices, religious, hospital, other)",,No,Unknown,"No, no vehicular access",Public/Government,Temporary shelter,,Yes,<25%,Yes,,,Unknown,,,,,,No,Gandaki,Gorkha,Barpak,5,Gandaki,Gorkha,Barpak,7,46,246,2,12,30,71,7,122,2,4,16,28,28,58,71,7,14,124,1,1,0,12,3,0,10,1,14,0,8,< 30 mins,03/05/15,Yes,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,<50%,None,None,<25%,None,,<50%,<25%,Cooking gas,Electricity / Solar system,Blankets,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,>15 liters,None,Good (Hygienic),10,No,Provided,"OXFAM - 2, STC - 3, DUDBC - 2
CARE - 3",No,On-site,Yes,No,Garbage pit,No,Yes but no soap/water inside ,Yes,No,Yes,Food distribution,,,No,No,No,Common cold,None,None,None,0,0,0,No,No,No,Yes,,On-site,Unknown,Government,Yes,Yes,No,On site <20,Unknown,,,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Craftsmen,,None,,5,Yes,No,No,,,Yes,,"Qatar, Saudi, Malaysia",No,No,No,,Agriculture,,Construction,,Yes,Yes,Police,Alcohol/drug-related disturbance,Physical assault,Unknown,,None,"Insufficient information about GBV, safe migration and also about Anti - trafficking. 
A person  came to offer free job few days ago.",0,1,Yes,Unknown,No,,Unknown,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,No,,No limitation,,No,Does not protect from cold,,Foam mat (floor),,Blanket,,Heater,,In shelter where people sleep,Yes,Improve animal shelter,,Families & friends,Radio / News,Yes,Police,Recovery plans,Yes,"They want conformation from government by sending geologists in their place of origin, whether their place is safe to live, safe landslide or else",1500 - 2500
Nepal,4,,28/08/15,,,,,male,Local resident,,,,,female,,,,,,,,,,,,,,,,,32,Maheshwori Football Ground,Existed in previous rounds,,Yes,28/04/15,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,6,27.6699,85.4361,1309.741526,,Spontaneous,"Open ground (park, playground, sports ground, other)",,Yes,Unknown,Yes,Private,Tent,,Yes,Unknown,Yes,,,No,,,,,,Unknown,Bagmati,Bhaktapur,,6,Bagmati,Bhaktapur,Bhaktapur municipality,2,180,1176,0,36,192,300,36,564,0,0,48,84,72,264,444,48,84,612,0,0,0,15,2,0,0,1,2,0,0,< 10 mins,25/04/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,>75%,None,None,None,,>75%,None,Blankets,CGIs,None,On-site (<20 minutes),Spring,Water truck,Municipality,Filtered,<5 liters,Odor/smell,Not so good (not hygienic),3,No,Provided,"District Committee, Authority, Municipality",No,On-site,No,No,Municipal Collection,Yes,Yes,Yes,"Yes, On-Site",Yes,Food distribution,,,No,No,No,None,None,None,None,3,0,3,No,No,Yes,No,No doctor,Off-site (< 30 mins),,Government,Yes,Yes,No,Off site <20,,,,>75%,>75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Agriculture/Livestock,,Agriculture/Livestock,,100,No,No,No,,,No,,,No,Yes,No,,Weaving / knitting,,Agriculture,,Yes,No,Police,Alcohol/drug-related disturbance,None,No,,Not enough assistance for all entitled,Drainage problem,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,No,,No limitation,,Don't know,,,Blanket,,Winter clothes,,Tools,,In the open,Don't know,,,Local leader,Local leader,No,,Access to services ,No,Drainage problems,<1500
Nepal,4,,09/12/15,,,,,male,Local member,,,all,,female,Local,,,"D,L",,female,local,,,"D,L",,,,,,,598,Gyan Bijay Sibir,Newly emerged,Napukhho 2,Yes,09/08/15,,Peri-Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,15,27.6729333,85.42315,1335.954645,,Spontaneous,"Open ground (park, playground, sports ground, other)",,Yes,>2 months,Yes,Public/Government,Tent,,Yes,None,Yes,,,Yes,Individual/Private,,aasharam gothe,,,No,Bagmati,Bhaktapur,Bhaktapur municipality,15,Bagmati,Bhaktapur,Bhaktapur municipality,,30,143,0,6,9,43,10,68,2,2,9,15,11,20,37,16,26,75,1,1,0,2,1,0,15,0,0,0,1,< 10 mins,25/04/15,No,Place of origin,House damaged/destroyed,,>75%,Unknown,Own,None,None,<50%,<25%,<25%,None,,<75%,<50%,CGIs,Blankets,Tools,On-site (<20 minutes),Piped water (taps),Water truck,Municipality,No treatment,>15 liters,None,Not so good (not hygienic),2,No,Provided,"District Committee, Authority, Municipality",No,Off-site,Yes,No,Garbage pit,No,None,No,"Yes, On-Site",Yes,Own cash,,,No,No,No,None,None,None,None,0,0,0,No,No,No,No,Too far,Off-site (> 2 hours),,Government,Yes,Yes,No,On site <20,Government,,,>75%,>75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Agriculture/Livestock,,Craftsmen,,75,Yes,No,No,,,No,,,No,No,No,,Weaving / knitting,,Store / small business,,No,No,,None,None,Yes,Police,None,No remarkable comments,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,No,,No limitation,,No,Does not protect from rain,,CGIs,,Tools,,Blanket,,In the open,No,,,Radio / News,Mobile Phone,No,,Shelter,No,"back pain due to cold 
main problems of latrines toilets tents 
no electricity",<1500
Nepal,4,,25/08/15,,,,,male,Member,,,,,female,Volunteer,,,,,female,,,,L,,,,,,,21,Padma High School,Existed in previous rounds,,Yes,25/04/15,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,15,27.6721,85.4284,1335.649842,,Spontaneous,"Open ground (park, playground, sports ground, other)",,Yes,Unknown,Yes,Public/Government,Tent,,Yes,<50%,Yes,,,Yes,International NGO,,Salvation army,,,Yes,Bagmati,Bhaktapur,Bhaktapur municipality,15,Bagmati,Bhaktapur,Bhaktapur municipality,13,79,375,0,0,0,115,48,163,0,0,10,10,0,0,144,58,106,212,1,1,0,2,4,0,8,0,15,0,2,< 10 mins,12/05/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,<75%,<25%,None,None,,<75%,None,Safer housing / Shelter material,CGIs,None,On-site (<20 minutes),Water truck,Water truck,Municipality,Filtered,>15 liters,None,Not so good (not hygienic),2,No,Already on site,,Yes,On-site,Yes,No,Municipal Collection,No,Yes,Yes,"Yes, Off-site",Yes,Own cash,,,No,No,No,Skin infections,TB,RTI,Some,0,0,0,Yes,Yes,Yes,Yes,,off-site (< 30 mins),,Government,Yes,Yes,Yes,On site <20,Government,On site <20,SMC,>75%,>75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Agriculture/Livestock,,Agriculture/Livestock,,60,No,No,No,,,No,,,No,Yes,No,,Weaving / knitting,,Store / small business,,No,No,,Alcohol/drug-related disturbance,None,Yes,Police,None,,1,1,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,No,,No limitation,,No,Does not protect from cold,,CGIs,,Winter clothes,,Mattress / Bed,,In homes nearby,No,,,Local leader,Radio / News,No,,Other relief assistance,Yes,"Specially we are worried for winter, majority of people are old and poor so we seek your assistance 
female old lady living alone for more than 30 yrs psychosocial support required",<1500
Nepal,4,,26/08/15,,,,,male,Chairperson,,Leader,All,,female,Local,,,,,,,,,,,,,,,,25,Bhaktapur Bahumukhi Campus,Existed in previous rounds,,Yes,26/04/15,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,17,27.67,85.4217,1330.468178,,Spontaneous,"Collective Centre  (schools, offices, religious, hospital, other)",,Yes,<2 months,Yes,Public/Government,Tent,,Yes,<25%,Yes,,,No,,,,,,Yes,Bagmati,Bhaktapur,Bhaktapur municipality,17,Bagmati,Bhaktapur,Bhaktapur municipality,15,65,343,1,18,14,97,17,147,2,3,16,34,32,46,119,27,44,196,0,0,0,3,3,0,7,0,3,3,2,< 10 mins,23/08/15,No,Place of origin,House damaged/destroyed,,<75%,No,Own,None,None,>75%,None,None,None,,<25%,<25%,CGIs,Blankets,Tarpaulin,Off-site (<20 minutes),Friends / relatives / nearby community,Water truck,Municipality,No treatment,<5 liters,None,No latrines,,,,,,Off-site,,No,Municipal Collection,No,None,No,"Yes, On-Site",Yes,Food distribution,,,No,No,No,Diarrhea,None,None,None,0,0,0,No,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,No,On site <20,Government,,,>75%,>75%,Fees or costs,Distance to school,,Fees or costs,Distance to school,,Agriculture/Livestock,,Daily Wage laborer,,25,Yes,Yes,No,,,No,,,No,Yes,No,,Art / Craft,,Store / small business,,No,No,,Friction with host community,None,Yes,Police,None,One girl of 12/13 years age faced protection issue of sexual assault at night so she is vulnerable in camp lives with her mother only,0,0,Yes,No,No,,No,Yes,,,Yes,,,No,Latrine,,"Yes, there is lighting but it is NOT adequate",Yes,No,,No limitation,,No,The shelter has holes and cracks,,Foam mat (floor),,Blanket,,Mattress / Bed,,In shelter where people sleep,No,,,Mobile Phone,Mobile Phone,No,,Recovery plans,Yes,"Problem of drinking water/ tank water
Toilet/ batheroom problem
Tents and lights
1 girl 12/13 yr needs protectio
Snakes/ reptiles",<1500
Nepal,4,,22/09/15,,,,,male,Member,,,,,female,,,,,,,,,,,,,,,,,290,Bramhayanipeeth,Existed in previous rounds,,Yes,23/05/15,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,2,27.667522,85.446582,1346.013168,,Spontaneous,"Collective Centre  (schools, offices, religious, hospital, other)",,No,Unknown,Yes,Public/Government,Inside building,,Yes,<25%,Yes,,,No,,,,,,Yes,Bagmati,Bhaktapur,Bhaktapur municipality,2,Bagmati,Bhaktapur,Bhaktapur municipality,1,35,172,2,5,18,54,4,83,1,3,6,11,11,29,57,14,18,89,0,0,0,3,2,0,13,8,5,0,0,< 10 mins,25/04/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,None,None,None,>75%,Open building,>75%,None,Blankets,Cooking gas,CGIs,On-site (<20 minutes),Spring,Water truck,Municipality,No treatment,5-10 liters,None,No latrines,,,,,,Off-site,,No,Municipal Collection,Yes,None,No,"Yes, On-Site",Yes,Food distribution,,,No,No,No,None,None,None,None,0,0,0,No,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,No,Off site <20,,,,>75%,>75%,Lack of gendered facilities,None,,Lack of gendered facilities,None,,Agriculture/Livestock,,Agriculture/Livestock,,30,No,No,No,,,No,,,No,Yes,No,,Agriculture,,Construction,,No,Yes,,Alcohol/drug-related disturbance,None,Yes,Police,None,,0,0,Yes,No,No,,Unknown,Yes,,,No,Latrine,,No,Latrine,,"Yes, there is lighting but it is NOT adequate",Yes,No,,No limitation,,No,Does not protect from cold,,Blanket,,Mattress / Bed,,Food stock,,In shelter where people sleep,No,,,Families & friends,Families & friends,Yes,Police,Recovery plans,Yes,"Children go to nearby river to play. People request for toys, for them and clothes for children below 1 year, CGIs required to cover the open side of the building.",<1500
