country,round,site_id,survey_date,,site_name,,site_open,site_date_open,site_date_close,site_region,site_zone,site_district,site_munipality,,site_latitude,site_longitude,,,site_class,site_type,,,site_owner,,site_date_close_exp,site_access,site_shelter,,smc_exist,smc_per_female,site_community,,,sma_exist,sma_type,,sma_name,,,regist_activity,origin_region,origin_zone,origin_district,origin_municipality,,,,,,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_lactating,n_pwd,n_chronic_ill,n_hoh_elder,site_dist_origin,site_idp_last,return_area,prev_displaced,return_prevent,,per_sleep_site,,prev_own,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safecook,nfi_a,,nfi_b,,nfi_c,,water_location,water_source_np,,water_source_p,,,water_cons,,,latrine_cond,,n_latrine,latrine_gender,latrine_install,,latrine_light,latrine_site,latrine_lock,bathing_gender,hyg_waste,,hyg_open_def,hyg_station,hyg_evidence,food_access,food_market,food_source,,,,food_sup_lac,food_sup_child,health_issue,,health_issue_b,,health_issue_c,,,,,health_center_dist,,health_provider,,health_psych,,edu_access,edu_distance,,per_sch_female,per_sch_male,job_main,,per_hh_income,job_access,job_cattle_site,job_offer,job_offer_how,,job_offer_to,,food_land,sec_provided,sec_provider,,,sec_mens_seg,,site_lighting,info_src,,info_complaint,,info_main,,info_free,
Nepal,3,300,9-Jul-2015,,Chainpur Salyankot -4,,No,,4-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,301,9-Jul-2015,,Chaksi goun,,No,,4-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,302,9-Jul-2015,,Cheupati,,No,,4-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,303,9-Jul-2015,,Deurali Khalte - 6,,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,304,9-Jul-2015,,Dhada goun,,No,,2-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,305,9-Jul-2015,,"Duwakot - 2, Kupa",,No,,2-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,306,9-Jul-2015,,"Duwakot - 7, Guthgaun, bhangeristhan",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,307,9-Jul-2015,,"Duwakot - 8, Karkale tar",,No,,2-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,308,9-Jul-2015,,"Duwakot -1,Palate",,No,,2-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,309,9-Jul-2015,,"Gaunthale Mathillo, Salyang VDC-9",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,310,9-Jul-2015,,Hatiya Salyankot -2,,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,311,9-Jul-2015,,"Irju Hatiya-3, Kumpur",,No,,2-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,312,9-Jul-2015,,"Jagiri Goun, Aragouta, khunga",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,313,9-Jul-2015,,Katunje Bazaar,,No,,4-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,314,9-Jul-2015,,"Katunje-2,Cheugaun",,No,,4-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,315,9-Jul-2015,,"Khalte - 5, Pateni",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,316,9-Jul-2015,,"Khalte 1, Patale",,No,,2-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,317,9-Jul-2015,,"Khalte-3, Khalte",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,318,9-Jul-2015,,"Khalte-6, Jogi danda",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,319,9-Jul-2015,,"Khari - 1, Khumaltari",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,320,9-Jul-2015,,"Khari-8, Majhgaun",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,321,9-Jul-2015,,Koiralagaun,,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,322,9-Jul-2015,,Kumpur -3 Sanitar,,No,,2-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,323,9-Jul-2015,,Kumpur -5 Pokhari,,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,324,9-Jul-2015,,Kumpur -7 Chandanda,,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,325,9-Jul-2015,,"Kumpur -7, Thumka",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,326,9-Jul-2015,,"Kumpur-2, Kampur danda",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,328,9-Jul-2015,,"Palpali tol, timal khola",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,329,9-Jul-2015,,Pandit Pouwa,,No,,2-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,330,9-Jul-2015,,Patale - 1,,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,331,9-Jul-2015,,Paudelgaun,,No,,6-Feb-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,332,9-Jul-2015,,Phyaakse,,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,333,9-Jul-2015,,Piple Kampur VDC-4,,No,,2-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,334,9-Jul-2015,,Poudelthok,,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,335,9-Jul-2015,,"Sallaghari danda, Aginchowk - 6",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,336,9-Jul-2015,,Santedi,,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,337,9-Jul-2015,,"Sukaira, Badahare",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,338,9-Jul-2015,,"Tallo berlang, salyankot",,No,,3-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,339,9-Jul-2015,,Tharpu,,No,,4-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,340,9-Jul-2015,,Tharpubhanjyang,,No,,4-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,342,30-Jun-2015,,"Bagultar, Dev Bhumi, Baluwa, panchkhal - 10",Baluwa,No,,29-Jun-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,343,30-Jun-2015,,"Bhaisel tol , panchkhal municipality - 9",Panchkhal 9,Yes,25-Apr-2015,,Central Development Region,Bagmati,Kabhrepalanchok,Panchkhal,9,27.63467,85.65346,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Private,No,Unknown,Yes,Makeshift/tarpaulin shelter,,No,,,,,No,,,,,,No,Central Development Region,Bagmati,Kabhrepalanchok,Panchkhal,9,Bagmati,,,,46,218,2,6,19,80,0,107,4,6,6,12,30,49,69,149,2,2,111,5,11,2,1,1,< 10 mins,25/04/2015,Place of origin,No,House damaged/destroyed,,> 75%,No,Own,None,None,more than 75%,None,more than 75%,< 50%,CGIs,,Kitchen sets,,Tools,,Off-site (<20 minutes),Piped water (taps),,Piped water (taps),,,10-15 ltr,None,,Non usable,Yes,4,No,Provided / Installed,"Self, not in good condition",No,On-site,Yes,No,No Waste Disposal System,,Yes,Yes but no soap/water inside ,No,"Yes, Off-site",Yes,Food Distribution/Donation,,NGO  and individuals,No,No,No,Diarrhea,,Skin infections,,None,,No,Yes,,Off-site (1-2 hours) ,,Local Clinic/med practitioners,,No,,Yes,Off-site (>20 minutes) ,,<50%,< 50%,Agriculture/Livestock,,5,No,Yes,No,,,,No,Yes,No,,,Yes,No,,"Yes, there is lighting but it is NOT adequate",Local leader,,No,,Recovery plans,,Yes,Not enough latrines
Nepal,3,344,6-Jul-2015,,"Bhimkhoti danda, VDC-2",Bhimkhori 2,No,,5-Jul-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,350,2-Jul-2015,,"Deupur, Gairibisauna - 3, sipaghat",Gairibisauna 3,No,,1-Jul-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,351,2-Jul-2015,,"Deupur, Gairibisauna - 3, sipaghat, tallobazzar, kavre",Tallobazzar,No,,1-Jul-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,355,2-Jul-2015,,"Hangethati, Anaikot - 15, panchkhal, municipality",Panchkhal 15,Yes,25-Apr-2015,,Central Development Region,Bagmati,Kabhrepalanchok,Panchkhal,15,27.66238,85.59007,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Private,No,Unknown,Yes,Makeshift/tarpaulin shelter,,No,,,,,No,,,,,,No,Central Development Region,Bagmati,Kabhrepalanchok,Panchkhal,15,,,,,30,152,2,12,12,53,9,88,2,4,0,12,13,25,43,96,6,15,64,1,8,3,0,2,< 10 mins,25/04/2015,Place of origin,No,House damaged/destroyed,,> 75%,No,Own,None,None,more than 75%,None,more than 75%,< 25%,CGIs,,Blankets,,Mosquito nets,,Off-site (>20 minutes),Unprotected Well,,Unprotected Well,,,<5 ltr,Suspended solids,,Not so good (not hygienic),No,2,No,Already on site,,No,On-site,No,No,Burning,,Yes,Yes but no soap/water inside ,No,"Yes, On-Site",Yes,Borrowed cash,,,No,No,No,Diarrhea,,Skin infections,,RTI,,No,Yes,,Off-site (< 30 minutes) ,,Government,,No,,Yes,Off-site (>20 minutes) ,,<50%,< 50%,Agriculture/Livestock,,5,No,Yes,No,,,,No,Yes,No,,,Yes,No,,No lighting,Families & friends,,No,,Recovery plans,,Yes,Not enough latrines on site. Having to walk for an hour to collect water. Water has suspended solids.
Nepal,3,356,7-Jul-2015,,"Hokse bazzar, panchkhal, muncipality - 7",Panchkhal 7,No,,1-Jul-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,358,6-Jul-2015,,"Karamdanda, bhimkhori-2, kavre",Bhimkhori 2,No,,3-Jul-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,359,6-Jul-2015,,"Kashikhanda -4, charuwa",Kashikhanda 4,No,,3-Jul-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,365,2-Jul-2015,,"Mahadevsthan VDC-9, Devisthan, Danuwar goun",Devisthan,No,,1-Jul-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,366,2-Jul-2015,,"Manegoun, Anaikot-13, panchkhal, muncipality",Panchkhal 13,No,,1-Jul-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,3,369,30-Jun-2015,,"Panchkhal - 9, aapghari",Panchkhal 9,Yes,25-Apr-2015,,Central Development Region,Bagmati,Kabhrepalanchok,Panchkhal,9,27.63162,85.651,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Private,Yes,<2 months,Yes,Makeshift/tarpaulin shelter,,No,,,,,No,,,,,,Yes,Central Development Region,Bagmati,Kabhrepalanchok,Panchkhal,9,,,,,42,152,0,2,27,41,2,72,0,0,4,6,25,52,49,90,2,4,80,1,10,0,0,8,< 10 mins,25/04/2015,Place of origin,No,House damaged/destroyed,,> 75%,No,Own,None,None,more than 75%,None,more than 75%,< 25%,CGIs,,Kitchen sets,,Mosquito nets,,Off-site (<20 minutes),Piped water (taps),,Piped water (taps),,,10-15 ltr,Suspended solids,,Not so good (not hygienic),Yes,5,No,Provided / Installed,NGO,No,On-site,Yes,No,Garbage pit,,Yes,None,Yes,"Yes, On-Site",Yes,Borrowed cash,,,Yes,No,No,Diarrhea,,Skin infections,,None,,Yes,Yes,,Off-site (< 30 minutes) ,,Government,,No,,Yes,Off-site (>20 minutes) ,,<75%,<75%,Agriculture/Livestock,,5,No,Yes,No,,,,No,Yes,No,,,Yes,No,,"Yes, there is lighting but it is NOT adequate",Local leader,,No,,Recovery plans,,Yes,"Not enough traps for all. No good latrines. Family  sizes are small, most are living separately from their family/relatives by choice."
Nepal,3,370,2-Jul-2015,,"Parankot tol, Anaikot, Panchkhal - 12",Panchkhal 12,Yes,25-Apr-2015,,Central Development Region,Bagmati,Kabhrepalanchok,Panchkhal,12,27.68699,85.57377,,,Spontaneous,"Open ground (park, playground, sports ground, other)",,,Private,No,Unknown,Yes,Makeshift/tarpaulin shelter,,No,,,,,No,,,,,,No,Central Development Region,Bagmati,Kabhrepalanchok,Panchkhal,12,,,,,21,98,0,2,16,27,3,48,1,1,6,8,9,25,27,54,7,10,50,2,5,1,1,0,< 10 mins,25/04/2015,Place of origin,No,House damaged/destroyed,,> 75%,No,Own,None,None,more than 75%,None,more than 75%,< 50%,CGIs,,Mosquito nets,,Tools,,On-site (<20 minutes),Piped water (taps),,Piped water (taps),,,5-10 ltr,Suspended solids,,Non usable,No,0,No,Already on site,,No,Off-site,No,No,No Waste Disposal System,,Yes,None,No,"Yes, Off-site",Yes,Borrowed cash,,,No,No,No,Diarrhea,,Skin infections,,RTI,,Yes,Yes,,Off-site (1-2 hours) ,,Government,,No,,Yes,Off-site (>20 minutes) ,,<50%,< 50%,Agriculture/Livestock,,5,No,Yes,No,,,,No,Yes,No,,,Yes,No,,"Yes, there is lighting but it is NOT adequate",Mobile Phone,,No,,Recovery plans,,Yes,"No latrines, problem with drinking water, no security  provided on site."
