country,round,site_id,site_name,,survey_date,site_zone,site_district,site_municipality,site_latitude,site_longitude,site_open,site_date_close,site_class,site_type,,site_date_open,site_date_close_exp,site_access,site_owner,site_shelter,,smc_exist,smc_per_female,site_community,,,sma_exist,sma_type,,sma_name,,,regist_activity,,,,,,,,,,,,,,,origin_zone,origin_district,origin_municipality,,,,,,n_family,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_total,n_pregnant,n_lactating,n_pwd,n_chronic_ill,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,,site_idp_last,return_area,prev_displaced,return_prevent,,per_sleep_site,,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safecook,,,nfi_a,,nfi_b,,nfi_c,,,,water_location,water_source_np,,water_source_p,,water_avg,,,latrine_cond,n_latrine,latrine_lock,,latrine_gender,bathing_gender,hyg_waste,,hyg_open_def,hyg_station,hyg_evidence,food_access,food_market,food_source,,,food_sup_lac,food_sup_child,health_issue,,health_issue_b,,health_issue_c,,health_center,,health_center_dist,health_provider,,health_medicine,edu_access,edu_distance,per_sch_female,per_sch_male,,job_main,,per_hh_income,job_access,,job_cattle_site,food_land,job_recruit,,sec_provided,,sec_provider,,,,sec_reported,support_problem,,n_space_child,n_space_female,,,sec_mens_seg,,sec_min_discriminate,safe_male,safe_child,safe_female,site_lighting,info_src,,info_complaint,,info_main,,info_free,
Nepal,2,202,Jogitar,,28-May-2015,Bagmati,Kavrepalanchok,Chandeni,27.7106300,85.6536600,Yes,,Spontaneous,Transitional Centre,,25/04/2015,Unknown,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,Yes,Dhaka community,No,,Yes,NGO and Private support,No,,No,,No,,Bagmati,Kavrepalanchok,Chandeni Mandan,1,Bagmati,Kavrepalanchok,Chandeni Mandan,1,97,2,20,60,160,20,262,3,5,10,30,75,135,155,315,28,48,271,533,4,7,4,20,15,0,10,3,25/04/2015,25/04/2015,Place of origin,No,House damaged / destroyed,,> 75%,No,None,< 75%,< 75%,< 25%,More than 75%,None,None,<25%,Kitchen sets,,Other,Food,CGI,,Yes,Yes,Off-site (>20 minutes),Spring,,Piped water supply,,>15 liters,None,,No latrines,0,No,Yes,No,No,No waste disposal,,Yes,None,Yes,No,No,Cash,,No,No,No,RTI,,Other,weakness,Other,Psychological Disorder,Yes,Yes,Off-site (>3 km),Government,,Yes,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,Yes,Yes,No,,Yes,No,Community leaders,,,,No,Assistance did not respond,,0,0,Yes,No,Yes,Separate Space,No,No,No,No,"Yes, there is lighting but it is not adequate",Social media,,Yes,Police,Recovery plans,,Yes,Priority site
Nepal,2,203,Hope Esparanza,,4-Jun-2015,Bagmati,Kathmandu,Kathmandu Municipality ,27.7110000,85.3559000,Yes,,Spontaneous,Collective Settlement / Centre,,5/5/15,Unknown,Yes,Public / Government,Tents / Temporary shelter,,Yes,<50%,No,,,No,,,,,,Yes,Yes,Dwarika's Hotel,Yes,Dwarika's Hotel,Yes,Dwarika's Hotel,Yes,Dwarika's Hotel,Yes,Dwarika's Hotel,Yes,Dwarika's Hotel,Yes,Dwarika's Hotel,Bagmati,Sindhupalchok,Tatopani,"6,8",,,,,68,6,19,31,99,19,174,6,12,0,19,31,62,99,198,19,38,155,329,6,9,0,0,2,0,0,200,15/05/2015,,None (stay here),No,House damaged / destroyed,,> 75%,No,None,More than 75%,None,None,More than 75%,More than 75%,None,<75%,CGI,,Other,Pipe,None,,No,No,On-site (<20 minutes),hand pumps,,Other,Water Purifiers,10-15 liters,None,,Good,4,Yes,Yes,Yes,Yes,Garbage pit,,No,Yes,Yes,"Yes, on-site",Yes,Distribution,,Yes,Yes,Yes,Other,Fever,Other,Chicken Pox,None,,Yes,Yes,On-site (<3 km),Local clinic,,Yes,Yes,On-site (<20minutes),<50%,<75%,Onsite,Craftsman,,50.00%,Yes,No,No,No,No,,Yes,No,Self organized,,,,No,None,,2,2,Yes,Yes,No,,No,Yes,Yes,Yes,"Yes, there is lighting and it is adequate",Families & friends,,Yes,Site Management Committee,Recovery plans,,Yes,Priority site
Nepal,2,206,Chuchepati,,30-May-2015,Bagmati,Kathmandu,Kathmandu Municipality ,27.7199000,85.3526600,Yes,,Planned,Camp,,25/04/2015,>2 months,Yes,Private,Tents / Temporary shelter,,Yes,None,Yes,,,No,,,,,,Yes,No,,Yes,"MSF, Japanese Army, Santa Bhawan Hospital",No,,No,,Yes,Self managed,Yes,UNICEF,No,,Bagmati,Nuwakot,,,Bagmati,Sindhupalchok,,,600,60,330,600,960,210,2160,60,120,120,450,390,990,1200,2160,150,360,1920,4080,19,119,28,20,40,0,585,30,25/04/2015,16/05/2015,Nearest village,No,House damaged / destroyed,,> 75%,No,< 50%,< 75%,More than 75%,None,None,< 50%,None,None,Other,Gas Stove,Kitchen sets,,Other,First Aid box,No,No,On-site (<20 minutes),Other,Tank,Other,Tank,>15 liters,odor/smell,,Not so good,20,Yes,Yes,Yes,No,Burning,,Yes,Yes,Yes,"Yes, on-site",Yes,Cash,,No,No,No,None,,None,,None,,No,,Unknown,Unknown,,No,Yes,On-site (<20minutes),<50%,< 50%,Unknown,Daily laborer,,5.00%,No,No,No,No,No,,Yes,No,Self organized,,,,Unknown,None,,1,1,Yes,No,No,,No,Yes,Yes,Yes,No lighting,Mobile phone,,No,,Unknown,,Yes,Priority site
Nepal,2,234,Tundikhel,,9-Jun-2015,Bagmati,Kathmandu,Kathmandu Municipality ,27.7019440,85.3147500,Yes,,Pre identified site / Open Space,Collective Settlement / Centre,,4/25/15,Unknown,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,Armed Forces,,Nepal Army,COl. Prayog Jung Rana,9851048588,Yes,Yes,Nepal Army,Yes,Nepal Government,Yes,"Nepal Gov, Nepal Army, Khalsa, World Vision, UNFPA",Yes,KHALSA,Yes,Nepal Army,Yes,Veerayatan Vidyapeeth Rudrani,No,,Bagmati,Kathmandu,Kathmandu Municipality ,28,Bagmati,Kathmandu,Kathmandu Municipality ,31,677,23,135,0,1281,23,1462,35,58,213,348,0,0,1267,2548,40,63,1555,3017,20,116,1,6,0,0,0,0,25/04/2015,13/05/2015,Place of origin,No,House damaged / destroyed,,> 75%,Unknown,None,More than 75%,None,None,None,None,None,None,Other,Solar lights,Other,water purifier,Plastic sheeting,,No,No,On-site (<20 minutes),Water truck,,Water truck,,10-15 liters,None,,Good,51,Yes,Yes,Yes,Yes,Other,Garbage pick up,No,Yes,Yes,"Yes, on-site",Yes,Distribution,,No,Yes,Yes,None,,None,,None,,Yes,Yes,On-site (<3 km),Government,,Yes,Yes,On-site (<20minutes),<50%,< 50%,Onsite,Other,Reserved Cash,50,Yes,No,No,No,No,,Yes,Yes,Military,,Alcohol/drug-related disturbance,,No,None,,1,1,Yes,No,No,,No,Yes,Yes,Yes,No lighting,Radio / News,,Yes,Police,Other relief assistance,,Yes,Priority site
Nepal,2,235,Santibazaar Coloney,,6-Mar-2015,Bagmati,Nuwakot,Manakamana,28.0150700,85.1831800,Yes,,Spontaneous,Collective Settlement / Centre,,26/05/2015,Unknown,Yes,Public / Government,Empty building,,Yes,<50%,Yes,,,No,,,,,,No,Yes,Red Cross Rasuwa,Yes,Organization unknown to respondants,Yes,Indian Organization,Yes,Korean Project,Yes,Nepal Police and Army,Yes,UNICEF,No,,Bagmati,Rasuwa,Haku,"8,9",Bagmati,Rasuwa,Thulo Gaun,"8,9",280,47,31,78,327,31,514,31,78,62,93,140,218,311,638,16,47,560,1074,15,150,10,20,40,8,30,650,26/04/2015,2/5/15,None (stay here),No,Lack of safety,,> 75%,No,None,< 25%,None,More than 75%,More than 75%,None,None,None,Plastic sheeting,,Kitchen sets,,Blankets,,Yes,Yes,On-site (<20 minutes),Piped water supply,,Piped water supply,,10-15 liters,None,,Not so good,11,No,Yes,No,No,Garbage pit,,Yes,"Yes, but no soap / water inside",No,"Yes, on-site",Yes,Distribution,,No,Yes,Yes,Other,Skind Diseases,Diarrhea,,Other,Common Cold,Yes,No,Off-site (>3 km),Local clinic,,No,No,Unknown,,,,Agro-pastoralism,,0.00%,No,No,No,No,Unknown,,Yes,Yes,Police,,Theft,,"Yes, and exacerbated after t",Not enough assistance for all entitled,,1,1,Yes,No,No,,No,No,No,No,"Yes, there is lighting but it is not adequate",Local leader,,Yes,Local Leaders,Recovery plans,,Yes,Priority site
Nepal,2,237,Golphu,,6-May-2015,Bagmati,Nuwakot,Betini,27.5402500,85.2870800,Yes,,Spontaneous,Collective Settlement / Centre,,12/5/15,Unknown,Yes,Public / Government,Other,Self made shelter using old zinc sheets,No,,,,,No,,,,,,No,No,,No,,No,,No,,No,,No,,No,,Bagmati,Nuwakot,Beteni,7,Bagmati,Nuwakot,Beteni,8,75,4,23,68,120,23,238,8,12,15,38,41,109,124,244,19,42,207,445,0,1,2,2,0,0,0,6,12/5/15,4/6/15,None (stay here),No,House damaged / destroyed,,> 75%,No,None,None,More than 75%,None,< 25%,None,None,None,Other,Toilets,Other,Electricity,Blankets,,Yes,Yes,Off-site (>20 minutes),Piped water supply,,Piped water supply,,10-15 liters,None,,Not so good,0,No,Yes,No,No,No waste disposal,,Yes,None,No,No,Yes,Cash,,No,No,No,Diarrhea,,Malnutrition,,None,,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,2.00%,No,No,No,No,No,,No,Yes,,,Theft,,No,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,No,No,No,"Yes, there is lighting and it is adequate",Radio / News,,Yes,Armed Police Force,Recovery plans,,Yes,Priority site
Nepal,2,238,Ghyang,,6-May-2015,Bagmati,Nuwakot,Betini,27.5442500,85.2835300,Yes,,Spontaneous,Collective Settlement / Centre,,27/05/2015,Unknown,Yes,Unknown,Other,Self made shelterusing old zinc sheets.,No,,,,,No,,,,,,No,No,,No,,No,,No,,No,,No,,No,,Bagmati,Nuwakot,Beteni,9,,,,,50,0,25,25,75,0,125,0,0,0,25,31,56,63,138,0,0,94,219,1,1,1,3,0,0,0,0,27/05/2015,,None (stay here),No,House damaged / destroyed,,> 75%,No,None,None,More than 75%,None,None,None,None,None,Other,Toilets,Other,Construction Material,None,,Yes,Yes,Off-site (>20 minutes),Piped water supply,,Piped water supply,,10-15 liters,None,,Not so good,1,Yes,Yes,No,No,No waste disposal,,Yes,Yes,No,No,Yes,Cash,,No,No,No,Diarrhea,,Other,Fever,None,,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,3.00%,No,No,Yes,No,No,,No,No,,,,,No,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,No,No,No,"Yes, there is lighting but it is not adequate",Radio / News,,Yes,Village Development Committee,Recovery plans,,Yes,Priority site
Nepal,2,240,"Dadagaon, Gerkhu 8",,26-May-2015,Bagmati,Nuwakot,Gerkhu,27.9456800,85.1973200,Yes,,Spontaneous,Other,Self made shelter on villager's own land (not camp like setting),25/04/2015,Unknown,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,Yes,CARITAS Nepal,Yes,Nuwakot Red Cross Society,No,,No,,No,,Bagmati,Nuwakot,Gerkhu,Gerkhu Ward 8,,,,,181,15,25,150,232,40,462,25,40,35,60,164,314,350,582,50,90,624,1086,6,70,7,15,30,0,30,12,25/04/2015,,Place of origin,No,House damaged / destroyed,,> 75%,No,None,More than 75%,< 25%,< 25%,More than 75%,None,None,None,Blankets,,Kitchen sets,,Mosquito nets,,Yes,Yes,Off-site (>20 minutes),None,,Spring,,5-10 liters,suspended solids,,Non usable,5,No,Yes,No,No,No waste disposal,,Yes,Unknown,No,"Yes, on-site",Yes,Distribution,,No,No,No,Diarrhea,,Malnutrition,,Other,Fever,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,15.00%,No,No,No,Yes,No,,Yes,Yes,Police,,Alcohol/drug-related disturbance,,No,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,No,No,No,"Yes, there is lighting but it is not adequate",Families & friends,,Unknown,,Recovery plans,,Yes,Priority site
Nepal,2,241,Gerkhutar Ward 3,,26-May-2015,Bagmati,Nuwakot,Gerkhu,27.9397000,85.1617400,Yes,,Spontaneous,Other,Self made shelters,25/04/2015,Unknown,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,Yes,CARITAS Nepal,Yes,"Indian Embassy, World Hindu Federation",No,,No,,No,,Bagmati,Nuwakot,Gerkhu,Gerkhu Ward 3,Bagmati,Nuwakot,Gerkhu,Gerkhu Ward 3,275,12,20,205,231,66,534,13,25,24,44,220,425,240,471,69,135,566,1100,7,50,4,7,11,2,18,30,25/04/2015,25/04/2015,Place of origin,No,House damaged / destroyed,,> 75%,No,None,More than 75%,< 25%,None,More than 75%,None,None,None,Mosquito nets,,Kitchen sets,,Blankets,,Yes,Yes,On-site (<20 minutes),None,,Piped water supply,,10-15 liters,suspended solids,,Non usable,20,Yes,Yes,No,No,No waste disposal,,Yes,None,No,"Yes, on-site",Yes,Distribution,,No,No,No,Dysentery,,Other,Typhoid fever,Other,Common Cold,Yes,Yes,On-site (>3 km),Government,,Yes,No,Unknown,,,,Agro-pastoralism,,25.00%,No,No,Yes,Yes,No,,Yes,Yes,Police,,Theft,,Yes,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,No,No,No,"Yes, there is lighting but it is not adequate",Local leader,,No,,Shelter,,Yes,Priority site
Nepal,2,242,Rip Khadkatar,,27-May-2015,Bagmati,Nuwakot,Kalyanpur,27.9488100,85.0639000,Yes,,Spontaneous,Other,Self made shelter in own land - not camp like setting,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,Yes,"Government, Self help volunteers",Yes,"Government, Self help volunteers",No,,Yes,By a village lady,No,,Bagmati,Nuwakot,Kalyanpur,"Rip Khadkatar, Ward No. 6",,,,,110,8,30,40,115,16,209,12,20,50,80,70,110,190,305,6,22,328,537,6,35,4,0,10,4,20,12,25/04/2015,,Place of origin,No,House damaged / destroyed,,> 75%,No,None,More than 75%,< 50%,None,More than 75%,None,None,None,CGI,,Mosquito nets,,Kitchen sets,,Yes,Yes,On-site (<20 minutes),None,,Piped water supply,,10-15 liters,None,,Non usable,10,No,Yes,No,No,No waste disposal,,Yes,"Yes, but no soap / water inside",Yes,"Yes, on-site",Yes,Distribution,,No,Yes,No,Malnutrition,,Other,Fever,Other,Common Cold,Yes,No female doctors,Off-site (>3 km),Government,,No,No,Unknown,,,,Agro-pastoralism,,2.00%,No,No,Yes,Yes,Unknown,,No,No,,,,,No,None,,0,0,Yes,No,No,,No,Yes,Yes,Yes,"Yes, there is lighting but it is not adequate",Mobile phone,,Unknown,,None,,Yes,Priority site
Nepal,2,243,Samari Vanjyang - 1,,27-May-2015,Bagmati,Nuwakot,Samari,27.9480400,85.0471800,Yes,,Spontaneous,Other,Self made shelter in their own land (None camp like setting),25/04/2015,Unknown,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,Yes,"Sipradal, Christian Church, Government",Yes,"Government, TATA Motor",Yes,Police,No,,No,,Bagmati,Nuwakot,Samari,"Samari Vanjyang, Ward 4f",,,,,90,8,30,35,75,25,173,12,20,40,70,45,80,95,170,35,60,227,400,6,20,5,12,10,0,0,86,25/04/2015,,Place of origin,No,House damaged / destroyed,,> 75%,No,None,More than 75%,< 25%,None,More than 75%,None,None,None,CGI,,Kitchen sets,,Blankets,,Yes,Yes,On-site (<20 minutes),None,,Piped water supply,,10-15 liters,suspended solids,,Not so good,10,Yes,Yes,No,No,No waste disposal,,Yes,Unknown,No,"Yes, on-site",Yes,Distribution,,No,No,No,Diarrhea,,Other,Fever,Other,Blood Pressure,Yes,No female doctors,On-site (<3 km),Government,,Yes,No,Unknown,,,,Agro-pastoralism,,20.00%,No,No,No,Yes,No,,Yes,No,Police,,,,No,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,No,No,No,"Yes, there is lighting but it is not adequate",Radio / News,,No,,Safety & security,,Yes,Priority site
Nepal,2,244,"Taskar, Samari Ward 4",,27-May-2015,Bagmati,Nuwakot,Samari,27.9504400,85.0090800,Yes,,Spontaneous,Other,Self made shelters on their own land (none camp like setting),25/04/2015,Unknown,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,Yes,Organization name unknown,Yes,"Local SAC, IOM Nepal adn Samarpan Srap",No,,No,,No,,Bagmati,Nuwakot,Samari,"Samari, Taskar, Ward 4",,,,,158,35,32,87,197,25,376,45,80,50,82,94,181,290,487,35,60,514,890,4,80,3,3,20,2,9,30,25/04/2015,,Place of origin,No,House damaged / destroyed,,> 75%,No,None,More than 75%,< 25%,None,< 75%,None,None,None,CGI,,Kitchen sets,,Blankets,,Yes,Yes,On-site (<20 minutes),None,,Piped water supply,,10-15 liters,suspended solids,,Non usable,10,No,Yes,No,No,No waste disposal,,Yes,Yes,Yes,"Yes, on-site",Yes,Distribution,,No,No,No,Diarrhea,,Other,Pneumonia,Other,Fever,Yes,No,Off-site (>3 km),Government,,No,No,Unknown,,,,Agro-pastoralism,,10.00%,No,No,No,Yes,No,,Yes,Yes,Police,,Theft,,Yes,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,No,No,No,"Yes, there is lighting but it is not adequate",Families & friends,,No,,Shelter,,Yes,Priority site
Nepal,2,245,"Arukharka, Thaprek - Ward 3 & 4",,28-May-2015,Bagmati,Nuwakot,Thaprek,27.9196200,85.3528100,Yes,,Spontaneous,Other,Self made shelter in own land (none camp like setting),25/04/2015,Unknown,No physical access,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,Yes,OXFAM Nepal,Yes,OXFAM Neapal,No,,No,,No,,Bagmati,Nuwakot,Thaprek,"Thaprek, Arukharka, Ward No. 3 & 4",,,,,223,16,84,133,381,89,703,20,36,156,240,201,334,571,952,133,222,1081,1784,15,36,15,60,25,0,180,456,25/04/2015,,Place of origin,No,House damaged / destroyed,,> 75%,No,None,More than 75%,< 50%,None,More than 75%,None,None,None,CGI,,Kitchen sets,,Mosquito nets,,Yes,Yes,On-site (>20 minutes),None,,Piped water supply,,10-15 liters,suspended solids,,Non usable,7,No,Yes,No,No,No waste disposal,,Yes,Unknown,No,"Yes, on-site",Yes,Distribution,,No,Unknown,Unknown,RTI,,Diarrhea,,Other,Typhoid,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,4.00%,No,No,Yes,Yes,Unknown,,Yes,Yes,Police,,Alcohol/drug-related disturbance,,Yes,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,No,No,No,"Yes, there is lighting but it is not adequate",Radio / News,,Yes,Local Leaders,Recovery plans,,Yes,Priority site
Nepal,2,246,Bhamarkot,,27-May-2015,Bagmati,Kavrepalanchok,Panchkhal,27.2696000,85.5974000,No,26/06/2015,Spontaneous,Other,Locals,25/04/2015,Unknown,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,No,,Yes,Private organization for three times,No,,No,,No,,Bagmati,Kavrepalanchok,Panchkhal,1,,,,,100,10,40,90,175,60,375,15,25,50,90,110,200,225,400,50,110,450,825,7,30,2,10,5,0,4,70,25/04/2015,26/04/2015,Place of origin,No,House damaged / destroyed,,> 75%,No,None,More than 75%,More than 75%,None,More than 75%,< 75%,None,<25%,CGI,,Mosquito nets,,Other,Food,Yes,Yes,Off-site (>20 minutes),unprotected well,,Piped water supply,,10-15 liters,None,,Not so good,50,Yes,Yes,No,No,Burning,,No,None,No,No,No,Cash,,No,No,No,RTI,,Dysentery,,None,,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,20.00%,No,No,Yes,Yes,No,,No,No,,,,,No,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,No,No,No,"Yes, there is lighting but it is not adequate",Mobile phone,,No,,Shelter,,Yes,Priority site
Nepal,2,248,Dadhikot,,23-May-2015,Bagmati,Bhaktapur,Dadhikot,27.6455200,85.3967900,Yes,,Spontaneous,Collective Settlement / Centre,,25/04/2015,Unknown,Yes,Public / Government,Tents / Temporary shelter,,No,,,,,No,,,,,,No,Yes,Government,Yes,Government,Yes,Own self,Yes,Own self,Yes,Own self,No,,Yes,Own self,Bagmati,Bhaktapur,Dadhikot,9,Bagmati,Bhaktapur,Dadhikot,8,17,0,5,3,25,5,38,2,2,0,5,6,9,30,55,0,5,38,76,0,12,1,0,2,0,0,0,25/04/2015,29/04/2015,Habitual resident,No,House damaged / destroyed,,< 50%,Yes,None,< 75%,< 75%,None,< 75%,< 75%,None,<75%,Plastic sheeting,,Kitchen sets,,Bucket,,Yes,Yes,Off-site (<20 minutes),Piped water supply,,Piped water supply,,10-15 liters,odor/smell,,Good,1,Yes,Yes,No,Yes,Garbage pit,,No,"Yes, but no soap / water inside",Yes,"Yes, on-site",Yes,Cash,,No,No,No,Diarrhea,,RTI,,None,,Yes,No,Off-site (>3 km),Government,,No,Yes,Off-site (>20 minutes),None,None,Off-site,Agro-pastoralism,,0.00%,No,Yes,Yes,Yes,No,,Yes,Yes,Police,,None,,Unknown,None,,1,1,Yes,Yes,No,,No,Yes,Yes,Yes,"Yes, there is lighting and it is adequate",Radio / News,,Yes,Local Leaders,Shelter,,Yes,Site
Nepal,2,255,Kubertole,,25-May-2015,Bagmati,Kavrepalanchok,Jaisithok Mandan,27.6811100,85.6480200,Yes,,Spontaneous,Other,Local,26/04/2015,Unknown,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,No,,Yes,Private institition has given twice.,No,,No,,No,,Bagmati,Kavrepalanchok,Jaisithok Mandan,5,Bagmati,Kavrepalanchok,Jaisithok Mandan,5,19,0,5,11,22,0,38,0,0,0,5,9,20,24,46,4,4,37,75,2,3,1,0,0,1,0,19,26/04/2015,26/04/2015,Place of origin,No,House damaged / destroyed,,> 75%,No,None,< 25%,More than 75%,None,< 75%,< 25%,None,<25%,CGI,,Blankets,,Mosquito nets,,Yes,Yes,Off-site (<20 minutes),Spring,,Piped water supply,,>15 liters,Suspended solids,,Not so good,4,No,Yes,No,No,Burning,,No,None,No,"Yes, off-site",No,Distribution,,No,No,No,Diarrhea,,RTI,,Dysentery,,Yes,Yes,Off-site (<3 km),Other,Private Pactitioner,No,No,Unknown,,,,Agro-pastoralism,,5.00%,No,Yes,No,No,No,,No,No,,,,,No,Other,Lack of effective leader in the locality,0,0,Yes,No,No,,No,No,No,No,"Yes, there is lighting but it is not adequate",Radio / News,,No,,Recovery plans,,Yes,Site
Nepal,2,257,"Chhap, Jyamdi 2",,26-May-2015,Bagmati,Kavrepalanchok,Jyamdi Mandan,27.6948000,85.6658500,Yes,,Spontaneous,Other,,26/04/2015,>2 months,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,No,,Yes,Private support,No,,No,,No,,Bagmati,Kavrepalanchok,Jyamdi Mandan,2,Bagmati,Kavrepalanchok,Jyamdi Mandan,2,109,14,13,20,64,17,128,6,20,13,26,28,48,65,129,25,42,137,265,5,30,3,6,30,2,50,50,26/04/2015,26/04/2015,Place of origin,No,House damaged / destroyed,,> 75%,No,More than 75%,< 25%,More than 75%,None,More than 75%,< 50%,None,<75%,CGI,,Kitchen sets,,Mosquito nets,,Yes,Yes,Off-site (>20 minutes),Spring,,Piped water supply,,10-15 liters,None,,Non usable,5,Yes,Yes,No,No,Burning,,Yes,None,No,No,No,Distribution,,No,No,No,RTI,,Other,Cough,Diarrhea,,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,5.00%,No,No,Yes,No,No,,No,No,,,,,No,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,No,No,No,"Yes, there is lighting but it is not adequate",Mobile phone,,No,,Shelter,,Yes,Priority site
Nepal,2,260,Patapokhari,,26-May-2015,Bagmati,Kavrepalanchok,Jaisithok Mandan,27.6776400,85.6370500,Yes,,Spontaneous,Other,Locals,26/04/2015,>2 months,No physical access,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,No,,Yes,25 kg of rice per family once by saichhik namuha,No,,No,,No,,Bagmati,Kavrepalanchok,Jaisithok Mandan,2,Bagmati,Kavrepalanchok,Jaisithok Mandan,2,33,2,7,16,45,8,78,0,2,6,13,16,32,47,92,7,15,76,154,1,6,1,1,5,0,5,158,26/04/2015,26/04/2015,Place of origin,No,House damaged / destroyed,,> 75%,No,None,< 25%,More than 75%,< 25%,More than 75%,< 50%,None,<50%,CGI,,Other,Food,Kitchen sets,,Yes,Yes,Off-site (>20 minutes),unprotected well,,unprotected well,,>15 liters,suspended solids,,Non usable,0,No,No,No,No,unkown,,Yes,None,No,No,No,Distribution,,Yes,No,No,RTI,,Diarrhea,,Dysentery,,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,20.00%,No,No,Yes,Yes,No,,No,No,,,,,No,Not enough assistance for all entitled,,0,0,Yes,No,No,,No,No,No,No,No lighting,Radio / News,,No,,Recovery plans,,Yes,Site
Nepal,2,266,kulo vanjhayang,,27-May-2015,Bagmati,Dhading,Baireni,27.7495200,84.9626600,No,,Spontaneous,Transitional Centre,,,Unknown,Yes,Unknown,Tents / Temporary shelter,,No,,,,,No,,,,,,Unknown,No,,No,,No,,No,,No,,No,,No,,,,,2,,,,,90,0,27,27,108,0,162,5,5,0,27,14,41,126,234,0,0,145,307,2,15,0,0,0,0,0,0,,,Place of origin,Unknown,House damaged / destroyed,,> 75%,Unknown,< 50%,< 75%,Unknown,Unknown,< 50%,None,More than 75%,None,Mosquito nets,,Soap,,Blankets,,Yes,Yes,Unknown,Spring,,Spring,,Unknown,None,,Unknown,30,Unknown,No,No,No,Burning,,Yes,None,No,"Yes, off-site",No,Cultivated,,Unknown,No,No,Diarrhea,,Diarrhea,,None,,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,23.00%,No,Yes,Yes,Yes,Unknown,,No,Unknown,,,,,Unknown,None,,0,0,Unknown,Unknown,Unknown,,Unknown,Yes,No,No,No lighting,Mobile phone,,Unknown,,Access to daily services,,Unknown,Priority site
Nepal,2,269,Matakhari,,27-May-2015,Bagmati,Kavrepalanchok,Panchkhal,27.6376100,85.5887900,Yes,,Spontaneous,Other,Locals,26/04/2015,Unknown,Yes,Private,Tents / Temporary shelter,,No,,,,,No,,,,,,No,No,,No,,No,,Yes,Twice by some Buddhist groups,No,,No,,No,,Bagmati,Kavrepalanchok,Panchkhal,1,Bagmati,Kavrepalanchok,Panchkhal,1,30,2,5,16,50,9,82,0,2,6,11,26,42,65,115,4,13,101,183,1,10,2,2,0,0,10,20,26/04/2015,26/04/2015,Place of origin,No,House damaged / destroyed,,> 75%,No,More than 75%,More than 75%,More than 75%,< 25%,< 25%,< 50%,None,<50%,CGI,,Other,Timber/woods,Other,Food,Yes,Yes,Off-site (>20 minutes),Surface water,,Surface water,,10-15 liters,Other,Very small source of water,Not so good,15,Yes,No,No,No,Garbage pit,,No,"Yes, but no soap / water inside",Yes,No,No,Cultivated,,Yes,No,No,RTI,,Diarrhea,,Other,Fever,No,,Unknown,Unknown,,No,No,Unknown,,,,Agro-pastoralism,,5.00%,No,Yes,Yes,Yes,No,,No,No,,,,,No,Assistance did not respond,,0,0,Yes,No,No,,No,No,No,No,"Yes, there is lighting but it is not adequate",Radio / News,,No,,Recovery plans,,Yes,Site
