country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,Column35,Column36,site_access,Column37,site_owner,site_shelter,Column38,smc_exist,smc_per_female,site_community,Column39,Column40,sma_exist,sma_type,Column41,sma_name,Column42,Column43,regist_activity,origin_zone,origin_district,origin_municipality,Column44,Column45,Column46,Column47,Column48,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column49,return_prevent,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,per_sleep_site,Column65,Column66,Column67,Column68,prev_own,per_hh_outside,per_hh_indoors,pe_hh_tents,Column69,per_hh_makeshift,Column70,Column71,per_hh_electricity,per_hh_safecook,nfi_a,Column72,nfi_b,Column73,nfi_c,Column74,water_location,Column75,water_source_np,Column76,water_source_p,Column77,Column78,water_treated,Column79,water_cons,water_remark,Column80,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column81,n_latrine_disable,Column82,latrine_install,Column83,latrine_site,latrine_time,Column84,bathing_gender,latrine_light,latrine_lock,hyg_station,Column85,hyg_evidence,Column86,hyg_waste,Column87,hyg_open_def,food_access,food_market,Column88,food_source,Column89,Column90,food_fuel,Column91,Column92,Column93,food_sup_lac,food_sup_child,health_issue,Column94,health_issue_b,Column95,health_issue_c,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,health_psych,health_psych_rem,health_antenat,Column110,Column111,health_center_dist,Column112,health_provider,Column113,Column114,edu_access,edu_access_f,edu_access_i,edu_distance,Column115,Column116,Column117,per_sch_female,per_sch_male,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,job_main,job_main_other,n_hh_income,job_access,Column134,job_cattle_site,job_offer,job_offer_how,Column135,job_offer_to,job_abr,Column136,job_abr_in,job_abr_family,job_recruit,Column137,food_land,Column138,Column139,Column140,Column141,sec_provided,sec_reported,sec_provider,Column142,sec_issue,Column143,Column144,Column145,Column146,Column147,Column148,n_space_child,n_space_female,Column149,gbv_report,sec_mens_seg,Column150,sec_min_discriminate,safe_male,site_unsafe_male,Column151,safe_child,site_unsafe_child,Column152,safe_female,site_unsafe_female,Column153,sight_lighting,hyg_f_product,winter_move,Column154,Column155,Column156,winter_shelter,Column157,Column158,winter_a,Column159,winter_b,Column160,winter_c,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,Column170,Column171,Column172,info_src_female,Column173,info_src_male,Column174,info_complaint,Column175,Column176,Column177,info_main,Column178,info_free,Column179,Column180,Column181,Column182,Column183,Column184,Column185,Column186,Column187,Column188,Column189,Column190,Column191,Column192,Column193,Column194,Column195,Column196,Column197,Column198,Column199,Column200,Column201,Column202,Column203,Column204,Column205
Nepal,9,,29/11/16,,,Male,,Male,,,,,,Female,,,,,,,,,,,,,,,,,288,Sano Byasi,Existed in R7,,Open,25/04/2016,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,10,27.6704,85.43345,1310.960741,6,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary Shelter (CGIs),,Yes,< 25%,Yes,,,Yes,International NGO,,IOM,,,No,Bagmati,Bhaktapur,Bhaktapur,10,,,,,40,247,0,0,19,45,13,77,3,3,0,0,56,75,90,135,21,34,170,0,0,0,3,4,0,6,0,7,2,0,<10 mins,25/04/15,No,Place of origin,,House damaged/destroyed   ,,Yes,100,No,Yes,No,No,No,No,No,No,No,,Lack of access to livelihood at the site,,< 50%,No,Other,No,No,> 75%,None,None,> 75%,None,None,None,,> 75%,> 75%,Blankets,,None,,None,,On-site (<20 minutes),Yes,Water truck,,Water truck,,Own,No treatment,,10-15 liters,None,,Good (Hygienic),7,"Yes, separate entrance/HWS",3,3,0,2,0,Built by displaced communities,,On-site,Both times,No,No,No,Yes,0,,,,No System,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito net,,0,0,5,5,0,0,0,,,No,No,No,,Yes,,,Off-site (<30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,On-site (<20 minutes),UNICEF,,,Unknown,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,100,Yes,Lower,No,Yes,Other,From India,Men,No,,,No,No,,No,Weaving/knitting,,Agriculture,,Yes,Yes,Police,,Alcohol/drug-related disturbance,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,No,,Other,No,No,Does not protect from cold,,Blanket,,Winter footwear,,Nothing,,In shelter where people sleep,No,,,No,No food support,Yes,,Yes,Other NGO/iNGO,,Local leader,,Local leader,,Yes,Own,Yes,Don't know,Shelter,,Yes,,<1500,,0%,0%,20%,80%,0,0,8,32,40,40,1,5,3,0,0,0,0,0,0,9,288,Sano Byasi,40,247
Nepal,9,,28/11/16,,,Female,,Male,,,,,,Female,,,,,,,,,,,,,,,,,491,Boudha,Existed in R7,,Open,18/05/2015,,Urban,Bagmati,Kathmandu,Kathmandu Municipality,13,27.726,85.367,1347.537186,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,Yes,Private,Temporary Shelter (CGIs),,No,,,,,Yes,International NGO,,IOM,,,No,Bagmati,Sindhupalchok,,2,Bagmati,Sindhupalchok,,,28,119,0,8,8,38,3,57,3,3,5,13,20,28,31,69,3,6,62,2,2,0,5,2,2,4,1,1,3,0,Longer,25/04/15,No,Place of origin,,House damaged/destroyed   ,,Yes,400,Yes,Yes,No,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,< 75%,No,Other,No,No,> 75%,None,None,None,< 75%,< 50%,None,,None,None,Blankets,,None,,None,,On-site (<20 minutes),Yes,Hand pumps,,Hand pumps,,,No treatment,,10-15 liters,None,,Not so good (not hygienic),4,No,0,0,0,0,0,Provided,NCB,On-site,Both times,No,No,No,Yes,0,,,,Municipal collection,,No,No,Yes,< 1 hour,Own Cash,,,No,,,No,No,No,Cough,,Cold,,None,,Mosquito net,,2,2,2,4,0,0,0,,,No,No,No,,Yes,,,Off-site (<30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,None,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,40,No,Lower,No,No,,,,No,,,No,No,,No,Weaving/knitting,,Construction,,No,No,,,None,,None,,Yes,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,No,,Other,No,No,Does not protect from cold,,Foam mat (floor),,Blanket,,Nothing,,In shelter where people sleep,No,,,Yes,,Yes,,No,,,Families & friends,,Families & friends,,No,,No,,Recovery plans,,Yes,"2 children having no parents.. just left..
No lights.",<1500,,0%,0%,0%,100%,0,0,0,28,0,0,1,5,3,0,0,0,0,0,0,9,491,Boudha,28,119
Nepal,9,,02/12/16,,,Male,,Male,Treasurer SMC,,KI,,,Male,SMC president,,KI,,,Female,,,,,,Female,,,,,498,Syaubari,Existed in R7,Syankhule,Open,17/05/2015,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,8,28.00437,85.21006,1670.324311,,Spontaneous,Other,Private land,No,More than 2 months,Other,Moving to their own land on a different location.,Yes,Yes,Private,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,8,Bagmati,Rasuwa,Haku,9,72,330,18,18,47,65,11,159,8,26,11,29,54,101,80,145,18,29,171,1,1,0,20,5,1,5,0,0,327,0,Longer,25/05/15,Yes,Other place in the Country,,Lack of access,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No plan,No,> 75%,None,None,< 25%,< 75%,< 25%,None,,None,> 75%,CGIs,,Other,Metal frame,None,,On-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,5-10 liters,None,,Not so good (not hygienic),7,No,0,0,0,0,3,Provided,Asia foundation,On-site,Both times,No,No,No,No,0,,,,Burning,,No,No,Yes,< 1 hour,Own Cash,,,No,,,No,No,No,Cold,,Cough,,None,,None,,0,0,3,3,0,0,0,,,No,No,No,,Yes,,,Off-site (<30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,75,Yes,Lower,No,No,,,,Yes,,"Kerung, China",No,No,,No,Store/small business,,Construction,,Yes,No,Self organized,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,No,,Other,None,No,Does not protect from cold,,CGIs,,Foam mat (floor),,Nothing,,In shelter where people sleep,No,,,Yes,,Yes,,Yes,None,,Families & friends,,Authorities,,No,,Yes,Don't know,Work opportunities,,Yes,This site is being relocated with IOMs assistance to Pipaltar. Construction of relocation site is incomplete. IDPs plan to move there in about two months.,1500 - 2500,,0%,0%,100%,0%,0,0,72,0,0,72,3,1,5,0,0,0,0,0,0,9,498,Syaubari,72,330
Nepal,9,,30/11/16,,,Male,,Female,IDP,,,All,,Female,,,,All,,,,,,,,,,,,,502,RCB,Existed in R7,,Open,26/04/2015,,Rural,Gandaki,Gorkha,Barpak,4,28.20612,84.74176,1847.720068,6,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,"No,  no vehicular access",No,Public/Government,Temporary Shelter (CGIs),,No,,,,,No,,,,,,Yes,Gandaki,Gorkha,Barpak,5,,,,,31,173,6,3,28,45,14,96,3,9,1,4,19,47,51,96,3,17,77,0,0,0,6,0,0,3,0,3,173,0,<10 mins,30/04/15,Yes,None (Stay here),,Fear of landslide/aftershock,,Yes,22,Yes,Yes,No,Yes,No,No,No,Yes,No,,Unknown,,> 75%,Unknown,Other,No,Yes,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,None,,None,,None,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,10-15 liters,None,,Not so good (not hygienic),4,No,0,0,0,0,2,Provided,Care Nepal,On-site,Day time,No,Yes,No,Yes,2,Yes,No,No,Burning,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,Yes,No,No,None,,None,,None,,Mosquito net,,0,0,0,0,0,0,0,,,Yes,No,No,,Yes,,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Daily Wage laborer,,Daily Wage laborer,,2,Yes,Lower,Yes,No,,,,Unknown,,,No,No,,No,Construction/daily labour,,Construction,,Yes,No,Police,,None,,None,,Yes,Unknown,Income generating trainings fir women as most say they are dependent on their male spouse for financial expenses,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Unknown,Don't know,,Other,No,No,Does not protect from cold,,Foam mat (floor),,Nothing,,Nothing,,In shelter where people sleep,No,,,No,No food support,Yes,,No,,,Families & friends,,Families & friends,,Yes,Local authorities,Yes,Already done,Situation in areas of origin,,Yes,They received grant but confused where to utilize it as they fear their area is at risk from landslide from uphill,1500 - 2500,,0%,20%,80%,0%,0,6,25,0,31,31,1,1,5,0,0,0,0,0,0,7,502,RCB,31,173
Nepal,9,,04/12/16,,,Male,,Female,,,,,,,,,,,,,,,,,,,,,,,503,Jelana,Existed in R7,,Open,25/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,2,27.674,85.421,1319.495245,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,No,Public/Government,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,Yes,International NGO,,IOM,,,No,Bagmati,Bhaktapur,Jelana,2,,,,,25,65,0,2,7,11,11,31,0,0,2,4,7,14,23,34,2,13,34,2,2,0,2,1,0,2,0,4,1,0,<10 mins,25/04/15,No,Place of origin,,House damaged/destroyed   ,,Yes,50,No,Yes,No,No,No,No,No,No,No,,Lack of access to livelihood at the site,,< 75%,No,Other,No,Yes,> 75%,None,None,None,None,> 75%,None,,> 75%,> 75%,Blankets,,CGIs,,Tarpaulin,,Off-site (>20 minutes),No,Hand pumps,,Spring/river,,,No treatment,,5-10 liters,None,,Good (Hygienic),4,No,0,0,0,0,0,Built by displaced communities,,On-site,Both times,No,No,No,No,0,,,,Garbage pit,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Available for purchase from market,,No,No,No,None,,None,,None,,Mosquito coil,,0,0,0,0,0,0,0,,,No,No,No,,Yes,,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Agriculture,,Agriculture,,Yes,No,Self organized,,None,,None,,No,No,,0,0,No,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,No,,Other,No,No,Does not protect from cold,,Blanket,,Winter Clothes,,Food Stock,,In shelter where people sleep,No,,,Yes,,Yes,,No,,,Radio / News,,Local leader,,No,,Yes,Don't know,Other relief assistance,,Yes,"Water facilities,winter clothes,kitchen sets",<1500,,0%,0%,100%,0%,0,0,25,0,25,25,1,1,1,0,0,0,0,0,0,3,503,Jelana,25,65
Nepal,9,,01/12/16,,,Male,,Male,,,,,,Male,,,,,,,,,,,,,,,,,506,Koldanda,Existed in R7,,Open,12/05/2015,,Rural,Janakpur,Ramechhap,Bhuji,5,27.47343,86.27942,1534.077054,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,"No,  no vehicular access",No,Public/Government,Temporary Shelter (CGIs),,No,,,,,No,,,,,,No,Janakpur,Ramechhap,Bhuji,5,Janakpur,Ramechhap,Bhuji,2,25,125,1,6,13,33,7,60,2,3,9,15,10,23,35,68,9,16,65,4,4,0,4,0,0,2,0,1,125,0,<10 mins,25/07/16,No,Place of Habitual residence,,Fear of landslide/aftershock,,,,,No,No,No,No,No,No,No,No,,,,> 75%,No,,,,> 75%,None,None,None,> 75%,None,None,,None,None,CGIs,,Tarpaulin,,Tools,,On-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,10-15 liters,Suspended solids,,Not so good (not hygienic),4,No,0,0,0,0,0,Provided,Pahadi Samaj,On-site,Both times,No,No,No,Yes,0,,,,Burning,,No,No,Yes,< 1 hour,Own/Cultivated,,,Yes,Collect personally,,Yes,Yes,Yes,Cough,,Cold,,None,,None,,0,0,0,0,0,0,0,,,Yes,No,No,,Yes,,,Off-site (<30 minutes),,Government,,No,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Agriculture,,Agriculture,,Yes,No,Police,,None,,None,,Yes,No,No protection issues,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,No,,Other,None,No,The shelter has holes and cracks,,Blanket,,Winter Clothes,,Foam mat (floor),,In shelter where people sleep,No,,,Yes,,Yes,,Yes,None,,Radio / News,,Radio / News,,Yes,Local Police,Yes,Already done,Other relief assistance,,Yes,People have started to move back to their place of habitual residence.,1500 - 2500,,0%,0%,75%,25%,0,0,19,6,0,0,1,3,3,0,0,0,0,0,0,7,506,Koldanda,25,125
Nepal,9,,01/12/16,,,Male,,Male,,,KI,,,Male,,,,,,Female,,,,,,Female,,,,,510,Bogetaar,Existed in R7,,Open,15/06/2015,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,1,27.991,85.191,1011.643502,,Spontaneous,Other,Private land,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Dandagaun,9,Bagmati,Rasuwa,Dandagaun,8,104,480,0,26,99,125,5,255,16,16,26,52,58,157,104,229,21,26,225,2,2,0,30,7,0,4,0,0,468,2,Longer,07/07/15,Yes,None (Stay here),,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No plan,No,> 75%,None,None,None,> 75%,None,None,,< 50%,< 50%,Fire wood,,Cooking Gas,,None,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,5-10 liters,Suspended solids,,Good (Hygienic),13,No,0,0,0,0,0,Provided,"Lumanti,paribartan Nepal",On-site,Both times,Yes,No,No,Yes,0,,,,Burning,,No,No,No,1-2 hours,Own Cash,,,No,,,Yes,Yes,Yes,Cold,,Cough,,None,,Mosquito net,,1,0,1,1,0,0,0,,,Yes,Yes,Yes,Lumanti,Yes,,,Off-site (<30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,20,Yes,Lower,No,No,,,,Yes,,Gulf countries,No,No,,Yes,Store/small business,,Construction,,Yes,Yes,Self organized,,Unknown,,None,,Yes,Yes,,3,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,No,,Other,None,No,Other,Water drips from CGIs due to cold weather.,Other,Insulator,Winter Clothes,,Other,Firewood,In shelter separate for cooking,No,,,Yes,,Yes,,Yes,SMA,,Radio / News,,Families & friends,,No,,Yes,Already done,Other,Relocation to other site,Yes,This site residents are affected by landslide on yearly basis. Need to resolve on permanent basis.,<1500,,0%,0%,0%,100%,0,0,0,104,52,52,5,5,3,0,0,0,0,0,0,13,510,Bogetaar,104,480
Nepal,9,,30/11/16,,,Male,,Male,IDP,,,All,,Female,,,,All,,,,,,,,,,,,,517,Allgaun,Existed in R7,,Open,26/04/2015,,Rural,Gandaki,Gorkha,Barpak,3,28.21012,84.73563,1581.321629,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary Shelter (CGIs),,No,,,,,No,,,,,,Yes,Gandaki,Gorkha,Barpak,3,,,,,28,154,1,7,20,43,6,77,3,4,6,13,27,47,35,78,6,12,77,0,0,0,7,1,0,1,0,0,154,1,30 mins - 1 hour,30/04/15,Yes,None (Stay here),,Fear of landslide/aftershock,,Yes,6,Yes,Yes,No,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Other,No,Unknown,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,None,,None,,None,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,>15 liters,None,,Non usable,3,No,0,0,0,0,2,Provided,Save The Children,On-site,Day time,No,Yes,No,Yes,5,Yes,No,No,Burning,,No,No,No,1-2 hours,Own Cash,,,Yes,Collect personally,,Yes,No,No,None,,None,,None,,Mosquito net,,0,2,0,2,0,0,0,,,Yes,No,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,3,Yes,Lower,Yes,No,,,,Unknown,,,No,No,,Yes,Construction/daily labour,,Construction,,Yes,No,Self organized,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Unknown,No,,Other,None,No,Does not protect from cold,,Foam mat (floor),,Nothing,,Nothing,,In shelter where people sleep,No,,,Unknown,,Yes,,Yes,Government,,Families & friends,,Families & friends,,Yes,Vdc Secretary,Yes,Already done,Work opportunities,,Yes,They request support to purchase land as they cannot return and landlord often inform about evacuation the site.,1500 - 2500,,0%,0%,80%,20%,0,0,22,6,28,28,1,1,5,3,0,0,0,0,0,10,517,Allgaun,28,154
Nepal,9,,04/12/16,,,Male,,Male,,,,ki,,Male,,,,fgd,,Female,,,,ki,,Female,,,,fgd,521,Sikre,,,Open,25/05/2015,,Rural,Bagmati,Sindhupalchok,Attapur,8,27.68249,85.89162,2021.458181,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,No,Public/Government,Temporary Shelter (CGIs),,Yes,< 50%,Yes,,,No,,,,,,Yes,Bagmati,Sindhupalchok,Attaupur,8,,,,,165,693,8,17,58,239,31,353,8,16,31,48,31,89,239,478,31,62,340,5,5,0,10,4,0,1,5,30,701,35,<10 mins,28/06/15,No,None (Stay here),,Lack of access,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Host community,,No,> 75%,None,None,None,> 75%,None,None,,> 75%,< 50%,Cooking Gas,,None,,None,,Off-site (>20 minutes),Yes,Surface Water,,Piped water supply,,,No treatment,,>15 liters,None,,Good (Hygienic),165,No,0,0,0,0,0,Built by displaced communities,,On-site,Both times,Yes,No,No,Yes,10,No,Yes,Yes,Garbage pit,,No,"Yes, offsite",No,1-2 hours,Own Cash,,,Yes,Collect personally,,Yes,Yes,Yes,Cough,,Cold,,None,,Mosquito net,,0,3,1,4,0,0,0,,,Yes,No,No,,Yes,,,Off-site (>2 hours),,Government,,No,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,10,Yes,Similar,Yes,No,,,,No,,,Yes,No,,Yes,Art/Craft,,Store/small business,,No,No,,,None,,None,,Yes,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,No,,School,,No,Does not protect from cold,,Foam mat (floor),,Blanket,,Winter footwear,,In shelter separate for cooking,Yes,Improve animal shelter,,Yes,,Yes,,Yes,Other,Self manitained,Local leader,,Radio / News,,No,,No,,Shelter,,No,,1500 - 2500,,25%,25%,50%,0%,41,41,83,0,165,83,5,3,1,0,0,0,0,0,0,9,521,Sikre,165,693
Nepal,9,,03/12/16,,,Female,,Male,member,,,,,Female,,,,,,Female,,,,,,,,,,,530,Bhimtar,,,Open,25/04/2015,,Rural,Bagmati,Sindhupalchok,Sangachok,9,27.68951,85.68343,726.6520361,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,No,Private,Temporary Shelter (CGIs),,Yes,< 25%,Yes,,,No,,,,,,Yes,Bagmati,Sindhupalchok,sangachok,8,Bagmati,Sindhupalchok,sangachok,9,152,675,0,45,91,138,60,334,8,8,8,53,144,235,121,259,60,120,341,5,5,0,35,8,0,20,1,6,677,20,30 mins - 1 hour,29/04/15,No,None (Stay here),,Lack of access,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,Yes,Host community,,Unknown,> 75%,None,None,None,> 75%,None,None,,> 75%,< 50%,Blankets,,CGIs,,None,,On-site (>20 minutes),Unknown,Piped water supply,,Piped water supply,,,No treatment,,10-15 liters,None,,Not so good (not hygienic),50,No,0,0,0,0,0,Provided,Redcross,On-site,Both times,Yes,No,Yes,Yes,0,,,,Burning,,Yes,No,No,1-2 hours,Own Cash,,,Yes,Collect personally,,Yes,Yes,Yes,Skin Infections,,Cough,,None,,Mosquito net,,0,4,10,14,0,0,0,,,No,No,No,,Yes,,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,< 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,0,Yes,Lower,Yes,No,,,,No,,,No,Yes,Delhi,Yes,Agriculture,,Livestock,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,No,,Other,NON,No,Does not protect from cold,,Foam mat (floor),,Heater,,Winter footwear,,In shelter where people sleep,Yes,Improve animal shelter,,Unknown,,Yes,,Yes,Government,,Radio / News,,Local leader,,No,,Yes,Already done,Shelter,,No,,<1500,,0%,0%,100%,0%,0,0,152,0,152,76,5,1,1,3,0,0,0,0,0,10,530,Bhimtar,152,675
Nepal,9,,02/12/16,,,Male,,Male,,,,All,,Female,Sub healthpost Incharge,,,All,,Female,,,,All,,Male,Principal,,,All,534,Ghansu,Existed in R7,,Open,30/04/2015,,Rural,Gandaki,Gorkha,Kerauja,1,28.23357,84.9049,2124.17703,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary Shelter (CGIs),,No,,,,,No,,,,,,Yes,Gandaki,Gorkha,Kerauja,4,,,,,152,634,8,38,68,160,23,297,2,10,53,91,84,152,137,297,61,84,337,2,2,0,10,2,0,139,0,35,634,0,<30 mins,04/05/15,Yes,None (Stay here),,Fear of landslide/aftershock,,Yes,12,Yes,No,No,Yes,No,No,No,No,No,,Poor shelter conditions at the site,,> 75%,No,Other,No,No,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,None,,None,,None,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,>15 liters,None,,Not so good (not hygienic),20,No,0,0,0,0,2,Provided,Oxfam,On-site,Day time,No,No,Yes,Yes,6,Yes,No,No,Burning,,No,No,No,2-6 hours,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,None,,0,2,0,2,0,0,0,,,Yes,Yes,Yes,"ISRAAID(Manko chautari), PSS dram",Yes,,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,On-site (<20 minutes),Government,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,0,Yes,Lower,Yes,No,,,,Unknown,,,Yes,No,,Yes,Agriculture,,Agriculture,,Yes,No,Self organized,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,No,,Other,None,No,Does not protect from cold,,Winter footwear,,Nothing,,Nothing,,In shelter where people sleep,No,,,Yes,,Yes,,Yes,SMA,,Families & friends,,Families & friends,,Yes,Local authorities,Yes,Already done,Recovery plans,,Yes,"Need support in agriculture, protection, livelihoods, toilets, need to be reconstruct.",1500 - 2500,,0%,0%,80%,20%,0,0,122,30,152,152,5,1,3,0,0,0,0,0,0,9,534,Ghansu,152,634
