country,survey_date,round,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,site_date_open,,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,sma_name,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_pregnant,n_lactating,n_pwd,,n_elder,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,pre_displaced,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,sec_phys_violence,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,1/26/2016,8,BENUE,MAKURDI,AGAN,BN_S001,TOLL GATE,INFORMAL,8.56962,7.81014,Spontaneous,Collective Settlement/Centre,2/6/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,No,No,Yes,No,No,Yes,Yes,BENUE,GUMA,MBABAI,NASARAWA,KEANA,GIZA MADAKI,95,841,11,15,50,69,70,96,237,268,12,13,10,36,3,0,25,0,0,0,10,18,0,6/10/2014,10/4/2015,No,BENUE,GUMA,MBADWEM,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,>75%,Blankets/Mats,Kitchen sets,Hygiene kits,Off-site (>10 mn),>50 %,No,Hand pumps,Hand pumps,Unknown,Yes,None,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (>3 km),Government,Yes,On-site,<5 km,>75%,Daily labourer,0,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1548
Nigeria,1/27/2016,8,BORNO,JERE,BALE GALTIMARI,BO_S001,FORI PRIMARY SCHOOL,INFORMAL,11.47936,13.10618,Spontaneous,Collective Settlement/Centre,10/19/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,No,Yes,Yes,Yes,Yes,Yes,No,BORNO,BAMA,KASUGULA,BORNO,BAMA,KASUGULA,19,127,2,5,20,30,11,21,17,20,1,0,8,7,0,0,1,0,0,19,2,0,7,10/19/2014,6/8/2015,Yes,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,None,None,>75%,None,<50%,<75%,<25%,Blankets/Mats,Kitchen sets,Mosquito nets,Off-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),7,Yes,Yes,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Host community donation,No,No,No,Malaria,Cough,Fever,No,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<25%,Petty trade,7,Yes,No,No,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,1589
Nigeria,1/22/2016,8,BORNO,JERE,MASHAMARI,BO_S002,SHEHU SANDA KYARIMI PRIMARY SCHOOL,FORMAL,11.85008,13018227,Spontaneous,Collective Settlement/Centre,8/13/2014,Open,<2 months,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,DIKWA,GAJIBO,BORNO,DIKWA,BOBOSHE,271,2066,96,75,184,149,128,237,270,334,270,323,51,187,0,2,593,34,27,63,17,23,12,9/7/2014,12/13/2015,Yes,BORNO,DIKWA,GAJIBO,Place of origin,Lack of safety,None,<50%,<25%,<75%,<50%,None,<50%,<50%,Blankets/Mats,Mosquito nets,Soap,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,<5 ltr,Yes,None,No,Not so good (Not hygienic),22,Yes,Yes,Yes,Garbage pit,12,No,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,No,Yes,Diarrhea,Malaria,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Farming,140,Yes,No,Yes,Yes,No,Military,None,None,None,None,Fighting between recipients at distribution points,3,11,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Safety and Security,No,1592
Nigeria,1/26/2016,8,BORNO,JERE,BALE GALTIMARI,BO_S004,BALE GALTIMARI PRI SCHOOL,INFORMAL,11.80553,13.17364,Spontaneous,Collective Settlement/Centre,1/9/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,BAMA,KASUGULA,BORNO,BAMA,KASUGULA,70,460,9,5,78,95,38,59,64,80,20,12,14,30,3,1,32,0,0,18,18,6,7,1/10/2016,4/7/2016,Yes,BORNO,BAMA,BUDUWA / BULA CHIRABE,Place of origin,Lack of food,None,None,None,<75%,None,<75%,<50%,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),8,Yes,Yes,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Host community donation,Yes,Yes,Yes,Malaria,Cough,Fever,No,Yes,Off-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Petty trade,90,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,1588
Nigeria,1/26/2016,8,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S005,ARABIC TEACHERS COLLEGE,FORMAL,11.82689,13.12391,Spontaneous,Collective Settlement/Centre,9/26/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,MARTE,MARTE,BORNO,GWOZA,GWOZA TOWN GADAMAYO,1167,7587,105,123,506,405,1836,1578,1250,1026,309,449,138,336,30,10,758,31,30,18,27,50,115,09/20/2014,11/23/2015,No,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,House damaged/destroyed,<25%,<25%,<75%,>75%,<50%,<25%,<25%,>75%,Hygiene kits,Soap,Kitchen sets,On-site (<10 mn),>50 %,No,Unprotected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),171,Yes,Yes,No,Burning,208,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",No,Irregular,Distribution,Yes,Yes,No,Skin disease,Fever,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Petty trade,203,No,No,Yes,Yes,Yes,Military,Theft,Domestic violence,None,None,None,3,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Situation in areas of origin,No,1587
Nigeria,1/27/2016,8,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S006,WTC CAMP,FORMAL,11.83323,13.1393,Spontaneous,Collective Settlement/Centre,9/15/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,BAMA,KASUGULA,BORNO,BAMA,NULL,892,3346,56,111,168,335,225,444,558,1115,112,222,49,191,5,13,209,10,30,210,13,5,2,09/15/2014,9/8/2015,Yes,BORNO,BAMA,NULL,Place of origin,Lack of safety,None,<25%,<25%,Unknown,<50%,<50%,<25%,<75%,Blankets/Mats,Soap,Hygiene kits,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),97,No,No,No,No waste disposal system,0,Yes,None,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,No,Yes,Fever,Skin disease,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Petty trade,180,Yes,Yes,Unknown,Yes,Yes,Military,Theft,Domestic violence,None,None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Education,Radio/news,Situation in areas of origin,No,1585
Nigeria,1/30/2016,8,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S007,GOVERNMENT GIRLS COLLEGE MAIDUGURI,FORMAL,11.83352,13.1417,Spontaneous,Camp,9/26/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,Yes,Government,NEMA,,No,No,No,No,No,No,No,No,No,BORNO,BAMA,NULL,BORNO,BAMA,KASUGULA,634,3061,109,214,151,305,491,631,495,557,50,58,42,332,7,7,108,2,62,47,72,80,0,09/29/2014,10/11/2015,No,BORNO,BAMA,NULL,Place of origin,House damaged/destroyed,<50%,None,None,>75%,<50%,<50%,None,>75%,Hygiene kits,Kitchen sets,Soap,On-site (<10 mn),<50 %,Yes,Lake/dam,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),68,No,No,No,Burning,288,No,Yes,No,No,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,No,No,No,Malaria,Fever,Skin disease,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Petty trade,252,Yes,No,No,Yes,Yes,Military,Theft,Domestic violence,None,None,None,2,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Marriage,Mobile phone,Situation in areas of origin,No,1586
Nigeria,1/23/2016,8,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S008,GOVERMENT COLLEGE MAIDUGURI,FORMAL,11.83654,13.12738,Spontaneous,Collective Settlement/Centre,09/18/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,NULL,NULL,NULL,1573,3518,105,53,312,187,87,210,1150,1307,73,34,121,225,13,3,107,14,20,330,150,66,5,09/18/2014,10/1/2016,No,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,Lack of safety,None,None,None,>75%,<50%,<25%,<25%,>75%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),120,Yes,Yes,Yes,Garbage pit,95,No,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Malnutrition,Diarrhea,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Petty trade,372,Yes,Yes,Yes,Yes,Yes,Military,Theft,None,None,None,None,2,2,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Others,Radio/news,Safety and Security,No,1590
Nigeria,1/28/2016,8,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S009,NYSC CAMP BORNO,FORMAL,11.8258,13.11911,Spontaneous,Collective Settlement/Centre,1/11/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,No,NULL,NULL,Yes,INGO,IOM,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,KASUGULA,BORNO,KONDUGA,KELUMIRI / NGALBI AMARI / YALE,763,5728,8,14,14,37,1613,2134,781,1086,28,13,65,25,6,2,41,9,84,0,3,7,0,06/16/2014,5/1/2016,Yes,BORNO,BAMA,NULL,Place of origin,Lack of safety,None,>75%,<25%,<25%,<50%,<25%,<50%,<75%,Blankets/Mats,Hygiene kits,Soap,On-site (<10 mn),>50 %,Yes,Water truck,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),82,No,No,Yes,Burning,0,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<5 km,<50%,Petty trade,50,Yes,Yes,No,Yes,Yes,Military,Theft,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Safety and Security,No,1591
Nigeria,1/21/2016,8,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S010,BAKASI CAMP,FORMAL,11.84334,13.12019,Spontaneous,Camp,11/2/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,Yes,Government,SEMA,,No,No,Yes,Yes,No,No,Yes,Yes,No,BORNO,MONGUNO,NULL,BORNO,GUZAMALA,NULL,1128,8457,76,100,689,993,914,1289,1376,2985,20,15,158,260,17,4,35,9,75,0,10,15,7,11/2/2015,9/11/2015,Yes,BORNO,MONGUNO,SURE,Place of origin,Lack of safety,None,None,None,>75%,<25%,<50%,<75%,<25%,Blankets/Mats,Kitchen sets,Mosquito nets,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,Yes,Good (Hygienic),303,No,No,No,Garbage pit,50,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",No,Irregular,Distribution,No,No,No,Skin disease,Skin disease,Skin disease,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<75%,Daily labourer,392,Yes,Yes,Yes,Yes,Yes,Military,Friction anmong site residents,Domestic violence,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,No,1584
Nigeria,1/23/2016,8,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S011,"GOVT GIRLS SEC SCHOOL, YERWA",FORMAL,11.83449,13.11965,Spontaneous,Collective Settlement/Centre,7/9/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,NULL,NULL,NULL,NULL,2157,5191,48,52,355,370,896,1166,800,950,265,289,20,120,62,8,554,70,40,36,60,55,0,06/20/2014,NULL,No,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,None,None,>75%,<50%,<75%,<75%,<75%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),135,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes,Yes,No,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Malaria,Diarrhea,Cough,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<75%,Petty trade,250,Yes,Yes,No,Yes,No,Military,None,None,None,None,None,5,2,Yes,Yes,Yes,Yes,Yes,Good,Good,"Yes, there is lighting and it is adequate",Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,No,1583
Nigeria,1/26/2016,8,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,BO_S012,EYN CAMP,FORMAL,11.84422,13.13686,Spontaneous,Collective Settlement/Centre,6/6/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Tents,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,CHIBOK,GATAMARWA,BORNO,ASKIRA / UBA,ZADAWA / HAUSARI,1073,7511,125,205,1050,1055,988,859,1129,2008,47,45,98,540,2,2,92,100,100,95,37,36,4,9/20/2014,1/24/2016,Yes,BORNO,GWOZA,NULL,Place of origin,Lack of safety,None,>75%,<25%,None,None,<75%,None,>75%,Blankets/Mats,Soap,Kitchen sets,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),10,Yes,No,No,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,None,None,None,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<75%,Collecting firewood,0,Yes,No,Yes,Yes,No,Military,None,None,None,None,None,3,2,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Others,Radio/news,None,No,1581
Nigeria,1/25/2016,8,BORNO,MAIDUGURI M. C.,MAFONI,BO_S013,MOGCOLIS CAMP,FORMAL,11.84592,13.14912,Spontaneous,Collective Settlement/Centre,9/23/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MOBBAR,ASAGA,BORNO,ABADAM,AREGE,328,2427,168,206,146,223,314,334,309,329,197,201,100,410,21,2,398,115,200,50,100,67,101,3/9/2014,NULL,Yes,BORNO,ABADAM,AREGE,Place of origin,House damaged/destroyed,<25%,<25%,<25%,>75%,<50%,<50%,<75%,<50%,Soap,Mosquito nets,Hygiene kits,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),21,Yes,Yes,Yes,Garbage pit,0,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Agro-pastoralism,29,Yes,No,No,Yes,No,Military,None,None,None,None,Assistance was physically inadequate for most vulnerable,2,1,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Better living conditions,Local Leader,Registration,No,1582
Nigeria,1/25/2016,8,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S014,TEACHERS VILLAGE,FORMAL,11.84334,13.09935,Spontaneous,Collective Settlement/Centre,9/29/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,BORNO,GUZAMALA,GUDUMBALI WEST,1338,8703,158,106,628,416,2064,1851,1546,1064,486,384,98,300,50,10,870,40,100,98,30,40,25,9/29/2014,4/11/2015,Yes,BORNO,KUKAWA,BAGA,Place of origin,Lack of food,<25%,None,<25%,<75%,<50%,None,None,>75%,Kitchen sets,Hygiene kits,Plastic sheeting,On-site (<10 mn),<50 %,Yes,Spring,Piped water supply,Unknown,No,Taste,Yes,Not so good (Not hygienic),0,Yes,Yes,Yes,No waste disposal system,0,Yes,Unknown,No,No,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Unknown,No,Yes,Malaria,Skin disease,Fever,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,>75%,Farming,98,Yes,Yes,No,Yes,Yes,Military,Alcohol/drug-related disturbance,None,None,None,None,0,0,Yes,No,Yes,Yes,Yes,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Distribution,No,1577
Nigeria,1/26/2016,8,BORNO,BIU,KENKEN,BO_S015,GGSS BIU,INFORMAL,12.1816,10.61525,Spontaneous,Collective Settlement/Centre,6/14/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,NRC,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,DAMBOA,DAMBOA,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,846,7517,89,97,555,1216,989,1391,1367,1606,91,116,162,292,3,0,207,78,61,4,381,497,881,12/18/2015,01/28/2016,Yes,BORNO,DAMBOA,DAMBOA,Place of origin,Lack of safety,None,<50%,None,<75%,<25%,None,None,<25%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),12,No,No,Yes,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<25%,Farming,0,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Other relief assistance,No,1575
Nigeria,1/26/2016,8,BORNO,KONDUGA,AUNO / CHABBOL,BO_S016,FEDERAL TRAINING CENTER CAMP,FORMAL,11.77724,13.22147,Spontaneous,Collective Settlement/Centre,3/14/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,Tents,Yes,Yes,NULL,NULL,Yes,Government,NEMA/SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,KASUGULA,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,2173,18387,712,797,908,1905,1761,2942,2691,5067,735,869,887,2309,17,8,1604,9,29,2600,920,311,14,7/3/2015,12/1/2016,Yes,BORNO,BAMA,KASUGULA,Place of origin,House damaged/destroyed,<25%,<25%,<50%,<25%,<25%,<75%,<25%,>75%,Blankets/Mats,Soap,Other,On-site (<10 mn),>50 %,Yes,Piped water supply,Water truck,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),150,Yes,Yes,Yes,Garbage pit,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Every 2 weeks,Distribution,Yes,No,Yes,RTI,Cough,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Petty trade,52,No,No,No,Yes,Yes,Military,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,2,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Site Management,Situation in areas of origin,No,1580
Nigeria,1/21/2016,8,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S017,400 HOUSING ESATE GUBIO,FORMAL,11.90408,13.07953,Spontaneous,Collective Settlement/Centre,5/9/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,NEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,NGALA,OLD GAMBORU 'A',BORNO,KUKAWA,DORO / DUGURI,1976,11856,400,509,940,1171,1087,1897,2075,2557,420,800,485,1100,102,111,1220,59,89,189,530,600,59,10/5/2015,12/16/2015,No,BORNO,NGALA,OLD GAMBORU 'A',Place of origin,House damaged/destroyed,<25%,<25%,None,>75%,>75%,None,<25%,>75%,Soap,Blankets/Mats,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,Yes,Good (Hygienic),168,Yes,Yes,Yes,Burning,75,No,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Cough,Skin disease,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Agro-pastoralism,100,Yes,No,Yes,Yes,Yes,Military,Alcohol/drug-related disturbance,Domestic violence,Forced family separations,Child separated from their care givers (or just child separation),Fighting between recipients at distribution points,5,2,Yes,Yes,No,No,No,Good,Poor,"Yes, there is lighting and it is adequate",No,N/A,NULL,Families/Friends,Situation in areas of origin,No,1578
Nigeria,1/21/2016,8,BORNO,JERE,DUSUMAN,BO_S018,FARM CENTRE,INFORMAL,11.86189,13.21455,Spontaneous,Collective Settlement/Centre,7/2/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,NEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,BORNO,MAFA,MA'AFA,BORNO,JERE,DUSUMAN,1301,8522,261,239,888,901,967,1008,1595,1739,420,504,549,804,10,5,924,49,82,262,192,14,10,8/3/2015,12/16/2015,Yes,BORNO,MAFA,MA'AFA,Place of origin,Lack of safety,None,<25%,<50%,<75%,<25%,<50%,<50%,<75%,Plastic sheeting,Blankets/Mats,Hygiene kits,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Good (Hygienic),120,Yes,Yes,Yes,Garbage pit,12,Yes,None,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,No,No,No,Fever,Malnutrition,Cough,Yes,Yes,On-site (<3 km),NGO,No,None,Unknown,None,Petty trade,350,Yes,No,Yes,Yes,Yes,Military,Friction anmong site residents,None,None,None,Assistance was physically inadequate for most vulnerable,1,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,Yes,1574
Nigeria,1/27/2016,8,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S019,CAN CATHOLIC SECRETARIAT,INFORMAL,11.47291,13.08346,Spontaneous,Collective Settlement/Centre,11/6/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,Community center,No,N/A,NULL,NULL,Yes,Religious entity,N/A,,No,No,No,No,No,No,Yes,Yes,No,BORNO,GWOZA,PULKA/BOKKO,ADAMAWA,MADAGALI,GULAK,46,383,42,40,41,43,59,76,29,49,1,3,7,82,0,1,4,1,9,4,38,6,0,08/17/2014,6/1/2016,Yes,BORNO,GWOZA,PULKA/BOKKO,Place of origin,Lack of safety,<25%,None,<50%,<50%,None,<50%,<75%,<50%,Hygiene kits,Kitchen sets,Soap,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),10,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Other,No,No,No,Cough,Malaria,Fever,No,No,None,None,Yes,Off-site,<1 km,<50%,Daily labourer,30,Yes,No,No,Yes,No,Self organized,None,Domestic violence,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,1576
