country,survey_date,round,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,site_date_open,,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,sma_name,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_pregnant,n_lactating,n_pwd,,n_elder,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,pre_displaced,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,sec_phys_violence,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,9/9/15,6,BORNO,JERE,BALE GALTIMARI,BO_S001,FORI PRI SCH,INFORMAL,11.79954,13.17691,Spontaneous,Collective Settlement/Centre,10/19/14,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,,,No,No,No,No,Yes,No,Yes,No,No,BORNO,BAMA,KASUGULA,BORNO,BAMA,KASUGULA,17,75,3,4,2,2,18,16,9,21,0,0,0,9,0,0,0,0,0,0,2,0,7,10/19/14,NULL,Yes,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,None,None,>75%,<25%,<50%,<75%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Unknown,Not operational,No,None,None,Unknown,Unknown,None,Unknown,Not so good (Not hygienic),7,Yes,Yes,Yes,No waste disposal system,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,Malaria,Fever,Cough,No,No,None,None,No,Off-site,<1 km,<25%,Petty trade,7,No,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,No,1367
Nigeria,9/7/15,6,BORNO,JERE,MASHAMARI,BO_S002,SANDA KYARIMI II PRIMARY SCHOOL,FORMAL,11.85063,13.18255,Spontaneous,Collective Settlement/Centre,9/20/15,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,DIKWA,DIKWA,BORNO,DIKWA,GAJIBO,437,3721,109,201,278,315,621,715,511,635,137,199,169,451,0,0,336,21,15,9,6,5,0,9/20/14,8/30/15,Yes,BORNO,DIKWA,DIKWA,Place of origin,Lack of safety,<25%,<25%,None,<50%,<50%,None,None,<25%,Mosquito nets,Plastic sheeting,Bucket/Jerry Can,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),73,Yes,No,Yes,Burning,0,Yes,Yes but no soap/water inside,Yes,No,No,No,"Yes, on site",Yes,Everyday,Distribution,Yes,No,No,Malaria,Diarrhea,Skin disease,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,Petty trade,451,No,No,Yes,Yes,Yes,Military,Friction with host community,Domestic violence,None,None,Fighting between recipients at distribution points,2,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Distribution,No,1362
Nigeria,10/22/15,6,BORNO,JERE,OLD MAIDUGURI,BO_S003,MADINATU CAMP,FORMAL,11.87552,13.17978,Spontaneous,Collective Settlement/Centre,1/3/15,Open,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,Yes,Yes,NULL,NULL,Yes,Government,,,Yes,No,No,No,No,Yes,No,No,Yes,BORNO,KUKAWA,BAGA,NULL,NULL,NULL,328,2490,23,21,53,58,452,541,622,681,14,25,5,59,0,0,39,2,4,0,8,2,0,1/3/15,9/13/15,Yes,BORNO,KUKAWA,BAGA,Place of origin,Lack of safety,None,None,<75%,<25%,None,<25%,<25%,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Water truck,Water truck,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),7,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,Malaria,Diarrhea,Cough,No,Yes,On-site (<3 km),Government,No,Off-site,<1 km,<50%,Farming,15,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Access to services,Yes,1428
Nigeria,9/9/15,6,BORNO,JERE,BALE GALTIMARI,BO_S004, BALE GALTIMARI PRIMARY SCHOOL.,INFORMAL,11.80523,13.17292,Spontaneous,Collective Settlement/Centre,1/9/14,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,BORNO,BAMA,KASUGULA,BORNO,KONDUGA,KAWURI,42,356,10,13,37,46,61,79,35,40,4,31,7,51,0,0,35,2,7,0,0,0,0,1/9/15,NULL,Yes,BORNO,BAMA,KASUGULA,Place of origin,Accessibility,None,None,None,>75%,<25%,None,<50%,<25%,Blankets/Mats,Soap,Mosquito nets,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),6,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,Malaria,Fever,Diarrhea,No,No,Off-site (<3 km),None,Yes,On-site,<1 km,<50%,Petty trade,0,No,No,No,Yes,Yes,Self organized,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Other relief assistance,No,1361
Nigeria,9/8/15,6,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S005,ARABIC TEACHERS COLLEGE,FORMAL,11.82648,13.12417,Spontaneous,Collective Settlement/Centre,9/26/14,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,No,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MARTE,MARTE,BORNO,GWOZA,GWOZA TOWN GADAMAYO,2279,8504,101,294,829,935,972,1005,2070,2111,87,100,429,469,5,4,187,118,15,19,520,370,0,9/26/14,4/16/15,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,Lack of safety,None,<25%,None,>75%,>75%,None,None,>75%,Kitchen sets,Hygiene kits,Plastic sheeting,On-site (<10 mn),<50 %,No,Piped water supply,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),152,Yes,Yes,No,Garbage pit,8,Yes,Yes but no soap/water inside,No,Yes,No,Yes,"Yes, on site",Yes,Everyday,Distribution,No,No,Yes,Malaria,Skin disease,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<75%,Petty trade,115,No,No,Yes,Yes,Yes,Military,Alcohol/drug-related disturbance,None,None,Child physical & emotional abuse,Interference in distribution of aid,3,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,No,1376
Nigeria,9/7/15,6,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S006,WOMEN TEACHERS COLLEGE,FORMAL,11.83355,13.137867,Spontaneous,Collective Settlement/Centre,9/15/14,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,BORNO,KONDUGA,KELUMIRI / NGALBI AMARI / YALE,880,6139,41,73,852,1033,565,1409,874,1092,86,114,223,242,1,14,200,10,32,9,47,0,0,15/092014,7/21/15,Yes,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,Place of origin,Lack of food,None,None,<25%,>75%,<50%,<25%,None,>75%,Bucket/Jerry Can,Blankets/Mats,Hygiene kits,On-site (<10 mn),>50 %,Yes,Hand pumps,Piped water supply,>15 ltr,Yes,None,No,Good (Hygienic),102,No,No,No,Garbage pit,1,No,Yes,Yes,Yes,No,No,"Yes, on site",Yes,Everyday,Distribution,No,Yes,Yes,Diarrhea,Fever,Malnutrition,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Petty trade,128,Yes,No,No,Yes,Yes,Police,Friction with host community,None,None,Child separated from their care givers (or just child separation),Not enough assistance for all entitled,4,2,Yes,Yes,No,No,No,Good,Unknown,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Safety and Security,No,1377
Nigeria,9/7/15,6,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S007,GOV'T GIRLS COLLEGE,FORMAL,11.8337,13.14242,Spontaneous,Collective Settlement/Centre,9/26/14,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,BAMA,KASUGULA,BORNO,DAMBOA,AJIGN (A),588,4411,83,151,954,1128,408,436,401,683,70,97,338,280,2,5,167,3,93,5,41,0,0,9/26/14,8/17/15,Yes,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,None,None,>75%,>75%,<50%,None,<50%,Bucket/Jerry Can,Soap,Blankets/Mats,On-site (<10 mn),<50 %,No,Lake/dam,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),77,No,No,No,Garbage pit,3,No,Yes but no soap/water inside,No,No,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Malaria,Fever,Diarrhea,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<75%,Petty trade,147,Yes,No,No,Yes,Yes,Military,Theft,Domestic violence,None,Child physical & emotional abuse,Not enough assistance for all entitled,4,2,Yes,Yes,No,No,No,Good,Unknown,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Safety and Security,No,1375
Nigeria,9/9/15,6,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S008,GOVT. COLLEGE CAMP,FORMAL,11.83475,13.12793,Spontaneous,Collective Settlement/Centre,9/18/14,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,GWOZA,GWOZA TOWN GADAMAYO,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,443,3322,61,70,350,163,576,600,818,571,43,70,87,141,10,0,113,7,15,0,15,0,0,9/18/14,9/7/15,Yes,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,Lack of safety,<25%,<25%,None,<75%,>75%,None,None,<75%,Blankets/Mats,Soap,Mosquito nets,On-site (<10 mn),<50 %,Yes,None,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),36,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,No,No,Malaria,Malnutrition,None,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,Petty trade,130,Yes,No,No,Yes,Yes,Military,Friction anmong site residents,None,Forced family separations,Child separated from their care givers (or just child separation),Not enough assistance for all entitled,4,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Situation in areas of origin,No,1373
Nigeria,9/9/15,6,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S009,NYSC CAMP,FORMAL,11.8257,13.11942,Spontaneous,Collective Settlement/Centre,1/11/14,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,MBULIYA / GONIRI / SIRAJA,BORNO,KONDUGA,NULL,1350,6802,63,113,401,817,302,820,1922,2316,21,27,172,380,10,5,48,115,21,9,120,0,5,1/11/14,8/26/15,Yes,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,<25%,<25%,>75%,<25%,<25%,<25%,>75%,Mosquito nets,Hygiene kits,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Water truck,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),92,Yes,No,No,Garbage pit,0,No,Yes,No,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Malaria,Diarrhea,Fever,Yes,No,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Petty trade,118,No,No,Yes,Yes,Yes,Military,Friction anmong site residents,None,Forced family separations,None,Not enough assistance for all entitled,5,0,Yes,Yes,Yes,Yes,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Families/Friends,Distribution,No,1371
Nigeria,9/8/15,6,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S010,BAKASI CAMP,FORMAL,11.79048,13.12085,Spontaneous,Collective Settlement/Centre,NULL,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MONGUNO,MONGUNO,BORNO,GUZAMALA,GUDUMBALI WEST,1188,8428,76,107,696,993,914,1286,1381,2931,26,18,398,208,14,3,44,9,0,0,6,9,2,2/17/15,8/20/15,Yes,BORNO,MONGUNO,MONGUNO,Place of origin,Lack of safety,None,<75%,None,>75%,<25%,<75%,None,<25%,Blankets/Mats,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Water truck,Unprotected well,5 - 10 ltr,No,Taste,No,Not so good (Not hygienic),0,Yes,No,No,Garbage pit,1,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",No,Irregular,Distribution,No,No,No,Skin disease,Malaria,Diarrhea,Yes,No,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Daily labourer,47,Yes,Yes,No,Yes,No,Military,Friction with host community,Exchange of goods/food for sex,Forced family separations,Children involved in WFCL (forced labor/forced begging),Assistance was physically inadequate for most vulnerable,4,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",Yes,Nigeria,Better living conditions,Radio/news,Distribution,No,1370
Nigeria,9/10/15,6,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S011,YERWA G G CAMP,FORMAL,11.8344,13.11887,Spontaneous,Collective Settlement/Centre,9/15/15,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,KASUGULA,BORNO,KONDUGA,KONDUGA,690,5175,103,247,706,928,417,722,967,1025,20,40,232,409,1,5,60,316,205,0,0,15,0,8/15/14,8/29/15,No,BORNO,BAMA,KASUGULA,Place of origin,House damaged/destroyed,None,None,None,>75%,>75%,None,None,>75%,Kitchen sets,Blankets/Mats,Hygiene kits,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),108,Yes,Yes,Yes,Garbage pit,30,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Everyday,Distribution,No,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,Petty trade,502,Yes,No,No,Yes,Yes,Military,Friction anmong site residents,None,Forced family separations,Child separated from their care givers (or just child separation),Fighting between recipients at distribution points,1,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Distribution,No,1372
Nigeria,9/7/15,6,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,BO_S012,EYN CAN CENTER,FORMAL,11.83412,13.13577,Spontaneous,Collective Settlement/Centre,6/6/14,Open,Unknown,NULL,Yes,NULL,Private Building,Tents,Yes,Yes,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,GAVVA / AGAPALWA,ADAMAWA,MADAGALI,GULAK,634,4756,21,38,353,532,787,1221,657,1084,15,48,73,88,2,1,63,3,63,9,32,13,0,3/6/14,NULL,Yes,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,Lack of safety,None,<25%,>75%,<25%,>75%,>75%,None,>75%,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,Hand pumps,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),8,No,No,Yes,Burning,1,Yes,Yes but no soap/water inside,No,Yes,No,Yes,"Yes, on site",No,Everyday,Distribution,No,Yes,Yes,Malaria,Diarrhea,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,>75%,Farming,68,No,Yes,Yes,No,No,None,None,None,None,Child separated from their care givers (or just child separation),Fighting between recipients at distribution points,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,1369
Nigeria,9/7/15,6,BORNO,MAIDUGURI M. C.,MAFONI,BO_S013, MOGOCOLIS (BOCOLIS),FORMAL,11.84545,13.14872,Spontaneous,Collective Settlement/Centre,2/1/15,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MOBBAR,DAMASAK,BORNO,ABADAM,MALLAMFATORI KESSA,310,2726,12,38,160,100,219,350,1354,409,21,63,9,88,2,3,84,19,9,30,10,15,20,2/1/15,9/20/15,No,BORNO,MOBBAR,DAMASAK,Place of origin,Lack of safety,None,None,<25%,>75%,>75%,None,None,<50%,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),51,Yes,Yes,Yes,Garbage pit,4,Yes,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Everyday,Distribution,Yes,No,No,Malaria,Fever,Diarrhea,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,>75%,Petty trade,17,No,No,No,Yes,No,Military,Alcohol/drug-related disturbance,None,None,None,Fighting between recipients at distribution points,7,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Better living conditions,Radio/news,Safety and Security,No,1364
Nigeria,9/7/15,6,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S014,TEACHERS VILLAGE,FORMAL,11.83448,13.118767,Spontaneous,Collective Settlement/Centre,9/29/14,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,KUKAWA,BAGA,BORNO,NGALA,GAMBORU 'C',1124,8105,151,177,702,918,1279,1557,917,1108,968,328,118,482,26,3,1296,32,820,121,72,41,11,9/29/14,9/4/15,Yes,BORNO,KUKAWA,BAGA,Place of origin,Accessibility,None,<25%,None,<75%,<25%,<25%,None,<75%,Kitchen sets,Hygiene kits,Plastic sheeting,On-site (<10 mn),<50 %,Yes,Piped water supply,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),119,Yes,Yes,Yes,Garbage pit,1,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Everyday,Distribution,Unknown,No,Yes,Malaria,Skin disease,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<75%,None,98,Yes,Yes,No,Yes,No answer,Self organized,None,None,None,None,None,0,0,Yes,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Local Leader,Distribution,No,1374
Nigeria,9/12/15,6,BORNO,BIU,KENKEN,BO_S015,G.G.S.S. BIU,INFORMAL,10.6165,12.1792,Spontaneous,Collective Settlement/Centre,6/14/14,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,INGO,,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,BORNO,DAMBOA,DAMBOA,BORNO,HAWUL,KWAJAFFA/HANG,455,4112,37,68,479,872,640,485,409,522,274,326,80,133,6,9,600,263,103,64,21,56,32,6/14/14,9/2/15,Yes,BORNO,DAMBOA,DAMBOA,Place of origin,Lack of safety,<25%,None,None,>75%,<25%,<25%,<25%,<25%,Mosquito nets,Blankets/Mats,Hygiene kits,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),10,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,Malaria,Diarrhea,Cough,Yes,Yes,On-site (<3 km),NGO,No,Off-site,<1 km,None,Farming,267,Yes,Yes,Yes,Yes,Yes,Military,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Other relief assistance,No,1352
Nigeria,9/8/15,6,BORNO,KONDUGA,DALORI / WANORI,BO_S016,FEDERAL TRAINING CENTER (FTC DALORI),FORMAL,11.77871,13.2243,Spontaneous,Collective Settlement/Centre,NULL,Open,Unknown,NULL,Yes,NULL,Public/Government,Tents,No,N/A,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,BUDUWA / BULA CHIRABE,BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,2435,18251,245,481,940,1801,2127,4245,2489,5006,309,608,211,801,31,8,917,8,63,2600,109,63,0,3/15/15,NULL,No,BORNO,BAMA,BUDUWA / BULA CHIRABE,Place of origin,Accessibility,<25%,>75%,<75%,<25%,<25%,>75%,None,>75%,Soap,Bucket/Jerry Can,Other,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,Unknown,Not so good (Not hygienic),246,Yes,Yes,Yes,Garbage pit,1,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,>75%,Petty trade,182,Yes,No,No,Yes,No,Military,Friction anmong site residents,None,None,Child physical & emotional abuse,Not enough assistance for all entitled,2,3,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Situation in areas of origin,No,1425
Nigeria,9/7/15,6,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S017,"400 HOUSING ESTATE, GUBIO ROAD.",FORMAL,11.90331,13.07874,Spontaneous,Collective Settlement/Centre,5/9/15,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,No,NULL,NULL,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,BORNO,ABADAM,MALLAMFATORI KESSA,719,6110,179,146,346,605,744,957,517,1672,74,870,150,382,0,6,944,222,10,0,19,3,10,5/9/15,9/3/15,Yes,BORNO,KUKAWA,BAGA,Place of origin,Accessibility,<25%,None,None,<75%,<25%,<50%,<50%,>75%,Blankets/Mats,Soap,Bucket/Jerry Can,On-site (<10 mn),100%,No,Water truck,Water truck,10 - 15 ltr,Yes,None,No,Good (Hygienic),66,Yes,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",No,Everyday,Distribution,No,No,No,Skin disease,Malaria,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,>75%,Petty trade,75,No,No,Unknown,Yes,Yes,Military,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Excellent,No lighting,No,N/A,NULL,Site Management,Distribution,No,1365
Nigeria,9/7/15,6,BORNO,JERE,DUSUMAN,BO_S018,FARM CENTER (DUSUMAN).,INFORMAL,11.86314,13.21535,Spontaneous,Collective Settlement/Centre,7/2/15,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,,,No,No,Yes,No,Yes,Yes,Yes,No,No,BORNO,JERE,DUSUMAN,BORNO,MAFA,MAFA,885,6580,93,198,298,366,1356,1639,1008,1307,146,169,201,372,0,0,315,9,12,7,8,6,0,NULL,NULL,No,BORNO,MAFA,MAFA,Place of origin,Lack of safety,<25%,<50%,<25%,<50%,None,<50%,None,<25%,Plastic sheeting,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),74,No,No,No,Burning,0,Yes,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,No,No,Malaria,Cough,Skin disease,Yes,Yes,On-site (<3 km),INGO,No,Unknown,Unknown,None,Farming,35,Unknown,No,No,Yes,Yes,Community Leaders,Friction anmong site residents,Unknown,Unknown,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Safety and Security,No,1353
Nigeria,9/13/15,6,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S019,SAINT HILLARY,INFORMAL,11.7891,13.1393,Spontaneous,Collective Settlement/Centre,11/6/14,Open,Unknown,NULL,Yes,NULL,Public/Government,Community center,Yes,No,NULL,NULL,No,NULL,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,BORNO,GWOZA,NGOSHE,ADAMAWA,MADAGALI,GULAK,29,217,5,3,14,18,27,35,59,47,3,6,9,9,2,1,9,2,0,0,3,1,0,11/6/14,8/20/15,Yes,BORNO,GWOZA,NGOSHE,Place of origin,House damaged/destroyed,None,None,None,>75%,>75%,<25%,<25%,<75%,Blankets/Mats,Soap,Kitchen sets,Off-site (<10 mn),>50 %,No,None,Water truck,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),8,Yes,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),None,Yes,Off-site,<2 km,<75%,Petty trade,20,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Situation in areas of origin,No,1368
