country,round,survey_date,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_child,food_sup_lac,,,,health_medicine,,,health_medicine,health_center,,,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_tradition,,,,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,11,07/30/2016,ADAMAWA,GIREI,MODIRE/ VINIKILANG,AD_S005,EYN CHURCH VINIKILANG,INFORMAL,12.28454,9.18188,Spontaneous,Camp,,04/27/2015,Unknown,,Yes,,Private Building,Self-made tents,No,N/A,,,No,,,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,NGOSHE,ADAMAWA,MADAGALI,,18,50,0,0,0,7,8,15,9,14,23,3,7,10,1,1,2,2,4,2,0,2,6,0,0,4,8,0,04/27/2015,07/27/2015,No,BORNO,GWOZA,NGOSHE,Place of origin,House damaged/destroyed,None,None,>75%,None,None,<75%,None,<50%,Kitchen sets,Plastic sheeting,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,Yes,Yes,Yes,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Once a month,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<75%,Farming,1,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Excellent,No lighting,No,N/A,N/A,Site Management,Distribution,No,1873
Nigeria,11,07/24/2016,ADAMAWA,GIREI,MODIRE/ VINIKILANG,AD_S035,WADAI,INFORMAL,12.29069,7.18356,Spontaneous,Collective Settlement/Centre,,5/9/2014,Unknown,,Yes,,Private Building,Community center,No,N/A,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,ADAMAWA,MADAGALI,GULAK,,,,8,37,1,0,1,3,7,10,4,8,12,2,7,9,3,2,5,1,4,0,0,5,0,0,0,0,0,0,5/9/2014,,No,,,,Place of origin,House damaged/destroyed,None,<75%,<25%,<25%,<25%,<75%,None,<50%,Blankets/Mats,Kitchen sets,Plastic sheeting,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,Yes,Yes,Yes,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Farming,0,No,Yes,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Excellent,"Yes, there is lighting but it is NOT adequate",No,N/A,N/A,Families/Friends,Safety and Security,No,1866
Nigeria,11,07/26/2016,ADAMAWA,MADAGALI,MADAGALI,AD_S025,MARARABA,INFORMAL,13.37136,10.53881,Spontaneous,Transitional Centre,,04/16/2016,Unknown,,Yes,,Private Building,Bunk houses,No,N/A,,,Yes,Individual/Private,NA,,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MADAGALI,BABEL,ADAMAWA,MADAGALI,SHELMI / SUKUR/ VAPURA,75,395,11,18,29,23,29,52,42,78,120,79,68,147,22,25,47,7,32,0,1,47,1,0,2,5,2,0,04/16/2014,05/28/2016,Yes,ADAMAWA,MADAGALI,BABEL,Place of origin,House damaged/destroyed,<25%,None,None,>75%,None,None,<25%,<25%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,No,Unprotected well,Unprotected well,10 - 15 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),3,Yes,Yes,Unknown,Burning,0,Yes,Yes,Unknown,Unknown,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Malaria,Fever,Wound infection,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<50%,Daily labourer,13,Yes,No,No,Yes,No,Self organized,None,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),None,0,0,No,No,Unknown,Unknown,Unknown,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,Yes,1880
Nigeria,11,07/25/2016,ADAMAWA,MADAGALI,MADAGALI,AD_S039,SABON-LAYI,INFORMAL,13.3781,10.5358,Spontaneous,Transitional Centre,,06/23/2016,Unknown,,Yes,,Private Building,Bunk houses,Yes,Yes,,,Yes,Individual/Private,N/A,N/A,No,No,Yes,No,Yes,Yes,No,Yes,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,ADAMAWA,MADAGALI,WAGGA,29,165,5,7,12,15,11,26,23,17,40,31,49,80,6,1,7,5,15,0,0,7,0,4,2,1,2,4,06/23/2016,10/7/2016,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,Lack of safety,<25%,None,None,>75%,None,<50%,<50%,None,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),>50 %,No,Unprotected well,Unprotected well,5 - 10 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),2,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes,No,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Malaria,Fever,Wound infection,No,Yes,Off-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Daily labourer,16,Yes,No,Yes,No,Yes,None,Friction anmong site residents,Domestic violence,Other forms of exploitation (forced labor/forced begging),Child physical & emotional abuse,Non-affected groups are given humanitarian assistance,0,0,No,No,Unknown,Unknown,Unknown,Good,Poor,No lighting,Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,Yes,1882
Nigeria,11,07/23/2016,ADAMAWA,MADAGALI,SHELMI / SUKUR/ VAPURA,AD_S026,VAPURA,INFORMAL,13.33375,10.5048,Spontaneous,Collective Settlement/Centre,,05/19/2016,Unknown,,Yes,,Public/Government,Bunk houses,Yes,Yes,,,No,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MADAGALI,HYAMBULA,ADAMAWA,MADAGALI,WAGGA,39,437,7,6,13,35,39,74,66,44,110,98,118,216,13,11,24,14,32,0,0,24,0,0,2,1,0,1,05/19/2016,,Yes,ADAMAWA,MADAGALI,HYAMBULA,Place of origin,Lack of food,<25%,None,None,>75%,None,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),>50 %,Unknown,Unprotected well,Unprotected well,5 - 10 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),2,Yes,Yes,No,Burning,3,Yes,Yes,Yes,Yes,No,Yes,"Yes, on site",Yes,Irregular,Host community donation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<25%,Agro-pastoralism,6,Yes,Yes,Yes,Yes,Yes,Self organized,Friction anmong site residents,Domestic violence,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,None,0,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,Yes,1863
Nigeria,11,07/24/2016,ADAMAWA,MUBI SOUTH,GUDE,AD_S021,MUBI BURNT BRICK FACTORY TRANSIT CAMP,INFORMAL,13.3075,10.197,Spontaneous,Transitional Centre,,5/6/2016,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,Yes,INGO,"IRC, NRC, IOM",9054882514,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,BORNO,DAMBOA,MULGWAI / KOPCHI,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,141,370,5,7,12,16,24,40,19,23,42,91,172,263,7,6,13,8,21,0,0,13,2,4,1,3,2,4,11/7/2016,07/13/2016,Yes,BORNO,DAMBOA,MULGWAI / KOPCHI,Place of origin,House damaged/destroyed,None,>75%,None,<50%,<25%,<75%,None,>75%,Kitchen sets,Plastic sheeting,Hygiene kits,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Good (Hygienic),10,Yes,Yes,Yes,Burning,10,No,Yes,Yes,Yes,No,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,No,No,No,Fever,Malaria,Skin disease,Yes,Yes,On-site (<3 km),INGO,No,None,Unknown,None,Petty trade,0,No,No,No,Yes,No,Military,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,N/A,Site Management,Safety and Security,No,1878
Nigeria,11,07/20/2016,ADAMAWA,YOLA NORTH,GWADABAWA,AD_S022,LABOUR HOUSE,INFORMAL,12.2806,9.1581,Spontaneous,Collective Settlement/Centre,,09/17/2014,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,ADAMAWA,MADAGALI,GULAK,ADAMAWA,MICHIKA,MICHIKA  I,27,178,7,15,22,10,8,18,20,29,49,35,52,87,0,2,2,4,22,0,0,2,0,0,0,6,4,0,10/17/2014,10/23/2015,Yes,ADAMAWA,MADAGALI,GULAK,Place of origin,Lack of safety,None,None,None,>75%,<50%,None,None,>75%,Plastic sheeting,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),8,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",No,Irregular,Distribution,No,No,No,No,No,No,Malaria,Cough,Fever,No,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<50%,Pastoralism,10,No,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,N/A,Local Leader,Distribution,No,1875
Nigeria,11,07/19/2016,ADAMAWA,YOLA NORTH,LUGGERE,AD_S008,ST THERESAS CATHEDRAL,FORMAL,12.4447,9.2734,Spontaneous,Collective Settlement/Centre,,11/6/2014,Unknown,,Yes,,Private Building,Community center,Yes,Yes,,,Yes,Religious entity,N/A,8032657727,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MADAGALI,GULAK,ADAMAWA,GIREI,,152,774,20,26,46,70,61,131,108,116,224,103,243,346,18,9,27,49,77,0,0,27,0,0,0,0,0,0,8/8/2014,1/1/2015,Yes,ADAMAWA,MADAGALI,GULAK,Place of origin,Lack of safety,None,<25%,None,>75%,<75%,>75%,<75%,>75%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),6,Yes,Yes,Yes,Garbage pit,18,No,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,No,Yes,Yes,Yes,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,>75%,Petty trade,30,Unknown,No,No,Yes,No,Religious Leaders,None,None,None,None,None,3,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,N/A,Local Leader,Distribution,Yes,1856
Nigeria,11,06/30/2016,ADAMAWA,YOLA SOUTH,ADARAWO,AD_S027,DOKKITILA WUROKHERE,INFORMAL,12.51412,9.20916,Spontaneous,Collective Settlement/Centre,,08/19/2016,Unknown,,Yes,,Private Building,Bunk houses,No,N/A,,,No,,,,Yes,No,No,No,Yes,No,No,No,No,ADAMAWA,MADAGALI,,ADAMAWA,MICHIKA,,19,83,3,2,5,16,11,27,10,7,17,13,20,33,0,1,1,3,8,0,0,1,1,0,0,6,12,1,08/19/2016,,Yes,ADAMAWA,MADAGALI,,Place of origin,Lack of safety,None,None,None,<75%,None,<75%,None,None,Mosquito nets,Hygiene kits,Blankets/Mats,Off-site (>10 mn),<50 %,No,Spring,Spring,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Malnutrition,Fever,No,No,Off-site (>3 km),None,Yes,Off-site,<1 km,<50%,Farming,0,No,No,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Mobile phone,Situation in areas of origin,Yes,1858
Nigeria,11,07/22/2016,ADAMAWA,YOLA SOUTH,NAMTARI,AD_S028,HULLERE,INFORMAL,12.24521,9.1774,Spontaneous,Collective Settlement/Centre,,08/13/2014,Unknown,,Yes,,Private Building,Bunk houses,No,N/A,,,No,,,,Yes,No,No,Yes,No,No,No,No,Yes,BORNO,GWOZA,GUDUF NAGADIYO,BORNO,BAMA,,9,56,3,3,6,7,9,16,9,10,19,7,8,15,0,0,0,3,9,0,0,0,1,0,2,1,6,2,08/13/2014,5/12/2015,No,BORNO,GWOZA,GUDUF NAGADIYO,Place of origin,Lack of food,None,<25%,None,>75%,None,<50%,>75%,None,Plastic sheeting,Kitchen sets,Blankets/Mats,Off-site (<10 mn),<50 %,No,Unprotected well,Hand pumps,10 - 15 ltr,No,Odor/smell,Yes,Non usable,1,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,No,No,Never,Cultivated,No,No,No,No,No,No,Malaria,Cough,Diarrhea,No,Yes,Off-site (<3 km),Government,No,Unknown,Unknown,None,Farming,0,Yes,Yes,Yes,No,Yes,None,Theft,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Poor,No lighting,No,N/A,N/A,Mobile phone,Safety and Security,No,1859
Nigeria,11,07/24/2016,ADAMAWA,YOLA SOUTH,NAMTARI,AD_S030,KILBAJE EXTENSION,INFORMAL,12.3826,9.2527,Planned,Camp,,8/5/2016,Unknown,,Yes,,Public/Government,Individual house,Yes,Yes,,,Yes,Religious entity,EYN CHURCH,N/A,No,No,Yes,Yes,Yes,Yes,No,No,Yes,ADAMAWA,MADAGALI,GULAK,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,30,126,6,4,10,14,6,20,22,16,38,19,29,48,7,3,10,3,16,1,0,10,0,0,0,3,0,0,8/5/2016,06/21/2016,Yes,ADAMAWA,MADAGALI,GULAK,Place of origin,Lack of safety,None,None,None,>75%,None,>75%,>75%,<25%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),100%,Yes,Hand pumps,Hand pumps,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,Yes,Garbage pit,1,Yes,Unknown,No,No,Yes,Yes,"Yes, off site",No,Irregular,Distribution,No,No,No,No,No,No,Malaria,RTI,Malnutrition,Yes,Yes,On-site (<3 km),Local clinic,No,Unknown,Unknown,None,Farming,0,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Situation in areas of origin,No,1861
Nigeria,11,07/25/2016,ADAMAWA,YOLA SOUTH,NAMTARI,AD_S003,MALKOHI CAMP,FORMAL,12.384056,9.195833,Spontaneous,Camp,,11/9/2014,Unknown,,Yes,,Public/Government,Government building,Yes,No,,,Yes,Government,NEMA,8039416617,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,BORNO,BAMA,,354,1232,21,25,46,145,164,309,119,220,339,198,273,471,18,49,67,18,193,3,0,67,2,12,8,16,32,6,11/9/2014,4/2/2015,Yes,BORNO,GWOZA,,Place of origin,Lack of safety,None,<50%,None,>75%,<50%,<75%,None,>75%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,Unprotected well,Hand pumps,5 - 10 ltr,Yes,None,No,Good (Hygienic),36,Yes,Yes,Yes,Garbage pit,4,No,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,Mobile clinic,Government,Yes,On-site,<1 km,<75%,Farming,0,No,No,Yes,Yes,Yes,Military,Theft,None,None,None,Exclusion of families for unknown reasons,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Better living conditions,Mobile phone,Situation in areas of origin,Yes,1860
Nigeria,11,07/22/2016,ADAMAWA,YOLA SOUTH,NAMTARI,AD_S004,MALKOHI VILLAGE ,INFORMAL,12.377067,9.1925,Spontaneous,Camp,,09/20/2014,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,Yes,INGO,INGO,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,BORNO,GWOZA,,BORNO,BAMA,,305,1138,21,27,48,90,72,162,225,292,517,133,265,398,8,5,13,19,78,4,0,13,3,1,5,7,11,1,3/6/2014,12/12/2015,Yes,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,Lack of safety,None,>75%,>75%,None,None,>75%,>75%,<75%,Bucket/Jerry Can,Kitchen sets,Mosquito nets,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),18,Yes,Yes,Yes,Garbage pit,18,No,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Fever,Wound infection,Cough,No,Yes,Mobile clinic,INGO,Yes,Off-site,<1 km,<75%,Farming,3,Yes,No,Yes,Yes,No,Military,None,None,None,None,Not enough assistance for all entitled,2,0,Yes,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Mobile phone,Situation in areas of origin,No,1857
Nigeria,11,07/18/2016,ADAMAWA,YOLA SOUTH,NAMTARI,AD_S029,SABON DEAL NGURORE,INFORMAL,12.25185,9.28956,Spontaneous,Camp,,10/8/2014,Unknown,,Yes,,Private Building,Individual house,No,N/A,,,No,,,,Yes,No,No,No,No,No,No,No,No,BORNO,GWOZA,BITA / IZGE,ADAMAWA,MADAGALI,MADAGALI,7,42,1,2,3,4,6,10,9,7,16,5,7,12,0,1,1,0,3,0,0,1,0,0,0,2,0,0,10/8/2014,3/2/2015,Yes,BORNO,GWOZA,BITA / IZGE,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,None,Mosquito nets,Blankets/Mats,Soap,Off-site (>10 mn),Not operational,No,Water truck,Water truck,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,No,No,Never,Cultivated,No,No,No,No,No,No,Malaria,Fever,Cough,No,No,Off-site (>3 km),None,No,None,Unknown,None,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,N/A,Mobile phone,Safety and Security,No,1862
Nigeria,11,07/20/2016,BENUE,MAKURDI,AGAN,BN_S001,TOLL GATE,INFORMAL,8.5696,7.8101,Spontaneous,Collective Settlement/Centre,,2/6/2015,Unknown,,Yes,,Public/Government,Government building,No,N/A,,,No,,,,No,No,No,No,No,No,No,No,No,BENUE,MAKURDI,AGAN,BENUE,GUMA,NYIEV,4,29,2,3,5,2,4,6,3,3,6,4,3,7,3,2,5,0,5,0,0,5,0,4,0,3,4,0,6/10/2014,4/10/2015,Yes,BENUE,GUMA,KAAMBE,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,<75%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,Unknown,Yes,None,No,Non usable,0,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Fever,Diarrhea,No,Yes,Off-site (<3 km),Government,No,Off-site,<5 km,None,Farming,2,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Poor,No lighting,No,N/A,N/A,Local Leader,Safety and Security,Yes,1930
Nigeria,11,07/26/2016,BORNO,ASKIRA / UBA,LASSA,BO_S027,CENTRAL PRI SCH,INFORMAL,13.1536,10.5093,Pre Identified/For Relocation,Collective Settlement/Centre,,10/9/2013,Unknown,,Yes,,Public/Government,School,No,N/A,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,ASKIRA / UBA,DILLE / HUYUM,BORNO,ASKIRA / UBA,UBA,186,971,17,14,31,81,44,125,165,230,395,194,216,410,4,6,10,16,54,0,0,10,0,0,0,0,0,0,10/9/2013,06/27/2016,Yes,BORNO,ASKIRA / UBA,DILLE / HUYUM,Place of origin,Lack of food,None,None,<75%,<50%,None,<50%,None,<50%,Mosquito nets,Kitchen sets,Blankets/Mats,Off-site (<10 mn),<50 %,No,Water truck,Water truck,Unknown,No,Odor/smell,Yes,Not so good (Not hygienic),3,No,No,No,Burning,0,Unknown,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Malnutrition,No,Yes,Off-site (>3 km),Government,No,Unknown,Unknown,None,Daily labourer,0,Unknown,No,No,No,No,None,None,Unknown,Forced family separations,Missing children,Some specific groups are excluded,0,0,No,Yes,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,N/A,Local Leader,Safety and Security,Yes,1912
Nigeria,11,7/7/2016,BORNO,ASKIRA / UBA,UBA,BO_S061,MUFFA (A),INFORMAL,13.20761,10.45214,Spontaneous,Collective Settlement/Centre,,01/28/2013,Unknown,,Yes,,Private Building,Open lot,No,N/A,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,DAMBOA,,,,,10,110,3,6,9,5,10,15,11,22,33,17,33,50,1,2,3,1,9,0,0,3,0,0,0,2,0,0,01/28/2013,2/5/2013,No,BORNO,DAMBOA,,Place of origin,Lack of safety,None,None,None,<75%,None,None,None,None,Blankets/Mats,Mosquito nets,Soap,Off-site (<10 mn),<50 %,No,Unprotected well,Unprotected well,5 - 10 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cultivated,No,N/A,N/A,N/A,N/A,N/A,Malnutrition,Malaria,Diarrhea,No,Yes,Off-site (>3 km),None,No,None,Unknown,None,Farming,1,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,Yes,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,N/A,Families/Friends,Safety and Security,No,1806
Nigeria,11,07/30/2016,BORNO,BAMA,KASUGULA,BO_S057,GENERAL HOSPITAL BAMA,FORMAL,13.68772,11.53139,Spontaneous,Collective Settlement/Centre,,9/7/2015,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,Yes,Government,BOSENA,8039155900,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,BAMA,,BORNO,BAMA,,2218,9397,18,25,43,1069,1063,2132,1688,1594,3282,929,2175,3104,494,342,836,213,230,66,11,836,15,14,0,1200,150,10,9/7/2015,,Yes,BORNO,BAMA,,Place of origin,Accessibility,<25%,<25%,>75%,<25%,None,<50%,<25%,<75%,Blankets/Mats,Hygiene kits,Soap,On-site (<10 mn),>50 %,Yes,Spring,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",No,Every 2 weeks,Distribution,No,No,No,Yes,Yes,No,Malnutrition,Fever,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<50%,Petty trade,0,No,No,No,Yes,Yes,Military,Theft,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Unknown,No lighting,No,N/A,N/A,Authorities,Situation in areas of origin,No,1910
Nigeria,11,07/30/2016,BORNO,BIU,KENKEN,BO_S032,VTC CAMP ''B'',INFORMAL,12.1726,10.6163,Spontaneous,Camp,,06/14/2014,Unknown,,Yes,,Public/Government,Tents,Yes,Yes,,,Yes,Local NGO,NRC,7039759242,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,DAMBOA,,,,,217,1082,17,28,45,71,77,148,259,256,515,133,201,334,18,22,40,32,88,2,0,40,7,0,0,29,5,0,06/14/2014,06/23/2016,Yes,BORNO,DAMBOA,DAMBOA,Place of origin,Lack of food,None,>75%,<25%,None,<25%,<25%,None,<25%,Blankets/Mats,Kitchen sets,Mosquito nets,On-site (<10 mn),<50 %,No,Hand pumps,Piped water supply,<5 ltr,Yes,None,No,Not so good (Not hygienic),10,Yes,Yes,Yes,Garbage pit,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,Unknown,Unknown,No,No,Malnutrition,Malaria,Fever,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<25%,Farming,23,Yes,Yes,Yes,Yes,Yes,Local Authorities,Friction anmong site residents,Domestic violence,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,N/A,Site Management,Situation in areas of origin,No,1915
