country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,13,11/16/2016,AD,ADAMAWA,AD21,YOLA SOUTH,AD2101,ADARAWO,AD_S027,DOKKITILA WUROKHERE,INFORMAL,12.51337,9.20922,Spontaneous,Collective Settlement/Centre,,08/16/2015,Unknown,,Yes,,Private Building,Host family house,No,N/A,,,No,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MADAGALI,MADAGALI,,,,18,67,1,2,3,3,4,7,12,16,28,11,15,26,2,1,3,3,8,0,0,3,0,0,0,0,0,0,                                  08/19/2015,,No,ADAMAWA,MADAGALI,MADAGALI,Place of origin,Lack of safety,None,None,None,>75%,<75%,<75%,<50%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,Unknown,Malaria,Cough,Diarrhea,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Farming,9,Yes,No,Yes,Yes,No,Community Leaders,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Radio/news,Safety and Security,No,3734
Nigeria,13,11/22/2016,AD,ADAMAWA,AD21,YOLA SOUTH,AD2105,NGURORE,AD_S029,SABON DEAL NGURORE,INFORMAL,12.25093,9.28868,Spontaneous,Camp,,09/15/2015,Unknown,,Yes,,Private Building,Host family house,No,N/A,,,No,,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,ADAMAWA,MADAGALI,MADAGALI,BORNO,GWOZA,BITA / IZGE,121,605,10,11,21,46,94,140,110,113,223,79,132,211,3,7,10,0,81,0,0,10,0,0,0,0,0,0,10/8/2014,3/7/2015,Yes,ADAMAWA,MADAGALI,,Place of origin,Lack of safety,None,None,<50%,>75%,<50%,<75%,None,<50%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),>50 %,No,Water truck,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<50%,Farming,0,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Radio/news,Safety and Security,No,3748
Nigeria,13,11/15/2016,AD,ADAMAWA,AD21,YOLA SOUTH,AD2104,NAMTARI,AD_S030,KILBAJE EXTENSION,INFORMAL,12.38249,9.25197,Spontaneous,Collective Settlement/Centre,,,Unknown,,Yes,,Private Building,Community center,No,N/A,,,Yes,Religious entity,EYN CHURCH,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MADAGALI,GULAK,,,,25,126,4,2,6,12,10,22,14,13,27,34,35,69,1,1,2,0,16,0,0,2,0,0,0,0,0,0,1/6/2015,                                02/15/2016,No,ADAMAWA,MADAGALI,GULAK,Place of origin,Lack of safety,None,None,None,>75%,<75%,<25%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Good (Hygienic),6,No,No,Yes,Garbage pit,1,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Cash,Unknown,No,No,No,No,No,Malaria,Cough,None,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<2 km,<50%,Farming,30,Yes,No,Yes,Yes,No,Community Leaders,None,None,Unknown,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Unknown,"Yes, there is lighting and it is adequate",No,N/A,,Radio/news,Safety and Security,No,3728
Nigeria,13,11/22/2016,AD,ADAMAWA,AD02,FUFORE,AD0203,FUFORE,AD_S031,WURO AHI,INFORMAL,12.66234,9.21716,Spontaneous,Collective Settlement/Centre,,10/1/2015,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,No,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MADAGALI,HYAMBULA,ADAMAWA,MADAGALI,GULAK,29,154,1,1,2,14,19,33,18,30,48,35,36,71,0,0,0,5,16,0,0,0,0,5,0,3,0,0,5/1/2015,                                09/21/2016,Yes,ADAMAWA,MADAGALI,HYAMBULA,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,<25%,<75%,Plastic sheeting,Blankets/Mats,Kitchen sets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),8,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Farming,3,Yes,No,Yes,Yes,Yes,Police,Theft,Unknown,Unknown,None,Fighting between recipients at distribution points,1,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Mobile phone,Situation in areas of origin,Yes,3833
Nigeria,13,11/21/2016,AD,ADAMAWA,AD04,GIREI,AD0403,GIREI I,AD_S032,SENGERE DUTSE,INFORMAL,12.51707,9.33937,Spontaneous,Collective Settlement/Centre,,08/21/2014,Unknown,,Yes,,Public/Government,Community center,No,N/A,,,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,ADAMAWA,MADAGALI,,BORNO,GWOZA,GUDUF NAGADIYO,27,89,1,4,5,12,16,28,3,5,8,15,29,44,2,2,4,3,12,0,0,4,0,0,0,2,5,0,                                 08/21/2014,                                07/20/2015,No,ADAMAWA,MADAGALI,MADAGALI,Place of origin,House damaged/destroyed,None,None,<50%,<50%,None,<50%,None,None,Kitchen sets,Plastic sheeting,Mosquito nets,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Malaria,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<75%,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio/news,Situation in areas of origin,No,3871
Nigeria,13,11/19/2016,AD,ADAMAWA,AD02,FUFORE,AD0207,PARIYA,AD_S033,ANGUWAN MUMUYAWA,INFORMAL,12.59641,9.4227,Spontaneous,Collective Settlement/Centre,,06/30/2014,Unknown,,Yes,,Private Building,Bunk houses,Yes,Yes,,,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,ADAMAWA,MADAGALI,GULAK,59,367,2,3,5,28,35,63,61,72,133,76,86,162,1,3,4,6,8,2,0,4,0,3,0,7,0,0,                                 07/19/2014,2/2/2016,Yes,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,House damaged/destroyed,None,None,>75%,<25%,None,<25%,<25%,>75%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),<50 %,Yes,Ponds/canals,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,Yes,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<25%,Farming,20,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,1,0,Yes,Unknown,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Mobile phone,Situation in areas of origin,No,3839
Nigeria,13,11/19/2016,AD,ADAMAWA,AD04,GIREI,AD0403,GIREI I,AD_S034,NANA VILLA,INFORMAL,12.5132,9.35204,Spontaneous,Collective Settlement/Centre,,08/28/2014,Unknown,,Yes,,Public/Government,Community center,No,N/A,,,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,ADAMAWA,MADAGALI,GULAK,BORNO,GWOZA,GWOZA TOWN GADAMAYO,14,62,3,4,7,6,2,8,11,11,22,6,13,19,3,3,6,2,7,0,0,6,0,0,0,2,3,0,                                 08/28/2014,4/11/2014,No,ADAMAWA,MADAGALI,GULAK,Place of origin,Lack of safety,None,None,<50%,<75%,None,<50%,None,<25%,Kitchen sets,Blankets/Mats,Plastic sheeting,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<50%,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Good,No lighting,No,N/A,,Families/Friends,Safety and Security,No,3862
Nigeria,13,11/18/2016,AD,ADAMAWA,AD04,GIREI,AD0402,DAMARE,AD_S035,WADAI,INFORMAL,12.48461,9.30612,Spontaneous,Collective Settlement/Centre,,5/9/2014,Unknown,,Yes,,Private Building,Self-made tents,No,N/A,,,No,,,,Yes,No,No,No,No,Yes,No,Yes,No,ADAMAWA,MADAGALI,GULAK,,,,12,37,1,0,1,3,7,10,4,8,12,2,7,9,3,2,5,1,5,0,0,5,0,0,0,0,0,0,5/9/2014,,No,ADAMAWA,MADAGALI,GULAK,Place of origin,House damaged/destroyed,None,<25%,<75%,None,None,<50%,None,<50%,Blankets/Mats,Plastic sheeting,Kitchen sets,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,No,None,None,Yes,On-site,<1 km,<75%,Farming,2,No,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Situation in areas of origin,Yes,3835
Nigeria,13,11/17/2016,AD,ADAMAWA,AD04,GIREI,AD0404,GIREI  II,AD_S037,CHEKAMIDERI,INFORMAL,12.55782,9.37358,Spontaneous,Collective Settlement/Centre,,8/9/2014,Unknown,,Yes,,Public/Government,Community center,No,N/A,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,ADAMAWA,MADAGALI,HYAMBULA,BORNO,GWOZA,BITA / IZGE,57,237,7,10,17,25,35,60,37,39,76,31,44,75,0,9,9,2,33,1,0,9,0,0,0,2,1,0,8/9/2014,                                 10/15/2015,No,ADAMAWA,MADAGALI,HYAMBULA,Place of origin,House damaged/destroyed,None,None,<25%,<75%,<25%,<75%,None,<50%,Plastic sheeting,Kitchen sets,Mosquito nets,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),3,Yes,Yes,Yes,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Farming,0,No,Yes,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Excellent,"Yes, there is lighting but it is NOT adequate",No,N/A,,Families/Friends,Safety and Security,No,3828
Nigeria,13,11/22/2016,AD,ADAMAWA,AD04,GIREI,AD0404,GIREI  II,AD_S038,LOWCOST QUARTERS,INFORMAL,12.5525,9.36791,Spontaneous,Collective Settlement/Centre,,4/10/2014,Unknown,,Yes,,Public/Government,Government building,No,N/A,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,ADAMAWA,MADAGALI,HYAMBULA,,,,10,59,1,2,3,10,12,22,6,10,16,9,8,17,0,1,1,2,11,0,0,1,0,0,0,2,4,0,4/10/2014,10/2/2015,No,ADAMAWA,MADAGALI,HYAMBULA,Place of origin,House damaged/destroyed,<25%,<50%,<50%,<75%,<50%,<25%,<50%,<50%,Plastic sheeting,Kitchen sets,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),5,No,No,Yes,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Cough,Fever,Malaria,No,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<25%,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,Non-affected groups are given humanitarian assistance,0,0,No,No,No,No,No,Excellent,Excellent,"Yes, there is lighting but it is NOT adequate",No,N/A,,Families/Friends,Safety and Security,No,3846
Nigeria,13,11/22/2016,AD,ADAMAWA,AD10,MADAGALI,AD1006,MADAGALI,AD_S039,SABON LAYI,INFORMAL,13.3781,10.5358,Spontaneous,Transitional Centre,,01/17/2016,Unknown,,Yes,,Private Building,Bunk houses,Yes,Yes,,,Yes,Individual/Private,N/A,N/A,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,ADAMAWA,MADAGALI,BABEL,34,170,2,0,2,4,16,20,20,18,38,51,39,90,8,12,20,4,12,0,0,20,0,0,1,2,0,0,                                 01/17/2016,9/10/2016,Yes,ADAMAWA,MADAGALI,BABEL,Nearest village,Lack of safety,<25%,None,<50%,<75%,None,<50%,<25%,<50%,Plastic sheeting,Kitchen sets,Mosquito nets,On-site (<10 mn),>50 %,No,Unprotected well,Protected well,<5 ltr,No,Taste,Yes,Non usable,4,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,Yes,Yes,Unknown,Unknown,Unknown,Diarrhea,Malaria,Fever,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<1 km,<50%,Farming,6,Yes,Yes,Yes,Yes,Yes,Community Leaders,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Child physical & emotional abuse,Not enough assistance for all entitled,2,0,Yes,Yes,Yes,Yes,Yes,Good,Excellent,No lighting,Yes,Nigeria,Better living conditions,Families/Friends,Situation in areas of origin,Yes,3731
Nigeria,13,11/21/2016,BO,BORNO,BO13,JERE,BO1302,BALE GALTIMARI,BO_S001,FORI PRIMARY SCHOOL,INFORMAL,13.177128,11.799088,Spontaneous,Collective Settlement/Centre,,09/14/2014,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,No,,,,No,No,Yes,Yes,Yes,No,Yes,Yes,No,BORNO,BAMA,KASUGULA,BORNO,BAMA,KASUGULA,22,149,2,5,7,14,20,34,20,32,52,24,29,53,1,2,3,4,17,0,0,3,2,3,19,0,0,0,                                 09/14/2014,11/2/2016,Yes,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),12,Yes,Yes,Yes,Burning,0,Yes,Yes,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Petty trade,20,Yes,Yes,No,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio/news,Situation in areas of origin,No,3941
Nigeria,13,11/22/2016,BO,BORNO,BO13,JERE,BO1309,OLD MAIDUGURI,BO_S003,MADINATU CAMP,FORMAL,13.18028,11.87746,Spontaneous,Camp,,7/1/2015,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,Yes,Government,NEMA,80695724433,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,BORNO,BAMA,KASUGULA,BORNO,MARTE,KIRENOWA,392,2980,13,12,25,120,96,216,607,890,1497,540,687,1227,5,10,15,38,46,4,2,15,13,81,9,15,4,0,,,No,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,<25%,<25%,None,None,<50%,<75%,<75%,Blankets/Mats,Mosquito nets,Soap,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),14,Yes,No,Yes,Burning,5,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Once a month,Host community donation,Yes,Yes,No,No,No,No,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<1 km,<25%,Daily labourer,100,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Poor,No lighting,No,N/A,,Local Leader,Safety and Security,No,3969
Nigeria,13,11/18/2016,BO,BORNO,BO13,JERE,BO1302,BALE GALTIMARI,BO_S004,BALE GALTIMARI PRI SCHOOL,INFORMAL,13.173497,11.805177,Spontaneous,Camp,,,Unknown,,Yes,,Public/Government,School,No,N/A,,,No,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,KASUGULA,BORNO,KONDUGA,KONDUGA,121,516,8,10,18,61,95,156,82,98,180,37,67,104,36,22,58,15,35,3,0,58,43,18,0,25,18,0,1/9/2014,1/9/2014,No,BORNO,KONDUGA,AUNO / CHABBOL,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<25%,<25%,Mosquito nets,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),<50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),14,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Petty trade,0,No,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio/news,Situation in areas of origin,No,3983
Nigeria,13,11/21/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2113,MAISANDARI,BO_S009,NYSC CAMP BORNO,FORMAL,13.69168,11.08351,Spontaneous,Collective Settlement/Centre,,06/16/2014,Unknown,,Yes,,Public/Government,Host family house,Yes,Yes,,,Yes,Government,SEMA,8033441354,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,KASUGULA,BORNO,KONDUGA,KONDUGA,857,5140,123,207,330,138,371,509,974,1330,2304,813,1064,1877,56,64,120,7,354,11,5,120,5,52,0,323,40,3,                                 06/16/2014,                                09/24/2016,No,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,<75%,<25%,<50%,None,<25%,None,>75%,Blankets/Mats,Bucket/Jerry Can,Kitchen sets,On-site (<10 mn),100%,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),109,Yes,Yes,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",No,Irregular,Distribution,Yes,No,Yes,Yes,Yes,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<75%,Petty trade,200,Yes,No,No,Yes,Yes,Police,Theft,Domestic violence,None,Child physical & emotional abuse,None,0,0,Yes,Unknown,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Safety and Security,No,3952
Nigeria,13,11/21/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2113,MAISANDARI,BO_S010,BAKASI CAMP,FORMAL,13.114,11.78812,Planned,Collective Settlement/Centre,,,Unknown,,Yes,,Public/Government,Tents,Yes,Yes,,,Yes,Government,NEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MONGUNO,MONGUNO,,,,5656,21536,766,1062,1828,1054,1556,2610,2862,4996,7858,2429,5161,7590,585,1065,1650,643,953,47,4,1650,48,547,0,84,22,0,01/15/2015,09/17/2016,Yes,BORNO,MONGUNO,MONGUNO,Place of origin,Lack of safety,None,>75%,None,<50%,None,<75%,<75%,<25%,Blankets/Mats,Mosquito nets,Soap,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),1018,Yes,Yes,Yes,Burning,310,No,Yes,Yes,Yes,No,No,"Yes, on site",No,Irregular,Distribution,Yes,No,Yes,No,No,Unknown,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<75%,Petty trade,1600,Yes,No,No,Yes,Yes,Military,Theft,Domestic violence,None,Child physical & emotional abuse,None,2,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Other relief assistance,No,3942
Nigeria,13,11/19/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2110,LAMISULA/JABBA MARI,BO_S012,EYN CAMP,FORMAL,13.1358,11.8341,Spontaneous,Camp,,8/6/2014,Unknown,,Yes,,Public/Government,Tents,Yes,Yes,,,Yes,Government,NEMA,8076357925,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,NGOSHE,BORNO,ASKIRA / UBA,LASSA,230,1482,23,27,50,71,98,169,355,489,844,179,223,402,8,9,17,13,67,0,0,17,5,29,20,57,14,9,8/6/2014,                                10/17/2016,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,None,<75%,<50%,<25%,<25%,None,<75%,>75%,Plastic sheeting,Kitchen sets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),30,No,No,No,Burning,1,No,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,Yes,No,No,Malaria,Fever,Other,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<1 km,<75%,Daily labourer,70,Yes,No,No,Yes,Yes,Military,Friction anmong site residents,Domestic violence,None,None,Not enough assistance for all entitled,2,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Site Management,Other relief assistance,No,3981
Nigeria,13,11/14/16,BO,BORNO,BO21,MAIDUGURI M. C.,BO2112,MAFONI,BO_S013,MOGCOLIS CAMP,FORMAL,13.14911,11.84575,Spontaneous,Collective Settlement/Centre,,7/2/2015,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Government,NEMA,8067170121,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MOBBAR,,BORNO,ABADAM,MALLAMFATORI KESSA,1019,2545,209,216,425,207,221,428,301,309,610,532,499,1031,35,16,51,31,430,9,4,51,112,214,68,96,102,326,7/2/2015,11/16/16,No,BORNO,MOBBAR,,Place of origin,Lack of safety,<25%,None,<50%,>75%,None,>75%,<75%,<50%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),48,Yes,Yes,Yes,Garbage pit,15,Yes,Yes,Yes,Yes,No,No,"Yes, on site",Yes,Once a month,Distribution,Yes,No,No,No,No,Unknown,Cough,Malnutrition,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<50%,Petty trade,916,Yes,Yes,No,Yes,Yes,Military,Alcohol/drug-related disturbance,Domestic violence,None,Child separated from their care givers (or just child separation),Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Site Management,Distribution,No,3939
Nigeria,13,11/17/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2101,BOLORI  I,BO_S014,TEACHERS VILLAGE,FORMAL,13.09909,11.84301,Spontaneous,Collective Settlement/Centre,,9/11/2014,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,Yes,Government,NEMA / SEMA,7035594323,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,BORNO,NGALA,GAMBORU 'C',1698,6058,265,279,544,437,443,880,1098,1135,2233,1052,1128,2180,96,125,221,132,289,0,10,221,0,0,0,337,174,0,5/11/2014,5/11/2016,Yes,BORNO,NGALA,GAMBORU 'C',Place of origin,Lack of safety,None,<25%,None,>75%,None,<25%,None,<50%,Blankets/Mats,Soap,Hygiene kits,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),125,No,No,Yes,Burning,15,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",No,Once a month,Distribution,Yes,No,No,No,No,Unknown,None,None,None,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Petty trade,2919,Yes,Yes,No,Yes,Yes,Military,Friction anmong site residents,No answer,None,None,Not enough assistance for all entitled,2,0,Yes,Yes,No,No,No,Unknown,Unknown,No lighting,No,N/A,,Radio/news,Safety and Security,No,3990
