country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,,,,,,,,,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,,,,,,,,,,,,,,,,,,,,,,,,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,,,,,,,,,,,,,,,,,,,
Nigeria,18,6/20/2017,BO,BORNO,BO21,MAIDUGURI M. C.,BO2101,BOLORI  I,BO_S025,SABONGARI BUZU CAMP,INFORMAL,13.10912,11.86737,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,11/5/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,Yes,,,Yes,INGO,,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,MAFA,LOSKURI,BORNO,KONDUGA,KONDUGA,105,712,9,11,20,23,32,55,34,57,91,210,303,513,19,14,33,30,30,5,33,0,0,0,10,7,0,5,2,1,0,2,41948,NULL,No,NULL,BORNO,MAFA,LOSKURI,Place of origin,Lack of safety,None,None,<50%,<75%,None,None,None,<25%,Kitchen sets,Mosquito nets,Bucket/Jerry Can,Yes,Roofing sheets,Timber/wood,Tools,NA,On-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),12,Yes,Yes,Yes,Garbage pit,0,Yes,Yes,Yes,Yes,No,Yes,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,No,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),NGO,Yes,Off-site,<2 km,<75%,124,16,17,33,33,20,53,24,14,38,Fees or costs,Lack of school supplies,Lack of teachers,NULL,Yes,21,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,748,Yes,Yes,No,Yes,No,Self organized,None,Domestic violence,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,13649,BO2102-068,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Evening,Feedback (positive or negative) about the services in the  site,Through direct Conversation,Other relief assistance,No,1.Hausa,NULL,1.Hausa,NULL,1.Hausa,NULL,No,1.Hausa,NULL,NULL
Nigeria,18,6/30/2017,BO,BORNO,BO14,KAGA,BO1402,BENISHEIKH,BO_S028,GSS BENISHEIKH,FORMAL,12.47647,11.80058,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,4/28/2016,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,,,Yes,Armed Forces,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,KAGA,DONGO,BORNO,KAGA,DOGOMA / JALORI,542,2710,58,65,123,261,267,528,401,412,813,576,577,1153,46,47,93,72,132,0,93,2,5,52,16,12,0,0,0,0,0,0,42488,42897,No,NULL,BORNO,KAGA,DONGO,Place of origin,Lack of safety,None,None,<25%,>75%,None,<75%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Yes,Roofing sheets,Timber/wood,Tarpaulin,NA,On-site (<10 mn),>50 %,No,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,Yes,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<50%,1129,142,174,316,208,207,415,204,194,398,Fees or costs,Lack of school supplies,Fear of violence,NULL,Yes,5,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,300,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,14006,BO1402-066,Radio,NULL,"Friends, neighbors and family",NULL,<50%,Morning,Feedback (positive or negative) about the services in the  site,Through direct Conversation,Situation in areas of origin,No,2. Kanuri,NULL,1.Hausa,NULL,2. Kanuri,NULL,Yes,2. Kanuri,NULL,NULL
Nigeria,18,6/22/2017,BO,BORNO,BO14,KAGA,BO1402,BENISHEIKH,BO_S029,LOW COST / SDP,INFORMAL,12.49542,11.80318,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,7/5/2015,Unknown,NULL,Yes,NULL,Private Building,Emergency shelter,No,N/A,,,No,None,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,KAGA,NULL,BORNO,KAGA,NULL,304,1520,62,66,128,21,132,153,231,236,467,369,363,732,15,25,40,31,134,0,40,0,0,15,20,15,1,2,2,2,1,0,42190,42380,No,NULL,BORNO,KAGA,NULL,Place of origin,Lack of safety,None,>75%,<25%,None,None,<75%,None,<75%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Yes,Tarpaulin,Rope,Nails,NA,On-site (<10 mn),>50 %,No,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<75%,608,75,76,151,118,114,232,114,111,225,Fees or costs,Lack of school supplies,Work at the house,NULL,Yes,9,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,150,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,14013,BO1402-069,Radio,NULL,"Friends, neighbors and family",NULL,<50%,Evening,Feedback (positive or negative) about the services in the  site,Through direct Conversation,Other relief assistance,No,2. Kanuri,NULL,1.Hausa,NULL,2. Kanuri,NULL,Yes,2. Kanuri,NULL,NULL
Nigeria,18,6/20/2017,BO,BORNO,BO05,BIU,BO0506,KENKEN,BO_S032,VTC CAMP ''B'',INFORMAL,12.1726,10.61631,Spontaneous,Camp,Camps/Camp-like setting,NULL,6/14/2014,Unknown,NULL,Yes,NULL,Public/Government,Emergency shelter,Yes,Yes,,,Yes,Local NGO,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,DAMBOA,AJIGN (B),BORNO,DAMBOA,NULL,248,1527,64,71,135,161,174,335,263,179,442,236,265,501,51,63,114,21,172,0,114,41,18,6,38,37,0,0,0,0,0,0,41796,42757,Yes,Two times,BORNO,DAMBOA,AJIGN (A),Place of origin,Lack of safety,None,>75%,None,<25%,None,<25%,None,<25%,Mosquito nets,Blankets/Mats,Kitchen sets,Yes,Timber/wood,Block/bricks,Roofing sheets,NA,On-site (<10 mn),<50 %,No,Yes,Unprotected well,Piped water supply,>15 ltr,Yes,None,No,Good (Hygienic),43,No,No,No,Garbage pit,4,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,Yes,Yes,Yes,Yes,Fever,Cough,Malaria,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<2 km,<25%,653,114,97,211,95,153,248,84,110,194,Fees or costs,Fear of violence,Work at the house,NULL,Yes,2,Yes,Yes,Slightly damaged,No,Yes,N/A,N/A,N/A,Petty trade,69,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,14391,BO0506-034,Radio,NULL,Local leader/Community leader,NULL,<25%,Evening,Information about needs in the community,Through direct Conversation,Situation in areas of origin,No,6. Marghi,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/24/2017,BO,BORNO,BO13,JERE,BO1304,DUSUMAN,BO_S033,MUNA PRIMARY,INFORMAL,13.23638,11.86631,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,9/1/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,,,No,None,,,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,MARTE,MUSUNE,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,88,466,20,22,42,41,50,91,35,51,86,93,102,195,31,21,52,8,57,22,52,0,30,10,10,1,0,5,2,2,5,1,41883,42821,Yes,Two times,BORNO,MARTE,MUSUNE,Place of origin,Lack of safety,None,<25%,<50%,<50%,None,None,None,<25%,Blankets/Mats,Kitchen sets,Mosquito nets,Yes,Roofing sheets,Nails,Timber/wood,NA,On-site (<10 mn),>50 %,No,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),5,No,No,No,Burning,5,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Once a week,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<1 km,<25%,140,31,23,54,25,19,44,26,16,42,Fees or costs,Lack of school supplies,Lack of teachers,NULL,No,NULL,Yes,Yes,Slightly damaged,No,Yes,N/A,N/A,N/A,Daily labourer,40,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,13695,BO1304-067,Radio,NULL,Local leader/Community leader,NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,2. Kanuri,NULL,Yes,1.Hausa,NULL,#NAME?
Nigeria,18,6/27/2017,BO,BORNO,BO13,JERE,BO1311,MAIRI,BO_S034,UNI GUEST,INFORMAL,13.18677,11.81082,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,10/8/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,None,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,BAMA,KASUGULA,BORNO,BAMA,KASUGULA,33,130,9,6,15,18,16,34,13,16,29,20,29,49,2,1,3,4,18,1,3,0,0,0,14,8,0,0,0,0,0,0,41920,NULL,Yes,Two times,BORNO,BAMA,KASUGULA,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<25%,<25%,Kitchen sets,Blankets/Mats,Hygiene kits,Yes,Tarpaulin,Nails,Timber/wood,NA,On-site (<10 mn),<50 %,No,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,No,No,Yes,No,Cough,Malaria,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<50%,49,11,9,20,6,9,15,10,4,14,Fees or costs,Lack of school supplies,Work at the house,NULL,No,NULL,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,0,Yes,Yes,No,Yes,No,Local Authorities,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,13754,BO1311-114,Radio,NULL,"Friends, neighbors and family",NULL,<50%,Morning,Information about needs in the community,Through direct Conversation,Situation in areas of origin,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,2. Kanuri,NULL,NULL
Nigeria,18,6/19/2017,BO,BORNO,BO13,JERE,BO1302,BALE GALTIMARI,BO_S035,AJIJARI CAMP ,INFORMAL,13.139108,11.78463,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,7/11/2014,Unknown,NULL,Yes,NULL,Private Building,Emergency shelter,No,N/A,,,No,None,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,KONDUGA,NULL,BORNO,KONDUGA,NULL,79,490,20,29,49,44,39,83,57,90,147,91,95,186,4,21,25,18,40,1,25,0,0,0,0,4,0,8,3,2,0,3,41831,42562,Yes,Two times,BORNO,KONDUGA,NULL,Place of origin,Lack of safety,None,>75%,<25%,None,None,<25%,<25%,<25%,Mosquito nets,Blankets/Mats,Bucket/Jerry Can,Yes,Tarpaulin,Timber/wood,Roofing sheets,NA,Off-site (<10 mn),<50 %,Yes,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),20,Yes,No,Yes,Burning,8,Yes,Yes but no soap/water inside,Yes,Yes,No,No,"Yes, on site",Yes,Irregular,Cash,Yes,No,No,No,Yes,Yes,Malaria,Fever,Diarrhea,Yes,Yes,On-site (>3 km),NGO,Yes,On-site,<1 km,<25%,197,31,19,50,37,32,69,44,34,78,Fees or costs,Lack of school supplies,Distance to the school (too far),NULL,Yes,4,Yes,Yes,Destroyed or not usable,No,Yes,N/A,N/A,N/A,Daily labourer,18,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,13762,BO1302-117,Word of Mouth,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,2. Kanuri,NULL,Yes,2. Kanuri,NULL,NULL
Nigeria,18,6/27/2017,BO,BORNO,BO13,JERE,BO1311,MAIRI,BO_S036,BAKIN KOGI CAMP,INFORMAL,13.18135,11.80817,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,6/14/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,,,No,None,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,BAMA,KASUGULA,BORNO,MONGUNO,MONGUNO,37,181,8,9,17,14,27,41,29,40,69,25,26,51,2,1,3,10,21,0,3,0,0,0,5,2,0,0,0,0,0,0,41804,42622,Yes,Two times,BORNO,BAMA,KASUGULA,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<50%,<50%,<25%,Kitchen sets,Blankets/Mats,Hygiene kits,No,NULL,NULL,NULL,NA,On-site (<10 mn),<50 %,No,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,No,No,Yes,No,Malaria,Diarrhea,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,94,16,9,25,17,19,36,23,10,33,Fees or costs,Lack of school supplies,Work at the house,NULL,Yes,4,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,0,Yes,Yes,No,Yes,No,Local Authorities,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,13750,BO1311-112,Radio,NULL,"Friends, neighbors and family",NULL,<50%,Morning,Information about needs in the community,Through direct Conversation,Situation in areas of origin,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,2. Kanuri,NULL,NULL
Nigeria,18,6/24/2017,BO,BORNO,BO21,MAIDUGURI M. C.,BO2110,LAMISULA/JABBA MARI,BO_S039,DUJIMA CAMP,INFORMAL,13.14018,11.8494,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,None,,,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,GWOZA,ASHIGASHIYA,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,25,130,5,6,11,8,16,24,14,17,31,20,36,56,4,4,8,5,18,0,8,0,0,2,15,11,0,0,0,0,0,0,NULL,NULL,No,NULL,BORNO,GWOZA,ASHIGASHIYA,Place of origin,Lack of safety,None,None,None,>75%,<75%,<75%,<25%,<75%,Blankets/Mats,Kitchen sets,Mosquito nets,No,NULL,NULL,NULL,NA,Off-site (<10 mn),<50 %,No,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,No,Burning,1,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<25%,35,5,4,9,9,6,15,7,4,11,Fees or costs,Distance to the school (too far),Work in the fields,NULL,No,NULL,No,No,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,0,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,13632,BO2110-043,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,1.Hausa,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/24/2017,BO,BORNO,BO21,MAIDUGURI M. C.,BO2110,LAMISULA/JABBA MARI,BO_S040,DCC SHUWARI CAMP,FORMAL,13.11736,11.84407,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,3/15/2014,Unknown,NULL,Yes,NULL,Private Building,Emergency shelter,Yes,Yes,,,Yes,Government,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,GWOZA,NULL,BORNO,ASKIRA / UBA,LASSA,320,890,17,20,37,85,86,171,172,168,340,110,140,250,29,63,92,18,63,0,92,0,0,3,36,11,0,0,0,0,0,0,41713,42439,No,NULL,BORNO,GWOZA,NULL,Place of origin,Lack of safety,None,<75%,<25%,<25%,None,<75%,<50%,<75%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,No,NULL,NULL,NULL,NA,On-site (<10 mn),<50 %,No,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Good (Hygienic),17,Yes,No,No,Burning,2,Yes,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<25%,433,53,50,103,81,75,156,84,90,174,Fees or costs,Work at the house,Work in the fields,NULL,Yes,4,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,6,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,13660,BO2110-045,Telephone voice call,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,3. Shuwa,NULL,3. Shuwa,NULL,3. Shuwa,NULL,No,3. Shuwa,NULL,NULL
Nigeria,18,6/19/2017,BO,BORNO,BO21,MAIDUGURI M. C.,BO2113,MAISANDARI,BO_S041,SULEIMANTI,INFORMAL,13.13454,11.79619,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,5/22/2014,Unknown,NULL,Yes,NULL,Public/Government,Emergency shelter,Yes,Yes,,,No,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,KONDUGA,MASBA / DALWA WEST,BORNO,DAMBOA,BEGO/YERWA/NGURNA,158,1076,57,75,132,62,84,146,199,278,477,65,123,188,46,87,133,10,138,2,133,3,10,0,35,0,0,2,2,2,11,1,41781,NULL,No,NULL,BORNO,KONDUGA,MASBA / DALWA WEST,Place of origin,Lack of safety,None,>75%,<25%,>75%,<75%,>75%,<50%,<75%,Blankets/Mats,Mosquito nets,Kitchen sets,Yes,Tarpaulin,Nails,Timber/wood,NA,On-site (<10 mn),<50 %,Yes,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),12,Yes,Yes,Yes,Burning,0,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,No,Yes,Yes,No,Cough,RTI,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<2 km,<75%,564,55,32,87,149,88,237,129,111,240,Fees or costs,Distance to the school (too far),"School is occupied (by families, military, etc.)",NULL,Yes,12,Yes,Yes,No damage,Yes,N/A,Yes,N/A,N/A,Collecting firewood,16,Yes,Yes,Yes,Yes,Yes,Self organized,Theft,None,Other forms of exploitation (forced labor/forced begging),None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,13680,BO2113-283,Word of Mouth,NULL,Local leader/Community leader,NULL,<75%,Morning,Information about needs in the community,Through direct Conversation,Situation in areas of origin,No,2. Kanuri,NULL,6. Marghi,NULL,1.Hausa,NULL,Yes,2. Kanuri,NULL,NULL
Nigeria,18,6/22/2017,BO,BORNO,BO21,MAIDUGURI M. C.,BO2101,BOLORI  I,BO_S042,FEDERAL LOW COST CHEZCOAN CAMP,INFORMAL,13.11681,11.86622,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,1/3/2015,Unknown,NULL,Yes,NULL,Public/Government,Host family house,No,N/A,,,No,None,,,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,KUKAWA,BAGA,BORNO,MOBBAR,DAMASAK,52,278,12,13,25,13,15,28,49,53,102,58,57,115,3,5,8,6,5,0,8,0,0,0,3,5,0,2,0,0,0,0,42008,42832,Yes,Two times,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,<25%,None,None,>75%,None,None,None,<25%,Mosquito nets,Blankets/Mats,Kitchen sets,Yes,Tarpaulin,Timber/wood,Roofing sheets,NA,On-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),10,Yes,Yes,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,No,No,No,No,Malaria,Cough,Malnutrition,No,Yes,Off-site (>3 km),Government,Yes,Off-site,<1 km,<50%,119,10,7,17,31,28,59,22,21,43,Fees or costs,Lack of teachers,Lack of school supplies,NULL,No,NULL,No,No,Slightly damaged,No,Yes,N/A,N/A,N/A,Daily labourer,52,Yes,Yes,No,Yes,Yes,Self organized,Friction anmong site residents,Domestic violence,None,Child physical & emotional abuse,Assistance did not respond to the actual need,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,13678,BO2101-110,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Evening,Information about needs in the community,Through direct Conversation,Distribution,No,1.Hausa,NULL,2. Kanuri,NULL,1.Hausa,NULL,No,1.Hausa,NULL,UNICEF HAVE GIVEN WASH SUPPORT(TOILET).  W.F.P -CBT.  THERE IS SO MUCH NEED OF FOOD ON THE SITE ESPECIALLY FOR WOMAN AND CHILDREN.  THERE IS NEED FOR MOSQUITO NETS.       
Nigeria,18,6/20/2017,BO,BORNO,BO21,MAIDUGURI M. C.,BO2101,BOLORI  I,BO_S043,LIVING FAITH CHURCH,INFORMAL,13.10079,11.83727,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,7/2/2015,Unknown,NULL,Yes,NULL,Private Building,Community center,Yes,Yes,,,No,None,,,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,GWOZA,NGOSHE,NULL,NULL,NULL,12,101,4,5,9,8,10,18,25,26,51,11,12,23,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,0,1,0,42187,NULL,No,NULL,BORNO,GWOZA,PULKA/BOKKO,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,<25%,Kitchen sets,Hygiene kits,Blankets/Mats,Yes,Roofing sheets,Block/bricks,Tools,NA,Off-site (<10 mn),>50 %,No,No,Piped water supply,Piped water supply,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),10,Yes,Yes,No,No waste disposal system,0,Yes,Yes,No,Yes,No,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,No,No,No,No,Malaria,Fever,Skin disease,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,<25%,62,6,5,11,16,14,30,11,10,21,Fees or costs,Work at the house,Work in the fields,NULL,No,NULL,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,11,Yes,Yes,No,Yes,No,Military,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,13638,BO2101-104,Radio,NULL,Local leader/Community leader,NULL,<25%,Evening,Information about needs in the community,Through direct Conversation,Safety and Security,No,1.Hausa,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,6/23/2017,BO,BORNO,BO16,KONDUGA,BO1601,AUNO / CHABBOL,BO_S044,GIDAN TALATIN,INFORMAL,13.06732,11.81613,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,NULL,9/9/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,,,No,None,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Insurgency ,NULL,BORNO,GWOZA,GWOZA TOWN GADAMAYO,BORNO,KONDUGA,AUNO / CHABBOL,31,153,4,5,9,15,17,32,21,25,46,25,30,55,4,7,11,11,14,2,11,0,0,2,5,1,0,4,1,5,1,3,41891,42584,No,NULL,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,Lack of safety,None,None,None,>75%,<25%,None,None,<25%,Mosquito nets,Blankets/Mats,Kitchen sets,Yes,Tarpaulin,Timber/wood,Nails,NA,On-site (<10 mn),>50 %,Yes,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),7,No,No,No,Burning,2,No,Yes,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,Yes,No,No,No,Malaria,Cough,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<50%,65,11,9,20,13,12,25,11,9,20,Fees or costs,Work at the house,Work in the fields,NULL,No,NULL,Yes,Yes,No damage,Yes,N/A,Yes,N/A,N/A,Daily labourer,0,No,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,13663,BO1601-036,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Feedback (positive or negative) about the services in the  site,Through direct Conversation,Distribution,No,4. Waha,NULL,1.Hausa,NULL,1.Hausa,NULL,No,1.Hausa,NULL,NULL
