country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,12,09/27/2016,AD,ADAMAWA,AD21,YOLA SOUTH,AD2104,NAMTARI,AD_S028,HULLERE,INFORMAL,12.24522,9.17741,Spontaneous,Collective Settlement/Centre,NULL,08/13/2014,Unknown,NULL,Yes,NULL,Private Building,Bunk houses,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,No,No,Yes,No,No,No,No,No,BORNO,GWOZA,GUDUF NAGADIYO,BORNO,BAMA,NULL,9,56,3,3,6,7,9,16,9,6,15,9,10,19,0,0,0,3,9,0,0,0,1,0,0,1,0,0,08/13/2014,5/12/2015,No,BORNO,GWOZA,GUDUF NAGADIYO,Place of origin,Lack of safety,None,<25%,None,>75%,None,<50%,<75%,None,Plastic sheeting,Kitchen sets,Blankets/Mats,Off-site (<10 mn),<50 %,No,Unprotected well,Hand pumps,10 - 15 ltr,No,Odor/smell,Yes,Non usable,1,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,No,No,Never,Cultivated,No,No,No,No,No,No,Malaria,Cough,Diarrhea,No,Yes,Off-site (<3 km),Government,No,None,Unknown,None,Farming,0,No,No,Yes,No,Yes,None,Theft,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,Unknown,Unknown,Unknown,Good,Poor,No lighting,No,N/A,NULL,Families/Friends,Situation in areas of origin,No,1975
Nigeria,12,09/27/2016,AD,ADAMAWA,AD21,YOLA SOUTH,AD2104,NAMTARI,AD_S029,SABON DEAL NGURORE,INFORMAL,12.25185,9.28956,Spontaneous,Camp,NULL,10/8/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,No,No,No,No,No,No,No,Yes,BORNO,GWOZA,BITA / IZGE,ADAMAWA,MADAGALI,MADAGALI,7,42,1,2,3,4,6,10,9,7,16,5,7,12,0,1,1,0,7,0,0,1,0,0,0,2,0,0,10/8/2014,3/7/2015,Yes,BORNO,GWOZA,BITA / IZGE,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,None,Mosquito nets,Blankets/Mats,Soap,Off-site (>10 mn),<50 %,No,Water truck,Water truck,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cultivated,No,No,No,No,No,No,Malaria,Fever,Cough,No,No,None,None,No,None,Unknown,none,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Safety and Security,No,1981
Nigeria,12,09/28/2016,AD,ADAMAWA,AD21,YOLA SOUTH,AD2104,NAMTARI,AD_S030,KILBAJE EXTENSON ,INFORMAL,12.38261,9.2527,Planned,Camp,NULL,5/8/2016,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,Yes,Religious entity,EYN CHURCH,NULL,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,ADAMAWA,MADAGALI,GULAK,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,30,126,6,4,10,14,6,20,22,16,38,19,29,48,7,3,10,3,18,1,0,10,0,0,0,3,0,0,8/5/2016,06/21/2016,Yes,ADAMAWA,MADAGALI,GULAK,Place of origin,Lack of safety,None,None,None,<75%,None,>75%,>75%,<25%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),100%,Yes,Hand pumps,Hand pumps,Unknown,Yes,None,No,Not so good (Not hygienic),30,No,No,Yes,Garbage pit,0,No,Yes but no soap/water inside,Unknown,Unknown,Unknown,No,"Yes, off site",No,Everyday,Distribution,No,No,No,No,No,No,Fever,Malaria,RTI,Yes,Yes,On-site (<3 km),Local clinic,No,Unknown,Unknown,None,Farming,30,No,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,1988
Nigeria,12,09/24/2016,AD,ADAMAWA,AD02,FUFORE,AD0203,FUFORE,AD_S031,WURO AHI ,INFORMAL,12.66209,9.217,Spontaneous,Collective Settlement/Centre,NULL,10/1/2015,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,ADAMAWA,MADAGALI,HYAMBULA,ADAMAWA,MADAGALI,GULAK,29,154,1,1,2,14,19,33,18,30,48,35,36,71,0,0,0,5,6,0,0,0,0,5,0,3,0,0,5/1/2015,09/21/2015,Yes,ADAMAWA,MADAGALI,HYAMBULA,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,<50%,>75%,Kitchen sets,Soap,Hygiene kits,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),8,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<1 km,<75%,Farming,1,Yes,No,Yes,No,Yes,None,Theft,Unknown,Unknown,None,Fighting between recipients at distribution points,1,0,Yes,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Families/Friends,Safety and Security,No,1978
Nigeria,12,09/26/2016,AD,ADAMAWA,AD04,GIREI,AD0404,GIREI  II,AD_S032,SENGERE DUTSE,INFORMAL,12.31017,9.20366,Spontaneous,Collective Settlement/Centre,NULL,08/21/2014,Unknown,NULL,Yes,NULL,Public/Government,Community center,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MADAGALI,MADAGALI,BORNO,GWOZA,GUDUF NAGADIYO,27,89,1,4,5,12,16,28,3,5,8,15,29,44,2,2,4,3,5,2,0,4,0,0,0,3,5,0,08/21/2014,07/20/2014,No,ADAMAWA,MADAGALI,MADAGALI,Place of origin,House damaged/destroyed,None,None,<25%,>75%,None,<50%,None,None,Kitchen sets,Mosquito nets,Plastic sheeting,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,Yes,Garbage pit,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (>3 km),Government,Yes,On-site,<1 km,<75%,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Situation in areas of origin,No,2003
Nigeria,12,09/22/2016,AD,ADAMAWA,AD02,FUFORE,AD0207,PARIYA,AD_S033,ANGUWAN MUMUYAWA,INFORMAL,12.5971,9.4212,Spontaneous,Collective Settlement/Centre,NULL,06/30/2014,Unknown,NULL,Yes,NULL,Private Building,Bunk houses,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,BORNO,GUZAMALA,NULL,59,367,2,3,5,28,35,63,61,72,133,76,86,162,1,3,4,8,8,1,0,4,0,3,0,7,0,0,07/19/2014,12/2/2016,Yes,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,House damaged/destroyed,None,None,<50%,<50%,None,<25%,<50%,>75%,Blankets/Mats,Plastic sheeting,Hygiene kits,On-site (<10 mn),<50 %,Yes,Hand pumps,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,Yes,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,Yes,No,No,No,No,No,Malaria,Fever,Diarrhea,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<50%,Farming,4,Yes,No,Yes,Yes,No,Community Leaders,None,Unknown,None,None,Fighting between recipients at distribution points,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,Yes,2007
Nigeria,12,09/26/2016,AD,ADAMAWA,AD04,GIREI,AD0403,GIREI I,AD_S034,NANA VILLA,INFORMAL,12.51312,9.3521,Spontaneous,Collective Settlement/Centre,NULL,08/28/2014,Unknown,NULL,Yes,NULL,Public/Government,Community center,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MADAGALI,GULAK,BORNO,GWOZA,GWOZA TOWN GADAMAYO,13,64,3,4,7,6,7,13,11,11,22,6,12,18,2,2,4,0,7,7,0,4,0,0,0,3,2,0,08/28/2014,11/4/2014,No,ADAMAWA,MADAGALI,GULAK,Place of origin,Lack of food,None,None,<50%,<75%,None,<50%,None,<25%,Kitchen sets,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Farming,2,Yes,Yes,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Excellent,Good,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,No,2012
Nigeria,12,09/27/2016,AD,ADAMAWA,AD04,GIREI,AD0408,MODIRE/ VINIKILANG,AD_S035,WADAI,INFORMAL,12.29069,9.18356,Spontaneous,Collective Settlement/Centre,NULL,5/9/2014,Unknown,NULL,Yes,NULL,Private Building,Tents,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,ADAMAWA,MADAGALI,GULAK,NULL,NULL,NULL,8,37,1,0,1,3,7,10,4,8,12,2,7,9,3,2,5,2,1,0,0,5,0,0,0,2,3,0,5/9/2014,NULL,No,ADAMAWA,MADAGALI,GULAK,Place of origin,House damaged/destroyed,None,<75%,<25%,<25%,None,<75%,None,>75%,Blankets/Mats,Kitchen sets,Plastic sheeting,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,No,None,None,Yes,On-site,<1 km,<75%,Farming,2,No,Yes,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,Yes,2028
Nigeria,12,09/26/2016,AD,ADAMAWA,AD04,GIREI,AD0403,GIREI I,AD_S036,ANGUWAN ABUJA,INFORMAL,12.33286,9.21516,Spontaneous,Collective Settlement/Centre,NULL,5/9/2014,Unknown,NULL,Yes,NULL,Ancestral,Community center,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MADAGALI,HYAMBULA,ADAMAWA,MADAGALI,WAGGA,7,68,2,4,6,1,6,7,21,15,36,4,9,13,4,2,6,0,6,4,0,6,0,0,0,2,2,0,5/9/2014,NULL,Yes,ADAMAWA,MADAGALI,HYAMBULA,Place of origin,House damaged/destroyed,None,None,>75%,<25%,<50%,<75%,None,<50%,Plastic sheeting,Kitchen sets,Mosquito nets,On-site (<10 mn),<50 %,Unknown,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),4,Yes,Yes,Yes,Garbage pit,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Malaria,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Farming,0,No,Yes,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Excellent,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Families/Friends,Other relief assistance,No,2030
Nigeria,12,09/27/2016,AD,ADAMAWA,AD04,GIREI,AD0404,GIREI  II,AD_S037,CHEKAMIDERI,INFORMAL,12.33439,9.22408,Spontaneous,Collective Settlement/Centre,NULL,8/9/2014,Unknown,NULL,Yes,NULL,Public/Government,Community center,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,No,No,Yes,Yes,No,No,Yes,No,ADAMAWA,MADAGALI,HYAMBULA,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,52,218,7,10,17,25,33,58,37,37,74,26,35,61,0,8,8,3,17,1,0,8,0,0,0,4,5,2,8/9/2014,09/15/2016,No,ADAMAWA,MADAGALI,HYAMBULA,Place of origin,House damaged/destroyed,<25%,<75%,<25%,<25%,<25%,<75%,None,<50%,Plastic sheeting,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),3,Yes,Yes,Yes,Garbage pit,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Excellent,Excellent,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Situation in areas of origin,No,2020
Nigeria,12,09/27/2016,AD,ADAMAWA,AD04,GIREI,AD0404,GIREI  II,AD_S038,LOWCOST QUARTERS,INFORMAL,12.33437,9.22071,Spontaneous,Collective Settlement/Centre,NULL,4/10/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MADAGALI,HYAMBULA,ADAMAWA,MADAGALI,GULAK,5,42,1,2,3,8,10,18,4,6,10,3,7,10,0,1,1,2,3,0,0,1,0,0,0,2,4,0,4/10/2014,10/2/2015,Yes,ADAMAWA,MADAGALI,HYAMBULA,Place of origin,House damaged/destroyed,None,<50%,<50%,<75%,<25%,<50%,None,<50%,Plastic sheeting,Blankets/Mats,Kitchen sets,On-site (>10 mn),<50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),5,No,No,Yes,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Cough,Fever,Malaria,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Farming,0,No,Yes,Yes,No,No,None,None,None,None,None,Non-affected groups are given humanitarian assistance,0,0,No,No,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,No,2014
Nigeria,12,09/29/2016,AD,ADAMAWA,AD10,MADAGALI,AD1006,MADAGALI,AD_S039,SABON-LAYI,INFORMAL,13.3781,10.5358,Spontaneous,Transitional Centre,NULL,06/23/2016,Unknown,NULL,Yes,NULL,Private Building,Bunk houses,Yes,Yes,NULL,NULL,Yes,Individual/Private,NA,NA,Yes,Yes,No,No,No,Yes,No,Yes,No,BORNO,NULL,GAMAWA,ADAMAWA,MADAGALI,BABEL,39,195,4,3,7,12,13,25,25,17,42,44,49,93,13,15,28,4,10,0,0,28,0,2,1,3,3,4,06/28/2016,10/7/2016,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,Lack of safety,<25%,None,<50%,<75%,None,<50%,<25%,<50%,Kitchen sets,Blankets/Mats,Soap,On-site (<10 mn),>50 %,No,Unprotected well,Protected well,5 - 10 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),2,Yes,Yes,Yes,Burning,2,No,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Host community donation,Unknown,No,Unknown,Unknown,Unknown,Unknown,Malaria,Fever,Diarrhea,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<1 km,<50%,Farming,6,Yes,Yes,Yes,Yes,Yes,Self organized,Friction anmong site residents,Unknown,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,Yes,1973
Nigeria,12,09/19/2016,BO,BORNO,BO13,JERE,BO1302,BALE GALTIMARI,BO_S001,FORI PRIMARY SCHOOL,INFORMAL,13.1769,11.7995,Spontaneous,Collective Settlement/Centre,NULL,10/19/2014,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,No,Yes,No,Yes,Yes,Yes,Yes,BORNO,BAMA,KASUGULA,BORNO,BAMA,KUMSHE /NDUGUNO,20,145,2,5,7,14,20,34,20,32,52,23,28,51,1,0,1,4,17,0,0,1,2,3,19,0,0,0,09/19/2014,11/2/2016,Yes,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),12,Yes,Yes,Yes,Burning,0,Yes,Yes,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Diarrhea,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<50%,Petty trade,20,No,Yes,Yes,Yes,No,Police,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Situation in areas of origin,No,2090
Nigeria,12,09/21/2016,BO,BORNO,BO13,JERE,BO1309,OLD MAIDUGURI,BO_S003,MADINATU CAMP,INFORMAL,13.17978,11.87746,Spontaneous,Camp,NULL,4/1/2015,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,Yes,Yes,NULL,NULL,Yes,Government,NEMA,8069572433,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,BORNO,KUKAWA,BAGA,BORNO,MARTE,KIRENOWA,392,2980,13,12,25,120,96,216,607,890,1497,548,679,1227,5,10,15,39,45,4,2,15,13,81,9,15,4,0,4/2/2015,05/20/2016,No,BORNO,KUKAWA,BAGA,Place of origin,Lack of safety,<25%,None,>75%,<25%,None,None,<50%,<75%,Blankets/Mats,Mosquito nets,Soap,Off-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),14,Yes,No,Yes,Burning,5,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Once a month,Host community donation,Yes,Yes,No,No,No,No,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<25%,Daily labourer,312,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,1,1,No,Yes,No,No,No,Good,Poor,No lighting,Yes,Nigeria,Better living conditions,Local Leader,Safety and Security,Yes,2044
Nigeria,12,09/27/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2113,MAISANDARI,BO_S009,NYSC CAMP BORNO,FORMAL,13.1194,11.8257,Spontaneous,Collective Settlement/Centre,NULL,1/11/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,SEMA/NEMA,8033441354,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,KASUGULA,BORNO,KONDUGA,KONDUGA,857,5133,123,207,330,131,371,502,974,1330,2304,813,1064,1877,56,64,120,177,480,1,8,120,5,32,0,323,40,3,6/11/2014,09/24/2016,No,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,<25%,<75%,<50%,<50%,<50%,<25%,None,>75%,Plastic sheeting,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),100%,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),109,Yes,Yes,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",No,Irregular,Distribution,Yes,No,No,Yes,Yes,No,Malaria,Fever,Malnutrition,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<75%,Petty trade,200,Yes,No,No,Yes,Yes,Police,Theft,Domestic violence,None,Child physical & emotional abuse,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,No,2034
Nigeria,12,09/28/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2110,LAMISULA/JABBA MARI,BO_S012,EYN CAMP,FORMAL,13.1358,11.8341,Spontaneous,Collective Settlement/Centre,NULL,6/6/2014,Unknown,NULL,Yes,NULL,Private Building,Tents,Yes,Yes,NULL,NULL,Yes,Government,NEMA,8076357925,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,BORNO,GWOZA,NGOSHE,BORNO,ASKIRA / UBA,LASSA,227,1472,23,25,48,71,98,169,355,486,841,177,220,397,8,9,17,12,110,0,0,17,5,29,20,57,14,9,6/6/2014,9/9/2016,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,None,<75%,<50%,<25%,<25%,>75%,<75%,>75%,Plastic sheeting,Kitchen sets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),30,No,No,No,Burning,1,No,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,Yes,No,No,Malaria,Fever,Other,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<1 km,<75%,Daily labourer,1040,Yes,No,No,Yes,Yes,Military,Friction anmong site residents,Domestic violence,None,None,Not enough assistance for all entitled,2,1,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Site Management,Other relief assistance,No,2001
Nigeria,12,09/26/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2112,MAFONI,BO_S013,MOGCOLIS CAMP,FORMAL,13.1487,11.8455,Spontaneous,Collective Settlement/Centre,NULL,07/14/2015,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,NEMA/SEMA,8067170121,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MOBBAR,ZANNA UMORTI,BORNO,ABADAM,NULL,548,2463,233,242,475,217,234,451,465,433,898,267,306,573,39,27,66,136,679,20,2,66,112,214,87,76,59,86,10/14/2015,9/9/2016,No,BORNO,MOBBAR,DAMASAK,Place of origin,Lack of safety,<25%,None,<50%,>75%,None,>75%,<25%,<25%,Hygiene kits,Kitchen sets,Mosquito nets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),26,Yes,Yes,Yes,Garbage pit,15,Yes,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, on site",Yes,Once a month,Distribution,Yes,Yes,No,No,No,No,Diarrhea,Malaria,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Daily labourer,376,Yes,No,No,Yes,Yes,Police,Alcohol/drug-related disturbance,Domestic violence,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Local Leader,Safety and Security,Yes,2053
Nigeria,12,09/29/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2101,BOLORI  I,BO_S014,TEACHERS VILLAGE,FORMAL,13.1188,11.8345,Spontaneous,Collective Settlement/Centre,NULL,11/9/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,NEMA/SEMA ,7036261214,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,BORNO,NGALA,GAMBORU 'B',2290,8545,180,130,310,620,400,1020,1412,2033,3445,1725,1768,3493,157,120,277,90,896,93,15,277,76,60,86,180,90,1,11/9/2014,07/18/2016,Yes,BORNO,KUKAWA,BAGA,Place of origin,Lack of food,<25%,<25%,<25%,<75%,None,<25%,<50%,<25%,Hygiene kits,Kitchen sets,Soap,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),204,No,No,Yes,Burning,15,Yes,Yes,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,Yes,Yes,Yes,Fever,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<75%,Daily labourer,146,Yes,No,No,Yes,Yes,Police,Theft,Domestic violence,None,None,Fighting between recipients at distribution points,1,1,Yes,Yes,No,No,No,Good,Good,No lighting,Yes,Abroad,Better living conditions,Local Leader,Safety and Security,No,2085
