round,country,survey_date,site_id,site_name,site_region,site_provence,site_district,site_latitude,site_longitude,site_location,site_class,site_type,site_shelter,smc_exist,smc_community,sma_exist,sma_name,sma_type,site_status,shelter_rem,site_electricty,water_operational,n_family,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_total,n_pregnant,n_lactating,n_physical_dis,n_mental_dis,n_chronic_ill,n_hoh_child,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,idp_leaving,return_area,origin_region,origin_province,origin_district,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,water_location,n_latrine,latrine_gender,bathing_gender,food_freq,food_sup_lac,food_sup_child,food_source,health_issue,health_issue_b,edu_access_i,edu_distance,per_sch,sec_provided,sec_reported,gbv_report,site_lighting,info_main,job_abr,job_farm,job_cattle,job_fishing,job_business
1,Haiti,30/05/17,812-02-S005,Ecole St Joseph des Soeurs Ste Th_rÅ_se,Grande Anse,Abricots,Balisier,18.65024,-74.30672,Abricots,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Abricots,Balisier,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,30/05/17,,Ecole Sat_lite Fondation Paradis des Indiens,Grande Anse,Abricots,Danglise,18.65236,-74.30437,Abricots,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Abricots,Danglise,76%-100%,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/11/17,811-01-S003,Eglise Vieux Bouc,Grande Anse,Jeremie,Basse Voldrogue,18.61551,-74.08381,Sur la route Nationale #7,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Basse Voldrogue,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,30/05/17,,Ecole Coeur de J_sus,Grande Anse,Bonbon,Desormeau (Bonbon),18.66502,-74.24552,Bonbon,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Bonbon,Desormeau (Bonbon),Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,30/05/17,813-01-S005,Presbyterale Bonbon,Grande Anse,Bonbon,Desormeau (Bonbon),18.66538,-74.24562,Bonbon,Spontaneous,Group Sites,Presbytery,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator","Yes, Water Truck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Bonbon,Desormeau (Bonbon),Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,30/05/17,,Lycee congreganiste St Louis de Gonzague,Grande Anse,Bonbon,Desormeau (Bonbon),18.66659,-74.24406,Dos mairie de Bonbon,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Bonbon,Desormeau (Bonbon),Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,30/05/17,,Ecole Nationale Bonbon,Grande Anse,Bonbon,Desormeau (Bonbon),18.66643,-74.24155,Route principale de bonbon,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Bonbon,Desormeau (Bonbon),Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,30/05/17,,Mairie de Bonbon,Grande Anse,Bonbon,Desormeau (Bonbon),18.66546,-74.24555,Rue du commerce,Spontaneous,Group Sites,Town Hall,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Bonbon,Desormeau (Bonbon),Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,30/05/17,813-01-S002,Ecole moderne galileen,Grande Anse,Bonbon,Desormeau (Bonbon),18.66502,-74.24396,Sur la route de Bordes,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Bonbon,Desormeau (Bonbon),Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,30/05/17,,Ecole Nationale L_on Coicou,Grande Anse,Bonbon,Desormeau (Bonbon),18.64741,-74.27798,Sur la route des Abricots,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Abricots,Anse Du Clerc,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/09/17,,Ecole Nationale Colette,Grande Anse,Jeremie,Fond Rouge Daiyer,18.6135,-74.20782,Sur la route principale de Carrefour Sanon,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/11/17,811-01-S001,Chez M Belo Emile,Grande Anse,Jeremie,Haute Guinaudee,18.15245,-74.56673,Sur la route principale de gatinaud,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Haute Guinaudee,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/03/17,811-09-S024,Eglise de Jesus christ,Grande Anse,Jeremie,Fond Rouge De Torbec,18.6456,-74.11977,Sur la route principale prolong_e,Spontaneous,Group Sites,Church,No,No,No,Unknown,None,No,Concrete,"Yes, Regularly","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Yes,Yes,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Yes, lighting adequate",Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/09/17,811-08-S016,Ecole Mixte St Pierre,Grande Anse,Jeremie,Fond Rouge Daiyer,18.63664,-74.10944,Versaille,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
1,Haiti,05/02/17,811-09-S017,Ecole Maria Montessorie,Grande Anse,Jeremie,Fond Rouge De Torbec,18.63516,-74.12035,Zone ti zong,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator","Yes, Water Truck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,"Diarrheal, gastrointestinal diseases",Skin infections,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,13/06/17,,Eglise Pasteur Dor,Grande Anse,Pestel,Duchity-05,18.46565,-73.90929,La combe,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Pestel,Duchity-05,Unknown,Unknown,76%-100%,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/06/17,831-01-S001,Ecole Nationale Nouvelle,Grande Anse,Corail,Duquillon,18.53419,-73.86891,Duquillon,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Corail,Duquillon,Unknown,Unknown,76%-100%,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/09/17,,Maison Mr Paco,Grande Anse,Jeremie,Fond Rouge De Torbec,18.65034,-74.12402,Impasse sanon,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,76%-100%,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,13/06/17,834-01-S002,Ecole nationale de pestel,Grande Anse,Pestel,Bernagousse,18.53988,-74.7981,Pestel,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Pestel,Bernagousse,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/09/17,811-09-S009,Eglise St Helene,Grande Anse,Jeremie,Fond Rouge De Torbec,18.6496875,-74.1291323,A cŒét_ bureau de l'eau,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator","Yes, Water Truck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,13/06/17,,Lycee Nationale de pestel,Grande Anse,Pestel,Bernagousse,18.54087,-73.79903,Pestel,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Pestel,Bernagousse,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/12/17,,Bureau de l'eau,Grande Anse,Jeremie,Fond Rouge Daiyer,18.63834,-74.11192,A cot_ de l'Eglise St Helene,Spontaneous,Group Sites,Office of Water,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,13/06/17,834-01-S004,Eglise Baptiste de pestel,Grande Anse,Pestel,Bernagousse,18.54125,-74.79487,Pestel,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Pestel,Bernagousse,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,13/06/17,834-01-S003,Eglise Adventiste de pestel,Grande Anse,Pestel,Bernagousse,18.54207,-73.79416,Pestel,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Pestel,Bernagousse,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,13/06/17,834-01-S001,Centre culturel,Grande Anse,Pestel,Bernagousse,18.54105,-74.79456,Sur la route de pestel,Spontaneous,Group Sites,Community Centre,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Pestel,Bernagousse,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,13/06/17,834-03-S001,Ecole Nationale de Jean bellune,Grande Anse,Pestel,Jean Bellune,,,Sur la route de pestel,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Pestel,Jean Bellune,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,13/06/17,811-05-S025,Ecole Nationale St Luc,Grande Anse,Pestel,Duchity-05,,,Sur la route Nationale #7,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Pestel,Duchity-05,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,13/06/17,834-04-S001,Ecole St Thomas,Grande Anse,Pestel,Duchity-05,,,Sur la route Nationale #7,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Pestel,Duchity-05,Unknown,Unknown,Unknown,Unknown,Unknown,5,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,13/06/17,,Lycee congreganiste de Jean bellune,Grande Anse,Pestel,Jean Bellune,18.48075,-73.78658,Sur la route principale de pestel,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Pestel,Jean Bellune,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,13/06/17,,Eglise de Dieu tozia,Grande Anse,Pestel,Duchity-04,18.3605,-73.54046,Tozia,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Pestel,Duchity-04,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,14/06/17,833-01-S004,EFACAP Beaumont,Grande Anse,Beaumont,Beaumont,18.47483,-74.94673,Beaumont,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/07/17,811-09-S044,CollÅ_ge LumiÅ_re,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64718,-74.11169,Anba lí_j,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,14/06/17,,Ecole Mains contr_es,Grande Anse,Beaumont,Beaumont,18.47928,-73.96471,Beaumont,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/09/17,811-09-S059,Maison Otese B. Pierrelien,Grande Anse,Jeremie,Fond Rouge De Torbec,18.6486,-74.11971,Au dos du lyc_e Nord Alexis,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Scarcely","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,14/06/17,,Lycee Nationale de beaumont,Grande Anse,Beaumont,Beaumont,18.47975,-73.96451,Beaumont,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/09/17,811-09-S029,Maison Marie Ange Saint Fleur Balmir,Grande Anse,Jeremie,Fond Rouge De Torbec,18.64864,-74.11986,Bas du Lyc_e Nord Alexie,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,14/06/17,,Lycee Nationale de beaumont,Grande Anse,Beaumont,Beaumont,18.47975,-73.96451,Beaumont,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,14/06/17,833-01-S009,College la Providence,Grande Anse,Beaumont,Beaumont,18.47814,-73.95923,Beaumont,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Beaumont,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,14/06/17,833-02-S003,Ecole St Gerard de Chardonnette,Grande Anse,Beaumont,Chardonnette,18.47859,-73.98841,Chardonnette,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Chardonnette,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,14/06/17,831-06-S003,Eglise Baptiste de Chardonnette,Grande Anse,Beaumont,Chardonnette,18.50526,-74.99001,Chardonnette,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Chardonnette,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,14/06/17,831-06-S001,Bureau CASEC,Grande Anse,Beaumont,Chardonnette,18.50925,-73.98682,Chardonnette,Spontaneous,Group Sites,Communal House,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Chardonnette,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,14/06/17,,Ecole Nationale de mouline,Grande Anse,Beaumont,Mouline,18.47868,-74.00053,Mouline,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Beaumont,Mouline,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
