country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,,,,,,,,,,,,,,,,,,,,,,,,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,,,,,,
Nigeria,16,4/3/2017,BO,BORNO,BO13,JERE,BO1309,OLD MAIDUGURI,BO_S068,FARIA GIDAN BLOCK CAMP,INFORMAL,13.18157,11.86738,Spontaneous,Camp,Camps/Camp-like setting,,12/20/2015,Unknown,,Yes,,Private Building,Tents,Yes,Yes,,,Yes,INGO,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,BORNO,MARTE,KIRENOWA,BORNO,BAMA,KASUGULA,1020,5415,60,82,142,586,809,1395,716,988,1704,868,1198,2066,43,65,108,122,644,4,108,0,0,0,32,36,0,0,0,4,0,0,2/20/2015,3/11/2017,No,,BORNO,MARTE,KIRENOWA,Place of origin,Lack of safety,None,<75%,<50%,None,None,<25%,None,None,Kitchen sets,Blankets/Mats,Mosquito nets,On-site (<10 mn),100%,Yes,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),84,No,No,Yes,Burning,10,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,No,No,No,No,Malaria,Fever,None,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<25%,2290,305,281,586,514,372,886,474,344,818,Fees or costs,Lack of school supplies,Work at the house,,Yes,5,No,Yes,No damage,No,N/A,N/A,N/A,N/A,Daily labourer,304,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,Local leader/Community leader,,<50%,Morning,Information about needs in the community,Distribution,No
Nigeria,16,4/6/2017,BO,BORNO,BO13,JERE,BO1302,BALE GALTIMARI,BO_S069,GOMBOLE SITE,INFORMAL,13.165182,11.803538,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,5/12/2015,Unknown,,Yes,,Private Building,Individual house,No,N/A,,,No,,,,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Insurgency ,,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,BORNO,KUKAWA,KUKAWA,20,54,2,3,5,5,5,10,6,10,16,10,10,20,0,3,3,2,6,2,3,0,0,0,0,0,0,1,0,2,0,1,6/12/2015,9/16/2015,Yes,Two times,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,Place of origin,House damaged/destroyed,None,None,<25%,>75%,None,<50%,<75%,None,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),5,No,No,Yes,Burning,1,No,Yes,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Cough,Wound infection,No,No,None,None,Yes,On-site,<1 km,<25%,23,4,2,6,5,4,9,5,3,8,Fees or costs,Lack of teachers,Lack of school supplies,,No,,No,No,No damage,No,Yes,N/A,N/A,N/A,Petty trade,7,Yes,No,No,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<25%,Morning,Information about needs in the community,Distribution,No
Nigeria,16,4/3/2017,BO,BORNO,BO16,KONDUGA,BO1607,KONDUGA,BO_S071,CHALLUNURI,INFORMAL,13.26588,11.74435,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,No,,,,No,No,No,Yes,No,Yes,Yes,No,Yes,Insurgency ,,BORNO,JERE,ALAU,,,,57,239,10,13,23,20,27,47,29,37,66,35,43,78,15,10,25,20,29,0,25,0,0,0,0,18,16,0,0,0,0,0,,,No,,BORNO,JERE,ALAU,Place of origin,Lack of safety,None,None,>75%,None,None,<25%,<25%,<25%,Plastic sheeting,Kitchen sets,Blankets/Mats,Off-site (<10 mn),>50 %,Yes,Yes,Spring,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Distribution,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),NGO,Yes,Off-site,<2 km,None,94,15,13,28,16,13,29,21,16,37,Fees or costs,Distance to the school (too far),Work at the house,,Yes,1,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Collecting firewood,37,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,Local leader/Community leader,,<25%,Evening,Information about needs in the community,Safety and Security,No
Nigeria,16,4/3/2017,BO,BORNO,BO13,JERE,BO1309,OLD MAIDUGURI,BO_S072,KORSO BASHIR CAMP,INFORMAL,13.16442,11.86967,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,Yes,Yes,No,No,No,No,Yes,No,Yes,Insurgency ,,BORNO,KALA BALGE,"RANN  ""A""",BORNO,JERE,,500,2709,86,119,205,287,355,642,347,478,825,381,526,907,55,75,130,280,34,4,130,0,0,0,9,17,0,0,0,8,0,4,,,Yes,Two times,BORNO,KALA BALGE,"RANN  ""A""",Place of origin,Lack of safety,None,<50%,<75%,<25%,None,<25%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),>50 %,No,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Malaria,Cough,No,Yes,Off-site (<3 km),NGO,Yes,Off-site,<2 km,<25%,1204,197,182,379,223,206,429,206,190,396,Fees or costs,School is damaged or destroyed,Lack of school supplies,,Yes,4,Yes,Yes,Destroyed or not usable,No,Yes,N/A,N/A,N/A,Petty trade,18,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<25%,Morning,Information about needs in the community,Distribution,No
Nigeria,16,4/13/2017,BO,BORNO,BO11,GWOZA,BO1106,GWOZA TOWN GADAMAYO,BO_S073,20 HOUSING UNIT,INFORMAL,13.690063,11.069967,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,9/15/2015,Unknown,,Yes,,Public/Government,Tents,No,N/A,,,No,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Insurgency ,,BORNO,GWOZA,,BORNO,GWOZA,,667,4122,135,202,337,225,338,563,569,853,1422,649,974,1623,71,106,177,60,40,4,177,0,0,5,320,15,2,10,3,0,0,10,9/17/2016,,No,,BORNO,GWOZA,,Place of origin,Lack of safety,None,None,None,<25%,<75%,<75%,<25%,>75%,Bucket/Jerry Can,Soap,Plastic sheeting,On-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Good (Hygienic),200,No,Yes,No,Burning,10,No,Yes,No,Yes,Yes,No,"Yes, on site",Yes,Once a month,Distribution,Yes,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<2 km,<50%,1286,186,152,338,196,160,356,326,266,592,Fees or costs,Lack of teachers,Lack of school supplies,,Yes,4,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Daily labourer,102,Yes,Yes,Yes,Yes,No,Military,None,Domestic violence,None,None,Not enough assistance for all entitled,1,1,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Radio,,"Friends, neighbors and family",,<25%,Morning,Information about needs in the community,Distribution,No
Nigeria,16,4/11/2017,BO,BORNO,BO16,KONDUGA,BO1602,DALORI / WANORI,BO_S075,GAYA KOFA,INFORMAL,13.2362,11.7348,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,12/21/2015,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,No,,,,No,No,No,Yes,No,Yes,Yes,No,Yes,Insurgency ,,BORNO,JERE,ALAU,BORNO,BAMA,SABSABWA / SOYE/ BULONGU,400,2120,25,30,55,200,295,495,291,402,693,357,437,794,40,43,83,40,61,4,83,0,33,0,27,11,0,8,4,20,3,4,10/21/2014,4/10/2016,Yes,Two times,BORNO,JERE,ALAU,Place of origin,Lack of safety,None,None,>75%,None,None,<25%,<25%,<25%,Kitchen sets,Plastic sheeting,Blankets/Mats,Off-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",No,Irregular,Cash,Yes,Yes,No,No,No,No,Cough,Fever,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<2 km,<50%,990,178,119,297,250,166,416,166,111,277,Fees or costs,Disease/Illness,Work in the fields,,Yes,12,Yes,Yes,No damage,Yes,N/A,Yes,N/A,N/A,Pastoralism,50,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<50%,Evening,Information about needs in the community,Distribution,No
Nigeria,16,4/3/2017,BO,BORNO,BO13,JERE,BO1309,OLD MAIDUGURI,BO_S076,SHUWARI CAMP,INFORMAL,13.16669,11.86757,Spontaneous,Camp,Camps/Camp-like setting,,12/30/2015,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,BORNO,MARTE,KIRENOWA,BORNO,JERE,NGUDAA/ADDAMARI,1774,6736,87,121,208,615,849,1464,879,1214,2093,1172,1618,2790,84,97,181,324,606,16,181,0,0,0,0,380,24,8,0,14,0,0,,,Yes,Two times,BORNO,MARTE,KIRENOWA,Place of origin,Lack of safety,None,<50%,>75%,<25%,None,<50%,None,>75%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),100%,Yes,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,Yes,Yes,Yes,Yes,Malaria,Fever,None,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,<25%,2967,454,420,874,566,522,1088,523,482,1005,Fees or costs,Lack of school supplies,Work at the house,,Yes,3,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Daily labourer,0,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<25%,Morning,Information about needs in the community,Distribution,No
Nigeria,16,4/13/2017,BO,BORNO,BO16,KONDUGA,BO1607,KONDUGA,BO_S077,KALARI ABULE,INFORMAL,13.28427,11.73392,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,No,,,,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Insurgency ,,BORNO,KONDUGA,DALORI / WANORI,BORNO,KONDUGA,,758,4017,54,66,120,398,486,884,560,685,1245,669,817,1486,127,155,282,163,245,18,282,0,13,0,21,9,0,10,7,14,3,3,,,No,,BORNO,KONDUGA,DALORI / WANORI,Place of origin,Accessibility,None,None,>75%,None,None,None,None,None,Plastic sheeting,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,Yes,Yes,No,No,Yes,No,"Yes, on site",No,Once a month,Distribution,No,No,No,No,No,No,Cough,Malaria,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<2 km,<50%,1775,292,238,530,498,224,722,288,235,523,Fear of violence,Distance to the school (too far),Work at the house,,No,,Yes,Yes,Destroyed or not usable,Yes,N/A,Yes,N/A,N/A,Farming,20,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<75%,Morning,Information about needs in the community,Distribution,No
Nigeria,16,4/12/2017,BO,BORNO,BO16,KONDUGA,BO1607,KONDUGA,BO_S078,MASHUMAN KULUYE,INFORMAL,13.38301,11.67058,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,No,,,,No,No,Yes,Yes,No,No,No,No,Yes,Insurgency ,,BORNO,BAMA,DIPCHARI / JERE / DAR-JAMAL / KO,BORNO,BAMA,,822,4351,47,56,103,463,565,1028,648,792,1440,741,906,1647,59,74,133,70,170,9,133,2,23,0,50,20,0,7,14,10,5,2,,,No,,BORNO,BAMA,DIPCHARI / JERE / DAR-JAMAL / KO,Place of origin,Lack of safety,None,None,>75%,None,None,<25%,<25%,<25%,Kitchen sets,Plastic sheeting,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,No,Hand pumps,Hand pumps,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),30,No,No,Yes,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Cash,Yes,Yes,Yes,Yes,No,No,Cough,Malaria,Skin disease,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<2 km,<50%,2057,370,247,617,501,334,835,365,240,605,Fees or costs,Distance to the school (too far),Lack of teachers,,Yes,4,Yes,Yes,Destroyed or not usable,Yes,N/A,Yes,N/A,N/A,Pastoralism,0,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<50%,Evening,Information about needs in the community,Distribution,No
Nigeria,16,4/12/2017,BO,BORNO,BO21,MAIDUGURI M. C.,BO2101,BOLORI  I,BO_S084,BULLET QUARTERS CAMP,INFORMAL,13.11015,11.85591,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,11/23/2015,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,Yes,Individual/Private,,,Yes,No,YES,Yes,Yes,Yes,Yes,No,Yes,Insurgency ,,BORNO,KUKAWA,BAGA,BORNO,GUBIO,GUBIO TOWN  I,27,130,2,3,5,11,12,23,20,23,43,29,26,55,4,0,4,2,8,0,4,0,0,0,2,0,0,0,0,0,0,0,11/22/2015,,No,,BORNO,KUKAWA,BAGA,Place of origin,Lack of safety,<25%,None,None,>75%,>75%,<50%,>75%,<75%,Kitchen sets,Bucket/Jerry Can,Mosquito nets,On-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),16,No,No,Yes,Garbage pit,0,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Irregular,Cash,Yes,No,No,No,No,No,Malaria,Malnutrition,Cough,No,Yes,On-site (<3 km),NGO,Yes,Off-site,<5 km,<50%,57,6,8,14,10,15,25,8,10,18,Fees or costs,Lack of teachers,Lack of school supplies,,Yes,2,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,29,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Radio,,Local leader/Community leader,,<50%,Evening,Information about needs in the community,Distribution,No
Nigeria,16,4/10/2017,BO,BORNO,BO21,MAIDUGURI M. C.,BO2110,LAMISULA/JABBA MARI,BO_S086,GREMA MOHAMMED COMPANY ,INFORMAL,13.14298,11.84886,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,1/20/2014,Unknown,,Yes,,Private Building,Self-made tents,No,N/A,,,No,,,,No,No,Yes,No,Yes,Yes,No,No,Yes,Insurgency ,,BORNO,MARTE,,BORNO,MONGUNO,MONGUNO,34,201,4,5,9,11,14,25,44,53,97,30,36,66,1,3,4,3,14,0,4,0,0,5,10,3,0,0,0,0,0,0,1/20/2014,,Yes,Two times,BORNO,MARTE,,Place of origin,Lack of safety,None,None,<75%,<50%,<50%,<25%,<25%,<75%,Blankets/Mats,Mosquito nets,Soap,On-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Good (Hygienic),8,Yes,No,No,Burning,0,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Irregular,Distribution,Yes,No,No,No,No,No,Malaria,Fever,Diarrhea,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<10 km,<25%,112,8,7,15,31,26,57,22,18,40,Fees or costs,Work in the fields,Work at the house,,No,,No,No,No damage,No,N/A,N/A,N/A,N/A,Daily labourer,0,Yes,No,No,No,No,None,None,Domestic violence,None,Child physical & emotional abuse,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<50%,Morning,Feedback (positive or negative) about the services in the  site,Distribution,No
Nigeria,16,4/10/2017,BO,BORNO,BO07,DAMBOA,BO0705,DAMBOA,BO_S089,GENERAL HOSPITAL DAMBOA,FORMAL,12.76259,11.16594,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,2/8/2016,Unknown,,Yes,,Public/Government,Health facility,Yes,Yes,,,Yes,Government,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,BORNO,DAMBOA,DAMBOA,,,,1158,7509,101,109,210,290,336,626,1490,1610,3100,1692,1800,3492,44,37,81,56,257,1,81,1,1,1,4,6,2,1,1,0,0,1,2/8/2016,4/14/2017,No,,BORNO,DAMBOA,DAMBOA,Place of origin,Lack of safety,<25%,<75%,<25%,None,None,None,None,<25%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),22,Yes,Yes,Yes,Garbage pit,1,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,Yes,No,No,Malnutrition,Malaria,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<25%,3413,199,114,313,646,740,1386,964,750,1714,"School is occupied (by families, military, etc.)",Lack of school supplies,Fear of violence,,Yes,11,Yes,Yes,Slightly damaged,Yes,N/A,Yes,N/A,N/A,Farming,10,Yes,Yes,Yes,Yes,Yes,Military,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,2,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<25%,Morning,Information about needs in the community,Safety and Security,No
Nigeria,16,4/7/2017,BO,BORNO,BO07,DAMBOA,BO0705,DAMBOA,BO_S090,CENTRAL PRIMARY SCHOOL DAMBOA,INFORMAL,12.75673,11.16132,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,2/9/2016,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,No,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,BORNO,DAMBOA,AJIGN (A),BORNO,KONDUGA,MASBA / DALWA WEST,1174,6027,183,641,824,431,1048,1479,641,893,1534,837,1045,1882,130,178,308,86,1043,9,308,0,0,6,4,5,0,0,0,0,0,0,2/9/2016,1/4/2017,No,,BORNO,DAMBOA,AJIGN (A),Place of origin,Lack of safety,<25%,None,<25%,<75%,None,<25%,None,None,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),<50 %,No,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Good (Hygienic),21,Yes,Yes,Yes,Garbage pit,1,Yes,Yes,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Diarrhea,Malaria,Fever,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<50%,1165,231,172,403,179,113,292,274,196,470,Lack of school supplies,Distance to the school (too far),"School is occupied (by families, military, etc.)",,Yes,5,Yes,Yes,No damage,Yes,N/A,Yes,N/A,N/A,Farming,16,Yes,Yes,Yes,Yes,Yes,Military,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,Traditional Leader,,<75%,Morning,Information about needs in the community,Situation in areas of origin,No
Nigeria,16,4/7/2017,BO,BORNO,BO24,MONGUNO,BO2407,MONGUNO,BO_S091,NGURNO,FORMAL,13.62026,12.68559,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,Yes,Government,,,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Insurgency ,,BORNO,MONGUNO,NGURNO,BORNO,MAFA,MA'AFA,1122,5049,24,70,94,232,182,414,755,910,1665,1101,1500,2601,200,75,275,140,150,20,275,0,0,0,0,0,0,50,0,72,0,26,12/2/2015,,Yes,Two times,BORNO,MONGUNO,MONGUNO,Place of origin,Lack of safety,<25%,None,>75%,<25%,None,<25%,<50%,<25%,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,On-site (<10 mn),<50 %,No,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Good (Hygienic),66,Yes,Yes,Yes,Garbage pit,0,No,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,Yes,Yes,No,No,No,Cough,Fever,Diarrhea,Yes,Yes,Off-site (<3 km),INGO,Yes,Off-site,<1 km,<75%,1913,148,100,248,580,380,960,419,280,699,Lack of school supplies,"School is occupied (by families, military, etc.)",Lack of teachers,,No,,Yes,Yes,Slightly damaged,Yes,Yes,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<50%,Evening,Information about needs in the community,Safety and Security,No
Nigeria,16,4/7/2017,BO,BORNO,BO24,MONGUNO,BO2407,MONGUNO,BO_S092,KUYA PRIMARY SCHOOL,FORMAL,13.61947,12.66375,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,7/1/2015,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Government,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,BORNO,MONGUNO,KAGURAM,BORNO,MARTE,MARTE,2530,17462,623,666,1289,1345,1500,2845,4530,4612,9142,1612,1808,3420,377,389,766,145,1642,121,766,21,49,125,341,25,11,0,0,0,0,9,7/1/2015,9/1/2016,Yes,Three times,BORNO,MONGUNO,KAGURAM,Place of origin,Lack of safety,None,<25%,<50%,<75%,None,<75%,<50%,<75%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),47,No,Yes,No,Burning,3,Yes,Yes but no soap/water inside,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),INGO,No,None,Unknown,None,10849,862,845,1707,2489,2265,4754,2201,2187,4388,Fees or costs,Lack of school supplies,Lack of teachers,,No,,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Petty trade,790,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<25%,Morning,Information about needs in the community,Safety and Security,No
Nigeria,16,4/7/2017,BO,BORNO,BO24,MONGUNO,BO2407,MONGUNO,BO_S094,GANA ALI,FORMAL,13.62484,12.67141,Spontaneous,Collective Settlement/Centre,Camps/Camp-like setting,,,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,Yes,Government,,,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Insurgency ,,BORNO,MARTE,BORSORI,BORNO,MARTE,NGELEIWA,1018,5096,97,100,197,503,618,1121,710,870,1580,852,1041,1893,137,168,305,155,308,30,305,17,20,0,72,25,0,3,10,30,0,0,,,Yes,Two times,BORNO,MARTE,BORSORI,Place of origin,Lack of safety,None,<25%,<75%,<25%,None,<25%,<50%,<25%,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),INGO,Yes,Off-site,<2 km,None,2253,269,404,673,366,550,916,266,398,664,Fees or costs,Lack of school supplies,Work at the house,,No,,Yes,No,No damage,No,Yes,N/A,N/A,N/A,Farming,200,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<50%,Morning,Information about needs in the community,Distribution,No
