country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,,,,,
Nigeria,15,2/2/2017,AD,ADAMAWA,AD01,DEMSA,AD0104,DILLI,HC0166,LOH,12.10531,9.50064,Host Communities,Host Communities,Host Communities,NULL,4/8/2016,Unknown,NULL,Yes,100,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,No,No,No,Yes,ADAMAWA,DEMSA,DILLI,ADAMAWA,MADAGALI,MADAGALI,8,28,2,2,4,3,5,8,3,2,5,1,3,4,4,3,7,0,4,0,0,7,2,0,0,0,0,0,4/8/2016,9/10/2016,No,ADAMAWA,DEMSA,DEMSA,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),>50 %,No,Lake/dam,Unprotected well,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,<50%,Farming,0,Yes,Yes,Yes,No,Yes,None,Theft,Domestic violence,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,No,Yes,Yes,Yes,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,Yes,6275
Nigeria,15,2/2/2017,AD,ADAMAWA,AD01,DEMSA,AD0107,GWAMBA,HC0167,GWAMBA,12.18059,9.62669,Host Communities,Host Communities,Host Communities,NULL,9/9/2016,Unknown,NULL,Yes,120,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,No,Yes,Yes,ADAMAWA,DEMSA,DEMSA,NULL,NULL,NULL,5,26,0,0,0,3,5,8,4,4,8,4,5,9,1,0,1,2,2,1,0,1,0,0,0,0,0,0,9/9/2016,10/10/2016,No,ADAMAWA,DEMSA,DEMSA,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),4,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,Yes,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Farming,0,Yes,Yes,Yes,No,Yes,None,Theft,Domestic violence,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Authorities,Safety and Security,No,6268
Nigeria,15,2/4/2017,AD,ADAMAWA,AD01,DEMSA,AD0107,GWAMBA,HC0168,SUNDI,12.1824,9.62094,Host Communities,Host Communities,Host Communities,NULL,4/10/2016,Unknown,NULL,Yes,NULL,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,ADAMAWA,DEMSA,DEMSA,NULL,NULL,NULL,3,22,0,0,0,2,3,5,4,3,7,3,4,7,0,3,3,2,2,0,0,3,0,0,0,0,0,0,4/10/2016,9/11/2016,Yes,ADAMAWA,DEMSA,DEMSA,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (>10 mn),<50 %,Yes,Hand pumps,Hand pumps,<5 ltr,No,Taste,Yes,Non usable,2,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (>3 km),Government,Yes,On-site,<1 km,<50%,Petty trade,0,Yes,Yes,Yes,Yes,Yes,Self organized,Theft,Domestic violence,Early/forced marriage,Intentional physical violence,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Safety and Security,Yes,6264
Nigeria,15,2/3/2017,AD,ADAMAWA,AD01,DEMSA,AD0108,KPASHAM,HC0169,KPASHAM,11.76293,930066,Host Communities,Host Communities,Host Communities,NULL,8/9/2014,Unknown,NULL,Yes,NULL,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,ADAMAWA,MADAGALI,MADAGALI,4,30,0,0,0,3,6,9,5,5,10,6,5,11,0,0,0,3,3,1,0,0,0,0,0,0,0,0,8/9/2014,9/9/2015,Yes,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),2,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<75%,Farming,0,Yes,Yes,Yes,Yes,Yes,Self organized,Theft,Sexual abuse,Forced family separations,Intentional physical violence,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Safety and Security,Yes,6281
Nigeria,15,2/5/2017,AD,ADAMAWA,AD01,DEMSA,AD0108,KPASHAM,HC0170,BAJIYE 1,11.7647,9.29732,Host Communities,Host Communities,Host Communities,NULL,4/8/2014,Unknown,NULL,Yes,NULL,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,ADAMAWA,DEMSA,DEMSA,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,6,30,0,0,0,4,5,9,5,5,10,2,8,10,0,1,1,2,2,1,0,1,0,1,1,0,0,0,5/9/2015,5/10/2015,Yes,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,Yes,Yes,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<75%,Farming,0,Yes,Yes,Yes,Yes,Yes,Police,Theft,Exchange of goods/food for sex,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,Yes,6260
Nigeria,15,2/5/2017,AD,ADAMAWA,AD01,DEMSA,AD0109,MBULA KULI,HC0171,MBULA KULI,12.1929,9.51105,Host Communities,Host Communities,Host Communities,NULL,8/9/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,ADAMAWA,DEMSA,MBULA KULI,NULL,NULL,NULL,5,30,1,1,2,4,2,6,4,5,9,3,6,9,3,1,4,2,2,0,0,4,1,2,1,1,0,0,8/9/2014,4/10/2014,Yes,ADAMAWA,MICHIKA,MICHIKA  I,Place of origin,Lack of safety,None,None,None,>75%,None,None,<25%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,No,Lake/dam,Unprotected well,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Farming,0,Yes,Yes,Yes,Yes,Yes,Self organized,Theft,Domestic violence,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,Yes,6266
Nigeria,15,2/8/2017,AD,ADAMAWA,AD01,DEMSA,AD0109,MBULA KULI,HC0172,BAJIFANG,12.18864,9.51305,Host Communities,Host Communities,Host Communities,NULL,9/9/2014,Unknown,NULL,Yes,200,Ancestral,Bunk houses,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,ADAMAWA,DEMSA,MBULA KULI,NULL,NULL,NULL,3,18,0,1,1,1,2,3,3,3,6,2,4,6,1,1,2,1,2,0,0,2,0,0,0,0,0,0,9/9/2014,10/10/2014,Yes,ADAMAWA,MADAGALI,MADAGALI,Place of origin,Lack of safety,None,None,None,>75%,None,None,<25%,<25%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Cough,Fever,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<75%,Farming,0,Yes,Yes,Yes,Yes,Yes,Self organized,Theft,Exchange of goods/food for sex,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,1,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Safety and Security,Yes,6286
Nigeria,15,2/2/2017,AD,ADAMAWA,AD01,DEMSA,AD0110,NASSARAWO DEMSA,HC0173,BEHIND REST HOUSE,12.0377,9.4549,Host Communities,Host Communities,Host Communities,NULL,4/9/2014,Unknown,NULL,Yes,NULL,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,ADAMAWA,DEMSA,DEMSA,22,132,7,7,14,14,15,29,12,18,30,14,25,39,10,10,20,0,14,0,0,20,2,10,0,0,0,0,9/10/2015,10/11/2014,No,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,Lack of safety,None,None,None,>75%,None,None,<25%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Farming,0,Yes,Yes,Yes,Yes,Yes,Military,Theft,Sexual abuse,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Safety and Security,Yes,6247
Nigeria,15,2/7/2017,AD,ADAMAWA,AD01,DEMSA,AD0110,NASSARAWO DEMSA,HC0174,NASARAWO DEMSA,12.08589,9.4549,Host Communities,Host Communities,Host Communities,NULL,4/9/2014,Unknown,NULL,Yes,NULL,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,ADAMAWA,MADAGALI,MADAGALI,10,60,3,3,6,6,9,15,10,9,19,6,6,12,5,3,8,0,6,0,0,8,0,0,10,0,1,2,4/8/2014,2/10/2015,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,Lack of safety,None,None,None,>75%,None,None,<25%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Petty trade,0,Yes,Yes,Yes,Yes,Yes,Self organized,Theft,Exchange of goods/food for sex,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Safety and Security,Yes,6258
Nigeria,15,1/31/2017,AD,ADAMAWA,AD01,DEMSA,AD0103,DEMSA,HC0175,KEDEMUN,12.22769,9.45755,Host Communities,Host Communities,Host Communities,NULL,8/8/2015,Unknown,NULL,Yes,NULL,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,ADAMAWA,DEMSA,DEMSA,ADAMAWA,MICHIKA,NULL,53,330,4,5,9,28,30,58,89,94,183,35,45,80,0,0,0,4,9,3,0,0,1,1,10,0,0,4,8/9/2016,9/10/2016,Yes,ADAMAWA,DEMSA,DEMSA,Place of origin,Lack of safety,None,None,None,>75%,None,None,<25%,<50%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,<5 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (>3 km),Government,Yes,On-site,<1 km,<50%,Farming,0,Yes,Yes,Yes,Yes,Yes,Self organized,Theft,Sexual abuse,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,Yes,6257
Nigeria,15,1/31/2017,AD,ADAMAWA,AD01,DEMSA,AD0103,DEMSA,HC0176,MUGARANG,12.17759,9.45942,Host Communities,Host Communities,Host Communities,NULL,8/9/2016,Unknown,NULL,Yes,NULL,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,ADAMAWA,DEMSA,DEMSA,BORNO,GWOZA,GWOZA TOWN GADAMAYO,52,310,2,3,5,18,19,37,89,80,169,45,54,99,0,0,0,10,10,2,0,0,1,2,16,0,0,0,8/8/2016,9/8/2016,Yes,ADAMAWA,DEMSA,DEMSA,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,<5 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Farming,20,Yes,Yes,Yes,Yes,Yes,Self organized,Theft,Sexual abuse,Forced family separations,Intentional physical violence,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Safety and Security,No,6253
Nigeria,15,2/1/2017,AD,ADAMAWA,AD01,DEMSA,AD0103,DEMSA,HC0177,KWAYINE,12.36447,9.39855,Host Communities,Host Communities,Host Communities,NULL,2/2/2016,Unknown,NULL,Yes,NULL,Private Building,Bunk houses,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,No,Yes,No,No,ADAMAWA,DEMSA,DEMSA,ADAMAWA,DEMSA,DEMSA,335,2010,20,31,51,340,391,731,370,378,748,200,270,470,5,5,10,24,200,0,0,10,0,0,11,0,4,0,12/14/2016,12/16/2016,No,ADAMAWA,DEMSA,DEMSA,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,<75%,Blankets/Mats,Mosquito nets,Mosquito nets,On-site (<10 mn),<50 %,Yes,Unprotected well,Hand pumps,<5 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,Yes,No,Fever,Diarrhea,Malaria,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<50%,Petty trade,0,No,Yes,Yes,Yes,Yes,Police,Crime,Domestic violence,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,No,Yes,Yes,Yes,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Safety and Security,No,6263
Nigeria,15,2/1/2017,AD,ADAMAWA,AD01,DEMSA,AD0103,DEMSA,HC0178,PODAN,12.27315,9.45747,Host Communities,Host Communities,Host Communities,NULL,12/17/2016,Unknown,NULL,Yes,NULL,Ancestral,Bunk houses,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,No,No,No,Yes,ADAMAWA,DEMSA,DEMSA,NULL,NULL,NULL,44,265,10,15,25,29,43,72,35,50,85,18,35,53,12,18,30,7,16,0,0,30,2,0,1,0,0,0,12/17/2016,01/13/2017,No,ADAMAWA,DEMSA,DEMSA,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Unprotected well,Unprotected well,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,No,No,None,None,Yes,Off-site,<5 km,<50%,Farming,0,Yes,Yes,Yes,No,Yes,None,Theft,Exchange of goods/food for sex,Forced family separations,Child physical & emotional abuse,Not enough assistance for all entitled,0,0,No,No,Yes,Yes,Yes,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,No,6251
Nigeria,15,2/3/2017,AD,ADAMAWA,AD01,DEMSA,AD0105,DONG,HC0179,DONG,11.91552,9.40105,Host Communities,Host Communities,Host Communities,NULL,4/8/2016,Unknown,NULL,Yes,100,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,ADAMAWA,DEMSA,DEMSA,ADAMAWA,MADAGALI,GULAK,12,72,1,2,3,6,10,16,9,13,22,12,12,24,3,4,7,4,7,0,0,7,2,4,0,0,1,1,4/9/2016,9/10/2016,Yes,ADAMAWA,DEMSA,DEMSA,Place of origin,Lack of safety,None,None,None,>75%,None,None,<50%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,No,Lake/dam,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<75%,Fishing,0,Yes,Yes,Yes,Yes,Yes,Self organized,Theft,Domestic violence,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,Yes,6274
Nigeria,15,2/3/2017,AD,ADAMAWA,AD01,DEMSA,AD0106,DWAM,HC0180,DWAM,12.06721,9.45234,Host Communities,Host Communities,Host Communities,NULL,7/9/2016,Unknown,NULL,Yes,120,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,ADAMAWA,MADAGALI,MADAGALI,NULL,NULL,NULL,5,26,1,1,2,2,4,6,2,3,5,5,5,10,1,2,3,0,3,0,0,3,0,0,0,0,0,0,07/14/2016,08/16/2016,Yes,ADAMAWA,MADAGALI,GULAK,Place of origin,Lack of safety,None,None,<25%,>75%,<50%,<25%,<50%,<50%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),>50 %,Yes,Protected well,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Farming,0,Yes,Yes,Yes,Yes,Yes,Local Authorities,Theft,Exchange of goods/food for sex,Other forms of exploitation (forced labor/forced begging),Sexual violence,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,No,6245
Nigeria,15,2/2/2017,AD,ADAMAWA,AD01,DEMSA,AD0106,DWAM,HC0181,MARARABA DAKANTA,12.06818,9.4522,Host Communities,Host Communities,Host Communities,NULL,4/1/2016,Unknown,NULL,Yes,NULL,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,ADAMAWA,DEMSA,DWAM,BORNO,ASKIRA / UBA,NULL,8,52,1,1,2,5,7,12,6,12,18,8,8,16,2,2,4,0,2,0,2,4,0,0,1,1,2,1,4/9/2016,9/10/2016,Yes,ADAMAWA,MADAGALI,MADAGALI,Place of origin,Lack of safety,None,None,<50%,>75%,<50%,<25%,<50%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<50%,Farming,0,Yes,Yes,Yes,Yes,Yes,Self organized,Theft,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,Yes,6254
Nigeria,15,2/3/2017,AD,ADAMAWA,AD14,MUBI NORTH,AD1411,YELWA,HC0182,YELWA,13.25231,10.27004,Host Communities,Host Communities,Host Communities,NULL,4/9/2014,Unknown,NULL,Yes,NULL,Public/Government,Host family house,No,N/A,,,No,NULL,,,No,No,No,Yes,Yes,No,Yes,No,No,ADAMAWA,MADAGALI,SHELMI / SUKUR/ VAPURA,BORNO,GWOZA,NULL,438,2593,53,49,102,188,279,467,344,376,720,487,658,1145,43,116,159,26,144,0,0,159,0,1,0,0,0,0,4/9/2014,NULL,Yes,ADAMAWA,MADAGALI,SHELMI / SUKUR/ VAPURA,Place of origin,House damaged/destroyed,<25%,None,None,<75%,<75%,<50%,<50%,<75%,Soap,Mosquito nets,Kitchen sets,Off-site (<10 mn),>50 %,No,Unprotected well,Unprotected well,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),4,Yes,Yes,Yes,Garbage pit,4,No,Yes but no soap/water inside,No,No,No,No,"Yes, off site",No,Irregular,Cash,No,No,No,No,No,No,Cough,Fever,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Farming,8,No,Yes,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,1,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Local Leader,How to get information,No,6239
Nigeria,15,2/3/2017,AD,ADAMAWA,AD14,MUBI NORTH,AD1409,SABON LAYI,HC0183,SABON LAYI,13.27237,10.3286,Host Communities,Host Communities,Host Communities,NULL,4/11/2014,Unknown,NULL,Yes,NULL,Private Building,Tents,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,No,Yes,No,Yes,ADAMAWA,MICHIKA,MICHIKA  II,BORNO,GWOZA,NULL,324,2661,30,72,102,146,339,485,324,446,770,437,708,1145,56,103,159,31,162,0,0,159,0,1,0,0,0,0,4/11/2014,NULL,Yes,ADAMAWA,MICHIKA,MICHIKA  II,Place of origin,House damaged/destroyed,None,<50%,<25%,<25%,<50%,<50%,<50%,<75%,Mosquito nets,Kitchen sets,Soap,On-site (<10 mn),100%,Yes,Hand pumps,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),5,Yes,Yes,Yes,Garbage pit,1,No,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Everyday,Host community donation,No,No,No,No,No,No,Fever,Malaria,Cough,No,Yes,Off-site (>3 km),Local clinic,Yes,Off-site,<10 km,<25%,Farming,8,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Poor,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,How to get information,No,6246
