country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,,,,,,,,,,,,,,,,,,,,,,,,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,,,,,,,,,,,,,,,
Nigeria,17,5/11/2017,AD,ADAMAWA,AD01,DEMSA,AD0104,DILLI,HC0382,DILLI,NULL,12.1608,9.5348,Host Communities,Host Communities,Host Communities,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,DEMSA,DEMSA,NULL,NULL,NULL,15,90,4,6,10,5,5,10,25,10,35,15,10,25,4,6,10,4,10,0,10,1,1,0,1,0,1,1,0,0,0,0,NULL,NULL,Yes,Two times,ADAMAWA,DEMSA,DEMSA,Place of origin,Lack of safety,None,<25%,<25%,<75%,None,None,None,None,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Yes,Spring,Hand pumps,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),4,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,43,5,3,8,6,10,16,4,15,19,Lack of school supplies,Lack of teachers,Work at the house,NULL,No,NULL,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,Yes,Yes,Local Authorities,Theft,Domestic violence,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio,NULL,Religious leader,NULL,<50%,Morning,Information about needs in the community,Safety and Security,Yes,1.Hausa,NULL,2. Kanuri,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/15/2017,AD,ADAMAWA,AD17,SHELLENG,AD1705,JUMBUL,HC0371,JUMBUL I,NULL,12.05694,10.00297,Host Communities,Host Communities,Host Communities,NULL,12/09/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,No,No,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,GULAK,NULL,NULL,NULL,10,70,7,5,12,8,9,17,5,12,17,3,10,13,3,8,11,1,16,0,11,0,0,0,1,3,0,0,0,0,0,0,41863,42071,No,NULL,ADAMAWA,MADAGALI,GULAK,Place of origin,House damaged/destroyed,None,None,<25%,>75%,>75%,<50%,<25%,<75%,Blankets/Mats,Soap,Mosquito nets,On-site (<10 mn),1,Yes,Yes,Unprotected well,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,3,No,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Cough,Yes,Yes,Off-site (>3 km),Local clinic,Yes,On-site,<1 km,<50%,24,3,4,7,8,2,10,4,3,7,Fees or costs,Work at the house,Work in the fields,NULL,No,NULL,No,No,No damage,No,Yes,N/A,N/A,N/A,Farming,10,Yes,Yes,Yes,No,No,None,None,None,None,None,Fighting between recipients at distribution points,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Radio,NULL,Local leader/Community leader,NULL,>75%,Evening,Information about needs in the community,Distribution,No,1.Hausa,NULL,7. Fulani,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/16/2017,AD,ADAMAWA,AD19,TOUNGO,AD1910,TOUNGO III,HC0364,TOUNGO III CELTEL,NULL,8.13372,12.04407,Host Communities,Host Communities,Host Communities,NULL,20/09/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,GULAK,ADAMAWA,MADAGALI,GULAK,37,220,4,9,13,17,16,33,16,15,31,77,54,131,10,2,12,4,13,0,12,0,0,0,0,0,0,0,0,0,0,0,41902,41995,No,NULL,ADAMAWA,MADAGALI,GULAK,Place of origin,Lack of safety,None,None,None,>75%,None,<75%,>75%,None,Blankets/Mats,Kitchen sets,Hygiene kits,On-site (>10 mn),<50 %,Yes,Yes,Ponds/canals,Hand pumps,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (>3 km),Government,Yes,On-site,<5 km,<25%,38,5,2,7,10,8,18,8,5,13,Fees or costs,Work in the fields,Lack of teachers,NULL,Yes,3,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,2,Yes,No,Yes,Yes,No,Police,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio,NULL,Traditional Leader,NULL,<25%,Morning,Information about needs in the community,Safety and Security,No,6. Marghi,NULL,6. Marghi,NULL,6. Marghi,NULL,Yes,6. Marghi,NULL
Nigeria,17,5/15/2017,AD,ADAMAWA,AD19,TOUNGO,AD1909,TOUNGO II,HC0363,TOUNGO II PHD,NULL,8.13206,12.04562,Host Communities,Host Communities,Host Communities,NULL,20/09/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,GULAK,NULL,NULL,NULL,26,120,0,6,6,11,19,30,16,17,33,19,21,40,5,6,11,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,41902,41995,No,NULL,ADAMAWA,MADAGALI,GULAK,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<75%,<50%,None,Blankets/Mats,Mosquito nets,Hygiene kits,Off-site (<10 mn),>50 %,Yes,Yes,Ponds/canals,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Burning,0,No,Yes but no soap/water inside,No,Yes,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<5 km,<25%,41,8,3,11,12,9,21,6,3,9,Fees or costs,Distance to the school (too far),Work at the house,NULL,Yes,4,No,No,No damage,No,N/A,N/A,N/A,N/A,Farming,9,Yes,No,Yes,Yes,No,Police,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio,NULL,Traditional Leader,NULL,<25%,Morning,Information about needs in the community,Distribution,No,6. Marghi,NULL,6. Marghi,NULL,6. Marghi,NULL,Yes,6. Marghi,NULL
Nigeria,17,5/12/2017,AD,ADAMAWA,AD01,DEMSA,AD0106,DWAM,HC0383,DWAM,NULL,12.06506,9.45286,Host Communities,Host Communities,Host Communities,NULL,10/08/14,Unknown,NULL,Yes,NULL,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,MADAGALI,NULL,NULL,NULL,5,30,3,4,7,5,4,9,2,2,4,5,5,10,0,0,0,2,7,0,0,2,1,2,0,1,0,0,0,0,0,0,41861,41861,Yes,Two times,ADAMAWA,DEMSA,DEMSA,Place of origin,Lack of safety,None,<25%,None,>75%,None,None,None,None,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Yes,Spring,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,Yes,Yes,No,Yes,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,13,5,4,9,1,2,3,1,0,1,Lack of teachers,Work in the fields,Work at the house,NULL,No,0,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,2,Yes,Yes,Yes,Yes,Yes,Self organized,Theft,Domestic violence,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Telephone voice call,NULL,Religious leader,NULL,<50%,Morning,Information about needs in the community,Safety and Security,No,1.Hausa,NULL,2. Kanuri,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/11/2017,AD,ADAMAWA,AD06,GUYUK,AD0607,GUYUK,HC0359,ANGUWAN-WAJA,NULL,11.93297,9.90358,Host Communities,Host Communities,Host Communities,NULL,09/10/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,No,No,Yes,No,Yes,No,Yes,Insurgency ,NULL,BORNO,GWOZA,GAVVA / AGAPALWA,NULL,NULL,NULL,27,133,6,7,13,10,12,22,8,12,20,36,42,78,0,0,0,3,2,0,0,0,0,0,2,5,0,0,0,0,0,0,41921,42441,No,NULL,BORNO,GWOZA,NULL,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,<25%,None,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),<50 %,No,Yes,Unprotected well,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),13,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<1 km,>75%,42,10,12,22,5,3,8,7,5,12,Fees or costs,Disease/Illness,Work at the house,NULL,No,NULL,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,25,Yes,No,Yes,Yes,No,Community Leaders,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Situation in areas of origin,No,6. Marghi,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/16/2017,AD,ADAMAWA,AD01,DEMSA,AD0109,MBULA KULI,HC0387 ,MBULA KULI,NULL,12.20144,9.51181,Host Communities,Host Communities,Host Communities,NULL,02/01/14,Unknown,NULL,Yes,NULL,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MICHIKA,NULL,ADAMAWA,MADAGALI,MADAGALI,3,18,2,2,4,3,2,5,3,4,7,1,1,2,0,0,0,1,4,0,0,0,11,11,0,0,0,0,0,0,0,0,41641,NULL,No,NULL,ADAMAWA,MADAGALI,MADAGALI,Place of origin,Lack of safety,None,<25%,<25%,<75%,None,None,None,None,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Yes,Spring,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malnutrition,Cough,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,11,1,3,4,2,2,4,2,1,3,Lack of school supplies,Lack of teachers,Work in the fields,NULL,No,NULL,Yes,Yes,Destroyed or not usable,No,Yes,N/A,N/A,N/A,Petty trade,0,Yes,Yes,Yes,Yes,Yes,Local Authorities,Theft,Domestic violence,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio,NULL,Religious leader,NULL,<50%,Evening,Information about needs in the community,Safety and Security,No,1.Hausa,NULL,2. Kanuri,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/15/2017,AD,ADAMAWA,AD16,NUMAN,AD1607,NUMAN II,HC0417,KWALINGA,NULL,12.02868,9.46184,Host Communities,Host Communities,Host Communities,NULL,12/03/17,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,NUMAN,NUMAN II,ADAMAWA,NUMAN,NUMAN II,4,30,0,0,0,2,3,5,5,5,10,10,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42806,42806,No,NULL,ADAMAWA,NUMAN,NUMAN II,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<75%,None,None,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,Yes,Water truck,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Malnutrition,No,Yes,Mobile clinic,Government,Yes,On-site,<1 km,<75%,14,2,2,4,3,2,5,2,3,5,Fees or costs,Work at the house,Disease/Illness,NULL,Yes,4,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,4,Yes,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Sexual harassment/molestation,Early/forced marriage,Intentional physical violence,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Safety and Security,Yes,1.Hausa,NULL,9. English,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/15/2017,TR,TARABA,TR05,GASSOL,TR0504,MUTUM BIYU II,HC0316,GARIN MAGAJI,NULL,10.77986,8.63288,Host Communities,Host Communities,Host Communities,NULL,08/06/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,No,No,Yes,No,No,Yes,Yes,Insurgency ,NULL,TARABA,WUKARI,AVYI,BORNO,BIU,BURATAI,73,375,14,15,29,28,31,59,52,59,111,75,83,158,8,10,18,23,43,1,18,1,11,0,18,0,0,0,0,0,0,0,41798,NULL,No,NULL,BORNO,BIU,BURATAI,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,None,<25%,Kitchen sets,Mosquito nets,Hygiene kits,Off-site (<10 mn),<50 %,No,Yes,Ponds/canals,Unprotected well,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),1,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,On-site,<2 km,<25%,170,22,18,40,32,25,57,35,38,73,Fees or costs,Lack of teachers,Lack of school supplies,NULL,No,0,Yes,Yes,Slightly damaged,No,Yes,N/A,N/A,N/A,Petty trade,0,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio,NULL,Aid worker,NULL,<25%,Evening,Information about needs in the community,Safety and Security,Yes,1.Hausa,NULL,2. Kanuri,NULL,1.Hausa,NULL,No,1.Hausa,NULL
Nigeria,17,5/12/2017,AD,ADAMAWA,AD08,JADA,AD0805,KOMA II,HC0411,DAGE,NULL,12.64552,8.80847,Host Communities,Host Communities,Host Communities,NULL,12/08/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,ADAMAWA,MICHIKA,MICHIKA  I,NULL,NULL,NULL,2,12,1,1,2,2,1,3,1,2,3,2,2,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41863,41904,No,NULL,ADAMAWA,MICHIKA,MICHIKA  I,Place of origin,Lack of safety,None,None,None,>75%,<25%,None,<50%,<50%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),>50 %,No,Yes,Unprotected well,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<25%,5,1,1,2,1,1,2,1,0,1,Fees or costs,Work at the house,Work in the fields,NULL,Yes,1,Yes,Yes,No damage,Yes,Yes,N/A,N/A,N/A,Farming,2,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Safety and Security,No,1.Hausa,NULL,10. Others,HIGGI,1.Hausa,NULL,No,1.Hausa,NULL
Nigeria,17,5/15/2017,AD,ADAMAWA,AD17,SHELLENG,AD1710,TALLUM,HC0365,ANGUWAN KASA,NULL,12.05682,9.80306,Host Communities,Host Communities,Host Communities,NULL,08/08/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Insurgency ,NULL,ADAMAWA,MAIHA,BELEL,NULL,NULL,NULL,2,13,1,2,3,1,2,3,1,2,3,1,1,2,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,41859,41897,No,NULL,ADAMAWA,MAIHA,BELEL,Place of origin,House damaged/destroyed,None,None,<50%,<75%,<75%,>75%,<50%,<50%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),1,Yes,Yes,Unprotected well,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,No,Burning,2,No,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,4,0,1,1,1,1,2,1,0,1,Fees or costs,Work in the fields,Work at the house,NULL,No,NULL,No,No,No damage,No,Yes,N/A,N/A,N/A,Farming,2,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Radio,NULL,Local leader/Community leader,NULL,>75%,Evening,Information about needs in the community,Distribution,No,1.Hausa,NULL,7. Fulani,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/17/2017,AD,ADAMAWA,AD16,NUMAN,AD1608,NUMAN III,HC0421,ANGWAN JUKUNASA,NULL,12.0301,9.46575,Host Communities,Host Communities,Host Communities,NULL,09/04/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,MADAGALI,ADAMAWA,MADAGALI,GULAK,10,91,2,2,4,10,10,20,15,15,30,11,22,33,2,2,4,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,41739,41743,No,NULL,ADAMAWA,MADAGALI,MADAGALI,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<75%,None,None,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),<50 %,Yes,Yes,Unprotected well,Protected well,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (>3 km),Local clinic,No,None,Unknown,None,47,7,10,17,8,7,15,6,9,15,Fees or costs,Work at the house,Work in the fields,NULL,Yes,5,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,5,Yes,No,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Sexual harassment/molestation,Early/forced marriage,Intentional physical violence,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Radio,NULL,Local leader/Community leader,NULL,<75%,Morning,Information about needs in the community,Safety and Security,No,1.Hausa,NULL,9. English,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/14/2017,AD,ADAMAWA,AD01,DEMSA,AD0108,KPASHAM,HC0385,BAJIYE I,NULL,11.76197,9.29732,Host Communities,Host Communities,Host Communities,NULL,04/10/14,Unknown,NULL,Yes,NULL,Ancestral,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,MADAGALI,NULL,NULL,NULL,4,24,2,2,4,3,7,10,2,4,6,2,2,4,0,0,0,0,9,0,0,0,0,0,0,1,2,0,1,0,1,0,41916,41953,Yes,Two times,ADAMAWA,MADAGALI,MADAGALI,Place of origin,Lack of safety,None,<25%,<25%,<75%,None,None,None,None,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Yes,Spring,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,10,2,2,4,2,1,3,2,1,3,Lack of school supplies,Work in the fields,Work at the house,NULL,No,0,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,Yes,No,Self organized,None,Domestic violence,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio,NULL,"Friends, neighbors and family",NULL,<50%,Morning,Information about needs in the community,Safety and Security,Yes,1.Hausa,NULL,2. Kanuri,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/14/2017,AD,ADAMAWA,AD06,GUYUK,AD0610,PUROKAYO,HC0360,NASARAWO,NULL,11.9568,9.91658,Host Communities,Host Communities,Host Communities,NULL,18/11/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,No,No,Yes,No,Yes,No,Yes,Insurgency ,NULL,ADAMAWA,MADAGALI,GULAK,NULL,NULL,NULL,3,18,1,1,2,2,3,5,2,3,5,3,3,6,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,41961,41998,No,NULL,ADAMAWA,MADAGALI,GULAK,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<25%,<25%,None,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),<50 %,No,Yes,Unprotected well,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),5,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<1 km,<25%,10,2,3,5,2,1,3,2,0,2,Fees or costs,Disease/Illness,Work at the house,NULL,No,NULL,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,3,Yes,No,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Situation in areas of origin,No,6. Marghi,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/16/2017,AD,ADAMAWA,AD17,SHELLENG,AD1707,KIRI,HC0372,ANGUWAN HAKIMI,NULL,12.00127,9.68548,Host Communities,Host Communities,Host Communities,NULL,18/09/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Insurgency ,NULL,ADAMAWA,MICHIKA,MICHIKA  I,NULL,NULL,NULL,11,82,6,6,12,8,10,18,10,8,18,11,13,24,5,5,10,2,12,0,10,0,0,0,1,1,0,0,0,0,0,0,41900,42508,No,NULL,ADAMAWA,MICHIKA,MICHIKA  I,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,<50%,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),1,Yes,Yes,Unprotected well,Hand pumps,<5 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,No,Burning,3,No,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Fever,Malaria,Cough,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<50%,32,8,6,14,6,4,10,2,6,8,Fees or costs,Lack of teachers,Work in the fields,NULL,No,2,No,No,No damage,No,Yes,N/A,N/A,N/A,Farming,11,Yes,Yes,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Radio,NULL,Local leader/Community leader,NULL,>75%,Evening,Information about needs in the community,Distribution,No,1.Hausa,NULL,7. Fulani,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
