country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,,,,,
Nigeria,14,12/9/2016,AD,ADAMAWA,AD20,YOLA NORTH,AD2006,KARENA,HC0394,BACHURE ,12.42556,9.24571,Host Communities,Host Communities,Host Communities,NULL,12/22/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,Yes,No,No,No,Yes,Yes,Yes,No,No,ADAMAWA,MADAGALI,GULAK,NULL,NULL,NULL,192,782,9,15,24,30,50,80,188,195,383,122,160,282,9,4,13,4,30,0,0,13,0,1,0,0,0,0,NULL,NULL,Yes,ADAMAWA,MADAGALI,GULAK,Place of origin,No livelihood,None,None,None,>75%,<50%,<50%,<25%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),>50 %,No,Water truck,Water truck,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,Yes,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Yes,No,No,Malaria,Cough,Fever,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<5 km,<75%,Petty trade,0,Yes,No,No,Yes,No,Self organized,None,None,None,None,Non-affected groups are given humanitarian assistance,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Distribution,No,4624
Nigeria,14,12/9/2016,AD,ADAMAWA,AD20,YOLA NORTH,AD2006,KARENA,HC0395,NYBANGO ,12.4346,9.22931,Host Communities,Host Communities,Host Communities,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,Yes,No,No,No,Yes,No,Yes,No,No,ADAMAWA,MADAGALI,GULAK,NULL,NULL,NULL,200,729,12,20,32,30,47,77,120,98,218,181,203,384,9,9,18,8,34,0,0,18,0,0,0,0,0,0,NULL,NULL,Yes,ADAMAWA,MADAGALI,GULAK,Place of origin,No livelihood,None,None,None,>75%,<75%,<75%,<25%,<25%,Blankets/Mats,Mosquito nets,Soap,Off-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,Yes,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<2 km,<75%,Petty trade,0,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,Interference in distribution of aid,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Radio/news,Situation in areas of origin,Yes,4612
Nigeria,14,12/9/2016,AD,ADAMAWA,AD20,YOLA NORTH,AD2006,KARENA,HC0396,KAREWA PRIMARY SCHOOL ,12.44425,9.24776,Host Communities,Host Communities,Host Communities,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,Yes,No,No,No,Yes,No,Yes,No,No,ADAMAWA,MICHIKA,NULL,NULL,NULL,NULL,195,721,2,3,5,75,80,155,100,145,245,140,157,297,9,10,19,0,6,0,0,19,0,0,0,0,0,0,NULL,NULL,Yes,ADAMAWA,MICHIKA,MICHIKA  I,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,Yes,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Fever,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<2 km,<75%,Petty trade,0,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Access to services,No,4601
Nigeria,14,12/9/2016,AD,ADAMAWA,AD02,FUFORE,AD0202,FARANG,HC0407,DADIN KOWA,12.76262,9.54466,Host Communities,Host Communities,Host Communities,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,NULL,NULL,NULL,NULL,5,28,0,1,1,3,5,8,2,4,6,6,7,13,0,0,0,1,3,0,0,0,0,0,0,1,0,0,02/28/2015,10/10/2015,Yes,BORNO,GWOZA,NULL,Place of origin,Lack of safety,None,None,<25%,>75%,<25%,<50%,<25%,<50%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),<50 %,No,Hand pumps,Piped water supply,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),5,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<50%,Farming,5,Yes,Yes,Yes,Yes,Yes,Police,Friction anmong site residents,None,None,None,Fighting between recipients at distribution points,1,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,Yes,4562
Nigeria,14,12/9/2016,AD,ADAMAWA,AD03,GANYE,AD0304,GANYE II,HC0409,BAKIN ASIBITI,12.06123,8.43438,Host Communities,Host Communities,Host Communities,NULL,02/28/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,No,No,Yes,No,No,No,Yes,BORNO,GWOZA,PULKA/BOKKO,NULL,NULL,NULL,6,15,1,1,2,1,1,2,2,1,3,2,2,4,2,2,4,0,2,0,0,4,0,0,0,0,0,0,02/28/2014,04/19/2015,Yes,BORNO,GWOZA,PULKA/BOKKO,Place of origin,Lack of safety,None,None,None,>75%,<25%,<50%,None,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,Off-site (>10 mn),<50 %,Yes,Ponds/canals,Ponds/canals,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),6,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Diarrhea,Malaria,No,No,None,None,Yes,Off-site,<5 km,<25%,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,Assistance did not respond to the actual need,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Safety and Security,No,4574
Nigeria,14,12/9/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2108,GWANGE  III,HC0428,IBRAHIM BIU,13.16918,11.82777,Host Communities,Host Communities,Host Communities,NULL,3/3/2014,Unknown,NULL,Yes,NULL,Ancestral,Community center,Yes,Yes,,,No,NULL,,,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,BORNO,BAMA,KUMSHE /NDUGUNO,BORNO,BAMA,NULL,714,4000,143,214,357,214,536,750,500,679,1179,679,714,1393,107,214,321,80,402,5,2,321,0,2,15,7,0,0,3/3/2014,4/4/2016,No,BORNO,BAMA,KUMSHE /NDUGUNO,Place of origin,Lack of safety,<25%,None,None,>75%,<50%,<50%,None,>75%,Plastic sheeting,Blankets/Mats,Soap,On-site (<10 mn),>50 %,Yes,Water truck,Water truck,5 - 10 ltr,Yes,None,No,Good (Hygienic),350,No,No,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,Yes,No,No,"Yes, off site",Yes,Irregular,Cash,Yes,No,No,No,No,No,Diarrhea,Malaria,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Daily labourer,0,Yes,No,No,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Other relief assistance,No,4551
Nigeria,14,12/9/2016,BO,BORNO,BO16,KONDUGA,BO1602,DALORI / WANORI,HC0459,SHUWARI,13.21456,11.78066,Host Communities,Host Communities,Host Communities,NULL,1/7/2014,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,,,No,NULL,,,No,No,Yes,Yes,No,No,Yes,Yes,No,BORNO,BAMA,NULL,BORNO,KONDUGA,KONDUGA,64,300,7,11,18,24,33,57,44,55,99,51,66,117,6,3,9,40,45,5,2,9,0,10,15,15,10,5,1/7/2014,10/14/2015,Yes,BORNO,BAMA,NULL,Place of origin,Lack of safety,<25%,None,<50%,<25%,<25%,None,<25%,<25%,Blankets/Mats,Kitchen sets,Plastic sheeting,On-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Everyday,Cash,No,Yes,No,No,No,No,Cough,Malaria,Skin disease,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<50%,Farming,0,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Safety and Security,No,4513
Nigeria,14,12/9/2016,AD,ADAMAWA,AD04,GIREI,AD0407,JERA BONYO,HC0507,ANGUWAN CHIBOK,12.30481,9.32309,Host Communities,Host Communities,Host Communities,NULL,6/10/2014,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,No,No,No,Yes,Yes,ADAMAWA,MADAGALI,SHELMI / SUKUR/ VAPURA,ADAMAWA,MADAGALI,K/WURO NGAYANDI,130,367,20,24,44,24,29,53,29,36,65,89,95,184,9,12,21,11,49,2,1,21,0,2,12,14,0,0,6/10/2014,3/5/2016,No,ADAMAWA,MADAGALI,SHELMI / SUKUR/ VAPURA,Place of origin,House damaged/destroyed,None,<50%,<75%,None,<25%,<25%,None,<25%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (>10 mn),Not operational,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Cough,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<2 km,<50%,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Other relief assistance,No,6129
Nigeria,14,12/9/2016,AD,ADAMAWA,AD01,DEMSA,AD0106,DWAM,HC0517,MAR. DAKANTA,12.06563,9.4523,Host Communities,Host Communities,Host Communities,NULL,4/6/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,No,Yes,No,Yes,ADAMAWA,MADAGALI,MADAGALI,ADAMAWA,MADAGALI,MADAGALI,3,14,0,2,2,2,0,2,2,2,4,2,2,4,1,1,2,1,2,0,0,2,0,0,0,0,0,0,4/8/2014,9/9/2015,Yes,ADAMAWA,MADAGALI,MADAGALI,Place of origin,Lack of safety,<25%,<25%,<25%,<75%,None,<50%,<50%,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Non usable,0,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Diarrhea,Malaria,Fever,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Farming,2,Yes,Yes,Yes,Yes,Yes,Local Authorities,Theft,Sexual harassment/molestation,Other forms of exploitation (forced labor/forced begging),Intentional physical violence,Not enough assistance for all entitled,0,0,No,Yes,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,Yes,4649
Nigeria,14,12/9/2016,AD,ADAMAWA,AD01,DEMSA,AD0106,DWAM,HC0518,DWAM,12.08938,9.46353,Host Communities,Host Communities,Host Communities,NULL,09/0/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,No,No,ADAMAWA,MADAGALI,GULAK,ADAMAWA,MADAGALI,NULL,4,28,2,3,5,1,2,3,2,2,4,6,5,11,2,3,5,3,5,0,0,5,0,0,0,0,0,0,4/8/2014,3/9/2014,Yes,ADAMAWA,MADAGALI,MADAGALI,Place of origin,Lack of safety,<25%,<25%,<25%,<75%,None,<50%,<25%,<50%,Kitchen sets,Mosquito nets,Blankets/Mats,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Non usable,0,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,Yes,No,Yes,Never,Cultivated,No,No,No,No,No,No,Diarrhea,Malaria,Fever,No,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Farming,3,Yes,Yes,Yes,Yes,Yes,Local Authorities,Theft,Exchange of goods/food for sex,Other forms of exploitation (forced labor/forced begging),Child physical & emotional abuse,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,Yes,4634
Nigeria,14,12/9/2016,AD,ADAMAWA,AD04,GIREI,AD0410,WURO DOLE,HC0558,SANGERE JABBILAMI,12.34907,9.28671,Host Communities,Host Communities,Host Communities,NULL,6/10/2014,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,No,No,Yes,No,Yes,ADAMAWA,MADAGALI,DUHU/ SHUWA,ADAMAWA,MADAGALI,GULAK,319,1004,3,2,5,54,36,90,182,232,414,213,269,482,7,6,13,13,9,0,7,13,0,0,1,0,4,0,6/10/2015,9/3/2016,Yes,ADAMAWA,MADAGALI,DUHU/ SHUWA,Place of origin,Lack of safety,None,<50%,<75%,None,<25%,<50%,None,<25%,Mosquito nets,Blankets/Mats,Hygiene kits,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Diarrhea,Cough,No,Yes,On-site (>3 km),Local clinic,Yes,Off-site,<5 km,<25%,Farming,0,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Situation in areas of origin,No,4715
Nigeria,14,12/9/2016,AD,ADAMAWA,AD04,GIREI,AD0410,WURO DOLE,HC0560,LAKKAILA,12.6048,9.38208,Host Communities,Host Communities,Host Communities,NULL,10/5/2015,Unknown,NULL,Yes,NULL,Private Building,Tents,No,N/A,,,No,NULL,,,No,No,Yes,No,No,No,No,No,No,BORNO,GWOZA,GAVVA / AGAPALWA,BORNO,GWOZA,PULKA/BOKKO,174,324,1,3,4,24,27,51,62,82,144,43,69,112,7,6,13,6,16,0,0,13,0,0,0,3,2,0,10/5/2015,04/22/2016,Yes,BORNO,NULL,NULL,Place of origin,House damaged/destroyed,<25%,<75%,<25%,None,<25%,None,<25%,<25%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (>10 mn),<50 %,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Cough,Malaria,Diarrhea,No,Yes,Off-site (>3 km),Local clinic,Yes,Off-site,<5 km,<25%,Farming,0,No,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Excellent,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,No,4679
Nigeria,14,12/9/2016,AD,ADAMAWA,AD04,GIREI,AD0406,JERA BAKARI,HC0584,UNGUWAR YUNGUR,12.49966,9.53121,Host Communities,Host Communities,Host Communities,NULL,6/10/2014,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,No,No,No,Yes,Yes,ADAMAWA,MADAGALI,SHELMI / SUKUR/ VAPURA,ADAMAWA,MADAGALI,K/WURO NGAYANDI,37,106,4,1,5,18,16,34,17,11,28,18,18,36,2,1,3,5,10,0,0,3,0,0,0,1,1,0,6/10/2014,3/5/2016,No,ADAMAWA,MADAGALI,SHELMI / SUKUR/ VAPURA,Place of origin,Lack of safety,None,<50%,<75%,None,<25%,<25%,None,<25%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (>10 mn),<50 %,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Cough,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<2 km,<50%,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Other relief assistance,No,4681
Nigeria,14,12/9/2016,AD,ADAMAWA,AD04,GIREI,AD0401,DAKRI,HC0585,FEDERAL HOUSING,12.477542,9.322572,Host Communities,Host Communities,Host Communities,NULL,3/10/2014,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,ADAMAWA,MADAGALI,MADAGALI,BORNO,GWOZA,DURE / WALA / WARABE,385,1541,3,1,4,45,53,98,201,219,420,419,593,1012,3,4,7,17,72,0,0,7,0,0,0,6,4,0,5/10/2014,06/20/2014,No,BORNO,GWOZA,GUDUF NAGADIYO,Place of origin,House damaged/destroyed,None,<25%,<75%,<25%,<25%,<25%,<25%,<25%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (<10 mn),<50 %,No,Protected well,Protected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Diarrhea,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<2 km,<25%,Farming,0,Yes,Yes,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Other relief assistance,No,4689
Nigeria,14,12/9/2016,AD,ADAMAWA,AD12,MAYO - BELWA,AD1208,NASSARAWO JERENG,HC0614,JERENG,11.90473,8.96154,Host Communities,Host Communities,Host Communities,NULL,10/14/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,Yes,No,No,No,Yes,No,No,No,No,ADAMAWA,MADAGALI,MADAGALI,BORNO,GWOZA,GWOZA TOWN GADAMAYO,6,53,2,4,6,4,6,10,9,8,17,10,10,20,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10/14/2014,02/20/2016,Yes,ADAMAWA,MADAGALI,MADAGALI,Place of origin,House damaged/destroyed,<25%,<25%,<25%,>75%,>75%,>75%,>75%,<50%,Blankets/Mats,Soap,Mosquito nets,Off-site (>10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),2,Yes,Yes,Yes,Burning,0,No,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Fever,Diarrhea,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<5 km,<50%,Farming,6,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Excellent,"Yes, there is lighting and it is adequate",Yes,Nigeria,Better living conditions,Radio/news,Situation in areas of origin,No,4781
Nigeria,14,12/9/2016,AD,ADAMAWA,AD07,HONG,AD0706,HONG,HC0618,WAJA,12.9186,10.23465,Host Communities,Host Communities,Host Communities,NULL,12/11/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,PULKA/BOKKO,ADAMAWA,MADAGALI,GULAK,26,181,13,18,31,4,9,13,10,23,33,13,36,49,28,27,55,0,31,0,0,55,0,0,0,8,0,0,12/11/2014,11/30/2014,No,BORNO,GWOZA,PULKA/BOKKO,Place of origin,Lack of safety,None,None,None,>75%,<50%,<50%,None,<25%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),>50 %,Yes,Protected well,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Fever,Malnutrition,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,Farming,0,Yes,No,Yes,Yes,No,Police,None,None,None,None,None,0,0,No,Yes,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,No,4793
Nigeria,14,12/9/2016,AD,ADAMAWA,AD07,HONG,AD0706,HONG,HC0619,KUKURPU,12.91679,10.22452,Host Communities,Host Communities,Host Communities,NULL,10/11/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MADAGALI,GULAK,ADAMAWA,MICHIKA,MICHIKA  I,23,163,8,13,21,13,14,27,15,16,31,21,31,52,22,10,32,0,21,0,0,32,0,0,0,13,0,0,10/11/2014,11/25/2014,No,ADAMAWA,MADAGALI,GULAK,Place of origin,Lack of safety,None,None,None,>75%,<50%,<50%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Protected well,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Cough,Malnutrition,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,Farming,0,Yes,No,Yes,Yes,No,Police,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,No,4784
Nigeria,14,12/9/2016,AD,ADAMAWA,AD07,HONG,AD0706,HONG,HC0620,ANGUWAN HAUSAWA,12.93053,10.23336,Host Communities,Host Communities,Host Communities,NULL,11/14/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,Yes,INGO,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MICHIKA,MICHIKA  I,ADAMAWA,MADAGALI,GULAK,14,98,4,8,12,6,9,15,8,17,25,12,20,32,5,9,14,0,12,0,0,14,0,0,0,5,0,0,11/14/2014,12/20/2014,No,ADAMAWA,MICHIKA,MICHIKA  I,Place of origin,Lack of safety,None,None,None,>75%,<50%,<50%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Protected well,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Fever,Malnutrition,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,Petty trade,0,Yes,No,Yes,Yes,No,Police,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Excellent,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,No,4795
Nigeria,14,12/9/2016,AD,ADAMAWA,AD07,HONG,AD0706,HONG,HC0621,KWAPAKTINA,12.93223,10.2419,Host Communities,Host Communities,Host Communities,NULL,11/13/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,Yes,INGO,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,ADAMAWA,MADAGALI,GULAK,17,120,6,9,15,8,9,17,13,12,25,14,19,33,13,17,30,0,15,0,0,30,0,0,0,6,0,0,11/13/2014,10/12/2014,No,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,Lack of safety,None,None,None,>75%,<50%,<50%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Protected well,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Cough,Malnutrition,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,Farming,0,Yes,No,Yes,Yes,No,Police,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Safety and Security,No,4786
